"NEW JERSEY OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from New Jersey (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"34.0","96.0","NJ","NJ Total Mig - US & For","96898.0","166642.0","6316438.0"
"34.0","97.0","NJ","NJ Total Mig - US","93872.0","161047.0","6091112.0"
"34.0","98.0","NJ","NJ Total Mig - Foreign","3026.0","5595.0","225326.0"
"34.0","34.0","NJ","NJ Non-Migrants","3319103.0","7138614.0","251819365.0"
"34.0","36.0","NY","NEW YORK","21852.0","33418.0","1392133.0"
"34.0","42.0","PA","PENNSYLVANIA","14192.0","24402.0","826634.0"
"34.0","12.0","FL","FLORIDA","13153.0","21885.0","930734.0"
"34.0","6.0","CA","CALIFORNIA","4890.0","8185.0","372730.0"
"34.0","37.0","NC","NORTH CAROLINA","3875.0","7692.0","225030.0"
"34.0","51.0","VA","VIRGINIA","3700.0","6755.0","230242.0"
"34.0","24.0","MD","MARYLAND","3510.0","6190.0","241778.0"
"34.0","48.0","TX","TEXAS","3273.0","6670.0","241049.0"
"34.0","57.0","FR","Foreign","3026.0","5595.0","225326.0"
"34.0","13.0","GA","GEORGIA","2748.0","5409.0","137776.0"
"34.0","25.0","MA","MASSACHUSETTS","2515.0","4076.0","184716.0"
"34.0","9.0","CT","CONNECTICUT","1879.0","3358.0","168562.0"
"34.0","45.0","SC","SOUTH CAROLINA","1815.0","3357.0","111303.0"
"34.0","10.0","DE","DELAWARE","1742.0","3055.0","100471.0"
"34.0","17.0","IL","ILLINOIS","1394.0","2587.0","123318.0"
"34.0","39.0","OH","OHIO","1153.0","2223.0","71760.0"
"34.0","4.0","AZ","ARIZONA","1087.0","1902.0","68293.0"
"34.0","8.0","CO","COLORADO","901.0","1437.0","53813.0"
"34.0","47.0","TN","TENNESSEE","786.0","1486.0","43963.0"
"34.0","53.0","WA","WASHINGTON","713.0","1327.0","48239.0"
"34.0","11.0","DC","DISTRICT OF COLUMBIA","682.0","802.0","35603.0"
"34.0","26.0","MI","MICHIGAN","607.0","1167.0","38499.0"
"34.0","32.0","NV","NEVADA","586.0","988.0","36889.0"
"34.0","18.0","IN","INDIANA","459.0","896.0","23840.0"
"34.0","29.0","MO","MISSOURI","397.0","732.0","26224.0"
"34.0","27.0","MN","MINNESOTA","396.0","774.0","35387.0"
"34.0","44.0","RI","RHODE ISLAND","390.0","604.0","21849.0"
"34.0","33.0","NH","NEW HAMPSHIRE","369.0","620.0","30815.0"
"34.0","22.0","LA","LOUISIANA","348.0","681.0","15191.0"
"34.0","1.0","AL","ALABAMA","331.0","682.0","16332.0"
"34.0","55.0","WI","WISCONSIN","324.0","616.0","21131.0"
"34.0","15.0","HI","HAWAII","307.0","501.0","12566.0"
"34.0","23.0","ME","MAINE","303.0","514.0","19244.0"
"34.0","50.0","VT","VERMONT","292.0","462.0","19000.0"
"34.0","41.0","OR","OREGON","288.0","481.0","13405.0"
"34.0","21.0","KY","KENTUCKY","282.0","572.0","14851.0"
"34.0","54.0","WV","WEST VIRGINIA","265.0","508.0","21183.0"
"34.0","49.0","UT","UTAH","248.0","565.0","20026.0"
"34.0","40.0","OK","OKLAHOMA","237.0","471.0","11360.0"
"34.0","20.0","KS","KANSAS","228.0","466.0","12647.0"
"34.0","19.0","IA","IOWA","205.0","407.0","10866.0"
"34.0","5.0","AR","ARKANSAS","199.0","405.0","12377.0"
"34.0","28.0","MS","MISSISSIPPI","188.0","394.0","8511.0"
"34.0","35.0","NM","NEW MEXICO","174.0","314.0","15415.0"
"34.0","2.0","AK","ALASKA","137.0","212.0","4933.0"
"34.0","31.0","NE","NEBRASKA","117.0","248.0","6911.0"
"34.0","16.0","ID","IDAHO","90.0","141.0","3464.0"
"34.0","30.0","MT","MONTANA","73.0","124.0","3583.0"
"34.0","56.0","WY","WYOMING","68.0","113.0","2653.0"
"34.0","46.0","SD","SOUTH DAKOTA","54.0","87.0","2370.0"
"34.0","38.0","ND","NORTH DAKOTA","50.0","86.0","1442.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
