"WYOMING OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Wyoming (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"56.0","96.0","WY","WY Total Mig - US & For","12754.0","24204.0","521925.0"
"56.0","97.0","WY","WY Total Mig - US","12565.0","23874.0","513416.0"
"56.0","98.0","WY","WY Total Mig - Foreign","189.0","330.0","8509.0"
"56.0","56.0","WY","WY Non-Migrants","205519.0","438928.0","12906517.0"
"56.0","8.0","CO","COLORADO","1863.0","3388.0","82595.0"
"56.0","48.0","TX","TEXAS","842.0","1715.0","44431.0"
"56.0","49.0","UT","UTAH","805.0","1811.0","33017.0"
"56.0","30.0","MT","MONTANA","776.0","1454.0","31687.0"
"56.0","12.0","FL","FLORIDA","711.0","1055.0","21398.0"
"56.0","6.0","CA","CALIFORNIA","638.0","1133.0","22552.0"
"56.0","4.0","AZ","ARIZONA","547.0","1019.0","23325.0"
"56.0","46.0","SD","SOUTH DAKOTA","466.0","802.0","16049.0"
"56.0","16.0","ID","IDAHO","465.0","1023.0","21129.0"
"56.0","38.0","ND","NORTH DAKOTA","448.0","1001.0","26153.0"
"56.0","31.0","NE","NEBRASKA","402.0","772.0","14383.0"
"56.0","53.0","WA","WASHINGTON","398.0","743.0","14687.0"
"56.0","41.0","OR","OREGON","301.0","532.0","10448.0"
"56.0","32.0","NV","NEVADA","267.0","497.0","12890.0"
"56.0","26.0","MI","MICHIGAN","260.0","517.0","8376.0"
"56.0","35.0","NM","NEW MEXICO","198.0","386.0","8104.0"
"56.0","29.0","MO","MISSOURI","193.0","378.0","7563.0"
"56.0","42.0","PA","PENNSYLVANIA","192.0","375.0","9431.0"
"56.0","57.0","FR","Foreign","189.0","330.0","8509.0"
"56.0","40.0","OK","OKLAHOMA","180.0","388.0","6683.0"
"56.0","27.0","MN","MINNESOTA","173.0","308.0","6977.0"
"56.0","17.0","IL","ILLINOIS","160.0","303.0","5538.0"
"56.0","20.0","KS","KANSAS","160.0","325.0","6591.0"
"56.0","37.0","NC","NORTH CAROLINA","147.0","289.0","4525.0"
"56.0","13.0","GA","GEORGIA","144.0","234.0","4385.0"
"56.0","51.0","VA","VIRGINIA","135.0","241.0","2573.0"
"56.0","19.0","IA","IOWA","131.0","253.0","5116.0"
"56.0","39.0","OH","OHIO","129.0","263.0","4394.0"
"56.0","2.0","AK","ALASKA","128.0","227.0","6032.0"
"56.0","36.0","NY","NEW YORK","123.0","190.0","3952.0"
"56.0","55.0","WI","WISCONSIN","118.0","208.0","4805.0"
"56.0","47.0","TN","TENNESSEE","114.0","237.0","4806.0"
"56.0","5.0","AR","ARKANSAS","109.0","251.0","5237.0"
"56.0","18.0","IN","INDIANA","99.0","186.0","4082.0"
"56.0","22.0","LA","LOUISIANA","95.0","207.0","4840.0"
"56.0","21.0","KY","KENTUCKY","77.0","135.0","2805.0"
"56.0","45.0","SC","SOUTH CAROLINA","75.0","139.0","2301.0"
"56.0","1.0","AL","ALABAMA","72.0","156.0","3221.0"
"56.0","15.0","HI","HAWAII","66.0","110.0","2025.0"
"56.0","24.0","MD","MARYLAND","52.0","86.0","1839.0"
"56.0","28.0","MS","MISSISSIPPI","50.0","98.0","1389.0"
"56.0","25.0","MA","MASSACHUSETTS","49.0","91.0","2291.0"
"56.0","34.0","NJ","NEW JERSEY","44.0","73.0","1498.0"
"56.0","33.0","NH","NEW HAMPSHIRE","36.0","61.0","1079.0"
"56.0","23.0","ME","MAINE","28.0","47.0","1956.0"
"56.0","54.0","WV","WEST VIRGINIA","26.0","66.0","1994.0"
"56.0","9.0","CT","CONNECTICUT","24.0","30.0","656.0"
"56.0","11.0","DC","DISTRICT OF COLUMBIA","22.0","31.0","752.0"
"56.0","10.0","DE","DELAWARE","13.0","16.0","448.0"
"56.0","44.0","RI","RHODE ISLAND","7.0","17.0","247.0"
"56.0","50.0","VT","VERMONT","7.0","7.0","159.0"
"d - Data has been suppressed to prevent disclosure.","","","","","",""
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
