"DISTRICT OF COLUMBIA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from District of Columbia (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"11.0","96.0","DC","DC Total Mig - US & For","24594.0","37098.0","1496906.0"
"11.0","97.0","DC","DC Total Mig - US","23840.0","35886.0","1447367.0"
"11.0","98.0","DC","DC Total Mig - Foreign","754.0","1212.0","49539.0"
"11.0","11.0","DC","DC Non-Migrants","219908.0","368718.0","16134958.0"
"11.0","24.0","MD","MARYLAND","8337.0","15005.0","450844.0"
"11.0","51.0","VA","VIRGINIA","4479.0","6488.0","329779.0"
"11.0","36.0","NY","NEW YORK","1770.0","2106.0","106478.0"
"11.0","6.0","CA","CALIFORNIA","1413.0","1788.0","99691.0"
"11.0","57.0","FR","Foreign","754.0","1212.0","49539.0"
"11.0","12.0","FL","FLORIDA","703.0","908.0","48627.0"
"11.0","25.0","MA","MASSACHUSETTS","635.0","781.0","40591.0"
"11.0","42.0","PA","PENNSYLVANIA","626.0","790.0","31647.0"
"11.0","48.0","TX","TEXAS","577.0","809.0","40246.0"
"11.0","37.0","NC","NORTH CAROLINA","555.0","814.0","28054.0"
"11.0","17.0","IL","ILLINOIS","512.0","612.0","30422.0"
"11.0","13.0","GA","GEORGIA","380.0","554.0","19287.0"
"11.0","34.0","NJ","NEW JERSEY","321.0","419.0","16680.0"
"11.0","26.0","MI","MICHIGAN","255.0","329.0","12487.0"
"11.0","39.0","OH","OHIO","244.0","322.0","12640.0"
"11.0","53.0","WA","WASHINGTON","242.0","321.0","16895.0"
"11.0","8.0","CO","COLORADO","237.0","332.0","15255.0"
"11.0","28.0","MS","MISSISSIPPI","206.0","251.0","6945.0"
"11.0","9.0","CT","CONNECTICUT","178.0","231.0","10160.0"
"11.0","4.0","AZ","ARIZONA","151.0","228.0","9033.0"
"11.0","47.0","TN","TENNESSEE","149.0","185.0","8326.0"
"11.0","45.0","SC","SOUTH CAROLINA","144.0","210.0","6539.0"
"11.0","27.0","MN","MINNESOTA","143.0","189.0","9562.0"
"11.0","22.0","LA","LOUISIANA","140.0","201.0","7420.0"
"11.0","41.0","OR","OREGON","125.0","167.0","7121.0"
"11.0","29.0","MO","MISSOURI","120.0","176.0","12363.0"
"11.0","55.0","WI","WISCONSIN","96.0","119.0","5838.0"
"11.0","18.0","IN","INDIANA","91.0","113.0","4078.0"
"11.0","21.0","KY","KENTUCKY","87.0","143.0","4785.0"
"11.0","10.0","DE","DELAWARE","75.0","120.0","5922.0"
"11.0","54.0","WV","WEST VIRGINIA","64.0","81.0","3393.0"
"11.0","33.0","NH","NEW HAMPSHIRE","61.0","86.0","4694.0"
"11.0","15.0","HI","HAWAII","60.0","80.0","4454.0"
"11.0","35.0","NM","NEW MEXICO","60.0","93.0","4464.0"
"11.0","50.0","VT","VERMONT","60.0","71.0","3374.0"
"11.0","1.0","AL","ALABAMA","58.0","79.0","3484.0"
"11.0","44.0","RI","RHODE ISLAND","53.0","67.0","2834.0"
"11.0","23.0","ME","MAINE","52.0","67.0","3353.0"
"11.0","32.0","NV","NEVADA","45.0","63.0","2653.0"
"11.0","20.0","KS","KANSAS","42.0","65.0","1727.0"
"11.0","49.0","UT","UTAH","42.0","64.0","2083.0"
"11.0","40.0","OK","OKLAHOMA","36.0","55.0","2191.0"
"11.0","19.0","IA","IOWA","35.0","46.0","1562.0"
"11.0","31.0","NE","NEBRASKA","35.0","55.0","1893.0"
"11.0","2.0","AK","ALASKA","30.0","39.0","1878.0"
"11.0","5.0","AR","ARKANSAS","28.0","39.0","1516.0"
"11.0","56.0","WY","WYOMING","27.0","43.0","1500.0"
"11.0","30.0","MT","MONTANA","21.0","23.0","963.0"
"11.0","46.0","SD","SOUTH DAKOTA","17.0","19.0","655.0"
"11.0","16.0","ID","IDAHO","13.0","19.0","617.0"
"11.0","38.0","ND","NORTH DAKOTA","10.0","21.0","363.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
