"IDAHO INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Idaho (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"16.0","96.0","ID","ID Total Mig - US & For","21408.0","44374.0","916562.0"
"16.0","97.0","ID","ID Total Mig - US","20993.0","43680.0","891073.0"
"16.0","98.0","ID","ID Total Mig - Foreign","415.0","694.0","25488.0"
"16.0","16.0","ID","ID Non-Migrants","517136.0","1225411.0","25094092.0"
"16.0","53.0","WA","WASHINGTON","3742.0","7322.0","145400.0"
"16.0","6.0","CA","CALIFORNIA","3337.0","6876.0","171736.0"
"16.0","49.0","UT","UTAH","1945.0","4627.0","69855.0"
"16.0","41.0","OR","OREGON","1865.0","3891.0","64129.0"
"16.0","32.0","NV","NEVADA","996.0","2109.0","39081.0"
"16.0","4.0","AZ","ARIZONA","957.0","2226.0","38654.0"
"16.0","30.0","MT","MONTANA","807.0","1559.0","29776.0"
"16.0","48.0","TX","TEXAS","783.0","1761.0","35177.0"
"16.0","8.0","CO","COLORADO","686.0","1400.0","29790.0"
"16.0","56.0","WY","WYOMING","465.0","1023.0","21129.0"
"16.0","57.0","FR","Foreign","415.0","694.0","25488.0"
"16.0","12.0","FL","FLORIDA","404.0","794.0","16911.0"
"16.0","2.0","AK","ALASKA","369.0","739.0","18574.0"
"16.0","17.0","IL","ILLINOIS","266.0","507.0","18584.0"
"16.0","51.0","VA","VIRGINIA","263.0","595.0","13885.0"
"16.0","36.0","NY","NEW YORK","250.0","478.0","11761.0"
"16.0","13.0","GA","GEORGIA","247.0","495.0","10524.0"
"16.0","37.0","NC","NORTH CAROLINA","246.0","527.0","10130.0"
"16.0","27.0","MN","MINNESOTA","203.0","394.0","11645.0"
"16.0","42.0","PA","PENNSYLVANIA","183.0","336.0","10193.0"
"16.0","29.0","MO","MISSOURI","179.0","406.0","7476.0"
"16.0","26.0","MI","MICHIGAN","172.0","326.0","6090.0"
"16.0","35.0","NM","NEW MEXICO","171.0","379.0","8902.0"
"16.0","39.0","OH","OHIO","157.0","347.0","7557.0"
"16.0","40.0","OK","OKLAHOMA","156.0","356.0","5263.0"
"16.0","20.0","KS","KANSAS","151.0","315.0","5815.0"
"16.0","15.0","HI","HAWAII","148.0","293.0","5554.0"
"16.0","47.0","TN","TENNESSEE","147.0","318.0","6825.0"
"16.0","55.0","WI","WISCONSIN","141.0","265.0","6335.0"
"16.0","19.0","IA","IOWA","135.0","258.0","5710.0"
"16.0","18.0","IN","INDIANA","119.0","236.0","4418.0"
"16.0","31.0","NE","NEBRASKA","106.0","235.0","3996.0"
"16.0","45.0","SC","SOUTH CAROLINA","106.0","173.0","3426.0"
"16.0","38.0","ND","NORTH DAKOTA","105.0","224.0","5060.0"
"16.0","24.0","MD","MARYLAND","103.0","207.0","4992.0"
"16.0","46.0","SD","SOUTH DAKOTA","99.0","179.0","3462.0"
"16.0","22.0","LA","LOUISIANA","97.0","202.0","3609.0"
"16.0","21.0","KY","KENTUCKY","91.0","191.0","3501.0"
"16.0","34.0","NJ","NEW JERSEY","90.0","141.0","3464.0"
"16.0","25.0","MA","MASSACHUSETTS","80.0","124.0","4282.0"
"16.0","1.0","AL","ALABAMA","76.0","167.0","3127.0"
"16.0","5.0","AR","ARKANSAS","75.0","173.0","3146.0"
"16.0","28.0","MS","MISSISSIPPI","65.0","137.0","2083.0"
"16.0","9.0","CT","CONNECTICUT","49.0","103.0","3965.0"
"16.0","33.0","NH","NEW HAMPSHIRE","46.0","81.0","1803.0"
"16.0","23.0","ME","MAINE","39.0","58.0","1582.0"
"16.0","50.0","VT","VERMONT","21.0","31.0","493.0"
"16.0","54.0","WV","WEST VIRGINIA","19.0","36.0","547.0"
"16.0","11.0","DC","DISTRICT OF COLUMBIA","13.0","19.0","617.0"
"16.0","44.0","RI","RHODE ISLAND","12.0","14.0","470.0"
"16.0","10.0","DE","DELAWARE","11.0","27.0","570.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
