"VIRGINIA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Virginia (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"51.0","96.0","VA","VA Total Mig - US & For","119252.0","229798.0","6487813.0"
"51.0","97.0","VA","VA Total Mig - US","112679.0","214713.0","6080638.0"
"51.0","98.0","VA","VA Total Mig - Foreign","6573.0","15085.0","407175.0"
"51.0","51.0","VA","VA Non-Migrants","2900854.0","6223014.0","200371408.0"
"51.0","24.0","MD","MARYLAND","12269.0","21752.0","735595.0"
"51.0","37.0","NC","NORTH CAROLINA","10112.0","20699.0","459947.0"
"51.0","12.0","FL","FLORIDA","9466.0","17859.0","459273.0"
"51.0","6.0","CA","CALIFORNIA","7220.0","14502.0","440266.0"
"51.0","36.0","NY","NEW YORK","6972.0","12186.0","345878.0"
"51.0","57.0","FR","Foreign","6573.0","15085.0","407175.0"
"51.0","48.0","TX","TEXAS","5858.0","12468.0","361231.0"
"51.0","42.0","PA","PENNSYLVANIA","5673.0","9281.0","292497.0"
"51.0","13.0","GA","GEORGIA","4541.0","9462.0","228849.0"
"51.0","11.0","DC","DISTRICT OF COLUMBIA","4479.0","6488.0","329779.0"
"51.0","34.0","NJ","NEW JERSEY","3700.0","6755.0","230242.0"
"51.0","39.0","OH","OHIO","3102.0","5504.0","154057.0"
"51.0","47.0","TN","TENNESSEE","3000.0","5893.0","135808.0"
"51.0","45.0","SC","SOUTH CAROLINA","2842.0","5557.0","118903.0"
"51.0","17.0","IL","ILLINOIS","2672.0","5052.0","154424.0"
"51.0","54.0","WV","WEST VIRGINIA","2304.0","4346.0","97934.0"
"51.0","26.0","MI","MICHIGAN","2174.0","3914.0","103235.0"
"51.0","25.0","MA","MASSACHUSETTS","2091.0","3481.0","123252.0"
"51.0","8.0","CO","COLORADO","1727.0","3538.0","105533.0"
"51.0","53.0","WA","WASHINGTON","1705.0","3706.0","108498.0"
"51.0","4.0","AZ","ARIZONA","1525.0","3178.0","84774.0"
"51.0","9.0","CT","CONNECTICUT","1356.0","2496.0","85873.0"
"51.0","1.0","AL","ALABAMA","1355.0","3028.0","72899.0"
"51.0","18.0","IN","INDIANA","1179.0","2175.0","53003.0"
"51.0","29.0","MO","MISSOURI","1164.0","2217.0","59977.0"
"51.0","15.0","HI","HAWAII","1154.0","2898.0","65614.0"
"51.0","21.0","KY","KENTUCKY","1088.0","2267.0","48283.0"
"51.0","22.0","LA","LOUISIANA","945.0","1893.0","52327.0"
"51.0","55.0","WI","WISCONSIN","804.0","1445.0","41529.0"
"51.0","27.0","MN","MINNESOTA","766.0","1321.0","39187.0"
"51.0","28.0","MS","MISSISSIPPI","761.0","1619.0","33635.0"
"51.0","32.0","NV","NEVADA","737.0","1489.0","39848.0"
"51.0","20.0","KS","KANSAS","722.0","1682.0","38921.0"
"51.0","40.0","OK","OKLAHOMA","679.0","1469.0","34047.0"
"51.0","10.0","DE","DELAWARE","672.0","1209.0","34358.0"
"51.0","49.0","UT","UTAH","643.0","1422.0","29837.0"
"51.0","33.0","NH","NEW HAMPSHIRE","522.0","917.0","28393.0"
"51.0","41.0","OR","OREGON","519.0","968.0","24327.0"
"51.0","44.0","RI","RHODE ISLAND","500.0","1172.0","32681.0"
"51.0","23.0","ME","MAINE","483.0","942.0","20900.0"
"51.0","35.0","NM","NEW MEXICO","483.0","982.0","37913.0"
"51.0","5.0","AR","ARKANSAS","445.0","935.0","20918.0"
"51.0","2.0","AK","ALASKA","438.0","1000.0","23654.0"
"51.0","19.0","IA","IOWA","405.0","743.0","18969.0"
"51.0","31.0","NE","NEBRASKA","321.0","675.0","17626.0"
"51.0","16.0","ID","IDAHO","244.0","550.0","11475.0"
"51.0","50.0","VT","VERMONT","244.0","400.0","13777.0"
"51.0","30.0","MT","MONTANA","203.0","353.0","9052.0"
"51.0","46.0","SD","SOUTH DAKOTA","152.0","301.0","8666.0"
"51.0","56.0","WY","WYOMING","135.0","241.0","2573.0"
"51.0","38.0","ND","NORTH DAKOTA","128.0","283.0","10399.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
