"NEVADA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Nevada (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"32.0","96.0","NV","NV Total Mig - US & For","47451.0","88035.0","2245326.0"
"32.0","97.0","NV","NV Total Mig - US","46479.0","85959.0","2197373.0"
"32.0","98.0","NV","NV Total Mig - Foreign","972.0","2076.0","47953.0"
"32.0","32.0","NV","NV Non-Migrants","937701.0","2043554.0","49701977.0"
"32.0","6.0","CA","CALIFORNIA","15264.0","28563.0","816210.0"
"32.0","4.0","AZ","ARIZONA","3097.0","6481.0","123546.0"
"32.0","48.0","TX","TEXAS","2336.0","4534.0","108383.0"
"32.0","12.0","FL","FLORIDA","2271.0","3632.0","87115.0"
"32.0","53.0","WA","WASHINGTON","1813.0","3297.0","81911.0"
"32.0","49.0","UT","UTAH","1797.0","4122.0","72350.0"
"32.0","8.0","CO","COLORADO","1352.0","2536.0","64050.0"
"32.0","17.0","IL","ILLINOIS","1316.0","2329.0","64477.0"
"32.0","36.0","NY","NEW YORK","1278.0","2025.0","59618.0"
"32.0","41.0","OR","OREGON","1161.0","2064.0","48766.0"
"32.0","15.0","HI","HAWAII","982.0","1739.0","36200.0"
"32.0","57.0","FR","Foreign","972.0","2076.0","47953.0"
"32.0","26.0","MI","MICHIGAN","820.0","1313.0","28263.0"
"32.0","16.0","ID","IDAHO","784.0","1600.0","30236.0"
"32.0","39.0","OH","OHIO","782.0","1321.0","31783.0"
"32.0","51.0","VA","VIRGINIA","708.0","1351.0","40619.0"
"32.0","35.0","NM","NEW MEXICO","650.0","1221.0","25449.0"
"32.0","13.0","GA","GEORGIA","645.0","1203.0","28086.0"
"32.0","42.0","PA","PENNSYLVANIA","642.0","1053.0","25416.0"
"32.0","34.0","NJ","NEW JERSEY","586.0","988.0","36889.0"
"32.0","37.0","NC","NORTH CAROLINA","582.0","1045.0","22307.0"
"32.0","29.0","MO","MISSOURI","519.0","954.0","27345.0"
"32.0","55.0","WI","WISCONSIN","464.0","752.0","20754.0"
"32.0","27.0","MN","MINNESOTA","456.0","750.0","30798.0"
"32.0","18.0","IN","INDIANA","454.0","795.0","18136.0"
"32.0","47.0","TN","TENNESSEE","422.0","743.0","17382.0"
"32.0","40.0","OK","OKLAHOMA","411.0","817.0","19134.0"
"32.0","25.0","MA","MASSACHUSETTS","379.0","578.0","18255.0"
"32.0","2.0","AK","ALASKA","368.0","731.0","17227.0"
"32.0","24.0","MD","MARYLAND","364.0","635.0","21090.0"
"32.0","30.0","MT","MONTANA","330.0","556.0","14614.0"
"32.0","20.0","KS","KANSAS","318.0","575.0","11172.0"
"32.0","22.0","LA","LOUISIANA","288.0","546.0","9481.0"
"32.0","31.0","NE","NEBRASKA","274.0","553.0","12187.0"
"32.0","56.0","WY","WYOMING","267.0","497.0","12890.0"
"32.0","19.0","IA","IOWA","257.0","468.0","14150.0"
"32.0","45.0","SC","SOUTH CAROLINA","252.0","470.0","10477.0"
"32.0","5.0","AR","ARKANSAS","235.0","427.0","22992.0"
"32.0","28.0","MS","MISSISSIPPI","229.0","457.0","7511.0"
"32.0","1.0","AL","ALABAMA","214.0","418.0","9517.0"
"32.0","21.0","KY","KENTUCKY","214.0","355.0","9123.0"
"32.0","9.0","CT","CONNECTICUT","201.0","312.0","11281.0"
"32.0","46.0","SD","SOUTH DAKOTA","151.0","277.0","6217.0"
"32.0","38.0","ND","NORTH DAKOTA","111.0","203.0","4591.0"
"32.0","33.0","NH","NEW HAMPSHIRE","88.0","126.0","3724.0"
"32.0","44.0","RI","RHODE ISLAND","76.0","117.0","3009.0"
"32.0","54.0","WV","WEST VIRGINIA","69.0","118.0","2380.0"
"32.0","23.0","ME","MAINE","62.0","95.0","2279.0"
"32.0","10.0","DE","DELAWARE","54.0","88.0","3116.0"
"32.0","11.0","DC","DISTRICT OF COLUMBIA","45.0","63.0","2653.0"
"32.0","50.0","VT","VERMONT","41.0","66.0","2217.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
