"VIRGINIA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Virginia (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"51.0","96.0","VA","VA Total Mig - US & For","114585.0","219335.0","6401866.0"
"51.0","97.0","VA","VA Total Mig - US","108379.0","205891.0","6005780.0"
"51.0","98.0","VA","VA Total Mig - Foreign","6206.0","13444.0","396085.0"
"51.0","51.0","VA","VA Non-Migrants","2900854.0","6223014.0","200371408.0"
"51.0","37.0","NC","NORTH CAROLINA","11378.0","23086.0","544192.0"
"51.0","24.0","MD","MARYLAND","10834.0","19417.0","630087.0"
"51.0","12.0","FL","FLORIDA","10560.0","19740.0","636291.0"
"51.0","6.0","CA","CALIFORNIA","6878.0","13119.0","412525.0"
"51.0","48.0","TX","TEXAS","6694.0","14369.0","418950.0"
"51.0","57.0","FR","Foreign","6206.0","13444.0","396085.0"
"51.0","36.0","NY","NEW YORK","5544.0","9035.0","248307.0"
"51.0","11.0","DC","DISTRICT OF COLUMBIA","5463.0","6876.0","356787.0"
"51.0","13.0","GA","GEORGIA","4497.0","9015.0","216750.0"
"51.0","42.0","PA","PENNSYLVANIA","4487.0","7958.0","239607.0"
"51.0","47.0","TN","TENNESSEE","3282.0","6514.0","154483.0"
"51.0","45.0","SC","SOUTH CAROLINA","3198.0","6319.0","181165.0"
"51.0","54.0","WV","WEST VIRGINIA","2476.0","4709.0","99215.0"
"51.0","39.0","OH","OHIO","2299.0","4442.0","115376.0"
"51.0","34.0","NJ","NEW JERSEY","2268.0","4089.0","124357.0"
"51.0","17.0","IL","ILLINOIS","2173.0","4003.0","123546.0"
"51.0","8.0","CO","COLORADO","2007.0","3926.0","131707.0"
"51.0","53.0","WA","WASHINGTON","1837.0","3805.0","106397.0"
"51.0","25.0","MA","MASSACHUSETTS","1694.0","2738.0","95853.0"
"51.0","21.0","KY","KENTUCKY","1586.0","3493.0","95019.0"
"51.0","26.0","MI","MICHIGAN","1452.0","2793.0","69664.0"
"51.0","4.0","AZ","ARIZONA","1383.0","2554.0","75704.0"
"51.0","1.0","AL","ALABAMA","1357.0","3010.0","90550.0"
"51.0","29.0","MO","MISSOURI","1069.0","2210.0","59692.0"
"51.0","15.0","HI","HAWAII","1065.0","2491.0","57162.0"
"51.0","22.0","LA","LOUISIANA","987.0","1981.0","46577.0"
"51.0","9.0","CT","CONNECTICUT","952.0","1859.0","70004.0"
"51.0","18.0","IN","INDIANA","908.0","1871.0","49753.0"
"51.0","32.0","NV","NEVADA","708.0","1351.0","40619.0"
"51.0","27.0","MN","MINNESOTA","689.0","1309.0","43099.0"
"51.0","40.0","OK","OKLAHOMA","676.0","1462.0","29611.0"
"51.0","10.0","DE","DELAWARE","670.0","1181.0","40931.0"
"51.0","20.0","KS","KANSAS","638.0","1604.0","35950.0"
"51.0","55.0","WI","WISCONSIN","637.0","1190.0","33467.0"
"51.0","41.0","OR","OREGON","618.0","1054.0","31426.0"
"51.0","28.0","MS","MISSISSIPPI","617.0","1367.0","33325.0"
"51.0","35.0","NM","NEW MEXICO","557.0","1179.0","39874.0"
"51.0","49.0","UT","UTAH","524.0","1138.0","29090.0"
"51.0","5.0","AR","ARKANSAS","478.0","997.0","24538.0"
"51.0","2.0","AK","ALASKA","406.0","940.0","19598.0"
"51.0","23.0","ME","MAINE","391.0","707.0","22023.0"
"51.0","19.0","IA","IOWA","386.0","780.0","19877.0"
"51.0","44.0","RI","RHODE ISLAND","363.0","759.0","20971.0"
"51.0","33.0","NH","NEW HAMPSHIRE","343.0","682.0","21994.0"
"51.0","31.0","NE","NEBRASKA","315.0","687.0","16666.0"
"51.0","16.0","ID","IDAHO","263.0","595.0","13885.0"
"51.0","30.0","MT","MONTANA","213.0","417.0","11982.0"
"51.0","50.0","VT","VERMONT","199.0","314.0","9203.0"
"51.0","46.0","SD","SOUTH DAKOTA","128.0","262.0","6126.0"
"51.0","56.0","WY","WYOMING","123.0","282.0","7086.0"
"51.0","38.0","ND","NORTH DAKOTA","109.0","212.0","4719.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
