"PENNSYLVANIA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Pennsylvania (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"42.0","96.0","PA","PA Total Mig - US & For","97031.0","174116.0","4930727.0"
"42.0","97.0","PA","PA Total Mig - US","94657.0","169923.0","4836319.0"
"42.0","98.0","PA","PA Total Mig - Foreign","2374.0","4193.0","94409.0"
"42.0","42.0","PA","PA Non-Migrants","4899840.0","10133382.0","291104440.0"
"42.0","34.0","NJ","NEW JERSEY","14192.0","24402.0","826634.0"
"42.0","36.0","NY","NEW YORK","13901.0","25446.0","613001.0"
"42.0","12.0","FL","FLORIDA","7411.0","12940.0","291171.0"
"42.0","24.0","MD","MARYLAND","6599.0","11612.0","339937.0"
"42.0","39.0","OH","OHIO","4823.0","8288.0","233464.0"
"42.0","51.0","VA","VIRGINIA","4487.0","7958.0","239607.0"
"42.0","6.0","CA","CALIFORNIA","4086.0","6863.0","234312.0"
"42.0","37.0","NC","NORTH CAROLINA","3567.0","6741.0","170058.0"
"42.0","48.0","TX","TEXAS","3357.0","6798.0","211205.0"
"42.0","10.0","DE","DELAWARE","2751.0","5046.0","152108.0"
"42.0","57.0","FR","Foreign","2374.0","4193.0","94409.0"
"42.0","25.0","MA","MASSACHUSETTS","2186.0","3535.0","129142.0"
"42.0","13.0","GA","GEORGIA","2151.0","4252.0","104147.0"
"42.0","17.0","IL","ILLINOIS","1888.0","3372.0","131242.0"
"42.0","26.0","MI","MICHIGAN","1700.0","3131.0","102924.0"
"42.0","54.0","WV","WEST VIRGINIA","1625.0","2777.0","69718.0"
"42.0","9.0","CT","CONNECTICUT","1551.0","2654.0","100243.0"
"42.0","45.0","SC","SOUTH CAROLINA","1474.0","2787.0","58750.0"
"42.0","4.0","AZ","ARIZONA","1382.0","2519.0","60767.0"
"42.0","8.0","CO","COLORADO","1308.0","2399.0","64296.0"
"42.0","47.0","TN","TENNESSEE","1103.0","2087.0","47935.0"
"42.0","18.0","IN","INDIANA","1035.0","2060.0","53122.0"
"42.0","53.0","WA","WASHINGTON","925.0","1648.0","46444.0"
"42.0","29.0","MO","MISSOURI","713.0","1359.0","45718.0"
"42.0","32.0","NV","NEVADA","712.0","1401.0","30486.0"
"42.0","21.0","KY","KENTUCKY","709.0","1442.0","34103.0"
"42.0","11.0","DC","DISTRICT OF COLUMBIA","626.0","790.0","31647.0"
"42.0","27.0","MN","MINNESOTA","618.0","1069.0","38854.0"
"42.0","55.0","WI","WISCONSIN","614.0","1163.0","35948.0"
"42.0","40.0","OK","OKLAHOMA","583.0","1179.0","31062.0"
"42.0","22.0","LA","LOUISIANA","511.0","937.0","24226.0"
"42.0","1.0","AL","ALABAMA","493.0","979.0","23050.0"
"42.0","33.0","NH","NEW HAMPSHIRE","453.0","793.0","22727.0"
"42.0","20.0","KS","KANSAS","434.0","900.0","22735.0"
"42.0","41.0","OR","OREGON","430.0","727.0","17164.0"
"42.0","49.0","UT","UTAH","398.0","843.0","17484.0"
"42.0","44.0","RI","RHODE ISLAND","391.0","680.0","19176.0"
"42.0","23.0","ME","MAINE","373.0","621.0","14999.0"
"42.0","15.0","HI","HAWAII","360.0","580.0","12928.0"
"42.0","35.0","NM","NEW MEXICO","335.0","611.0","17472.0"
"42.0","5.0","AR","ARKANSAS","327.0","629.0","18146.0"
"42.0","19.0","IA","IOWA","324.0","636.0","15739.0"
"42.0","28.0","MS","MISSISSIPPI","316.0","631.0","15246.0"
"42.0","50.0","VT","VERMONT","253.0","369.0","11743.0"
"42.0","31.0","NE","NEBRASKA","212.0","432.0","11684.0"
"42.0","2.0","AK","ALASKA","201.0","360.0","9452.0"
"42.0","56.0","WY","WYOMING","192.0","375.0","9431.0"
"42.0","16.0","ID","IDAHO","185.0","374.0","7879.0"
"42.0","30.0","MT","MONTANA","175.0","318.0","7409.0"
"42.0","46.0","SD","SOUTH DAKOTA","117.0","217.0","4141.0"
"42.0","38.0","ND","NORTH DAKOTA","100.0","193.0","5439.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
