"KANSAS OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Kansas (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"20.0","96.0","KS","KS Total Mig - US & For","39673.0","79113.0","1739149.0"
"20.0","97.0","KS","KS Total Mig - US","38744.0","76973.0","1694002.0"
"20.0","98.0","KS","KS Total Mig - Foreign","929.0","2140.0","45147.0"
"20.0","20.0","KS","KS Non-Migrants","1025543.0","2282124.0","59377266.0"
"20.0","29.0","MO","MISSOURI","8710.0","15644.0","346012.0"
"20.0","48.0","TX","TEXAS","4397.0","9451.0","227645.0"
"20.0","40.0","OK","OKLAHOMA","2635.0","5560.0","93226.0"
"20.0","8.0","CO","COLORADO","2002.0","3889.0","85792.0"
"20.0","6.0","CA","CALIFORNIA","1996.0","3732.0","84399.0"
"20.0","12.0","FL","FLORIDA","1931.0","3354.0","83583.0"
"20.0","31.0","NE","NEBRASKA","1210.0","2352.0","46495.0"
"20.0","13.0","GA","GEORGIA","1080.0","2562.0","52825.0"
"20.0","4.0","AZ","ARIZONA","1006.0","1876.0","45356.0"
"20.0","17.0","IL","ILLINOIS","1005.0","1829.0","47648.0"
"20.0","57.0","FR","Foreign","929.0","2140.0","45147.0"
"20.0","37.0","NC","NORTH CAROLINA","840.0","1939.0","44652.0"
"20.0","53.0","WA","WASHINGTON","788.0","1690.0","39862.0"
"20.0","51.0","VA","VIRGINIA","722.0","1682.0","38921.0"
"20.0","5.0","AR","ARKANSAS","711.0","1536.0","30266.0"
"20.0","19.0","IA","IOWA","703.0","1434.0","33285.0"
"20.0","36.0","NY","NEW YORK","681.0","1279.0","25757.0"
"20.0","47.0","TN","TENNESSEE","601.0","1231.0","24381.0"
"20.0","39.0","OH","OHIO","561.0","1127.0","24516.0"
"20.0","26.0","MI","MICHIGAN","476.0","1003.0","19790.0"
"20.0","42.0","PA","PENNSYLVANIA","434.0","900.0","22735.0"
"20.0","27.0","MN","MINNESOTA","427.0","840.0","22517.0"
"20.0","18.0","IN","INDIANA","387.0","823.0","20987.0"
"20.0","35.0","NM","NEW MEXICO","368.0","732.0","13965.0"
"20.0","41.0","OR","OREGON","364.0","635.0","12020.0"
"20.0","1.0","AL","ALABAMA","357.0","794.0","13954.0"
"20.0","21.0","KY","KENTUCKY","349.0","867.0","15199.0"
"20.0","55.0","WI","WISCONSIN","342.0","685.0","14734.0"
"20.0","22.0","LA","LOUISIANA","341.0","742.0","15190.0"
"20.0","45.0","SC","SOUTH CAROLINA","326.0","752.0","17336.0"
"20.0","32.0","NV","NEVADA","318.0","575.0","11172.0"
"20.0","24.0","MD","MARYLAND","280.0","605.0","14642.0"
"20.0","15.0","HI","HAWAII","216.0","535.0","9092.0"
"20.0","49.0","UT","UTAH","215.0","514.0","8275.0"
"20.0","34.0","NJ","NEW JERSEY","205.0","403.0","10052.0"
"20.0","25.0","MA","MASSACHUSETTS","199.0","338.0","9013.0"
"20.0","46.0","SD","SOUTH DAKOTA","186.0","350.0","9318.0"
"20.0","2.0","AK","ALASKA","177.0","424.0","7305.0"
"20.0","28.0","MS","MISSISSIPPI","175.0","359.0","6605.0"
"20.0","56.0","WY","WYOMING","161.0","312.0","7439.0"
"20.0","16.0","ID","IDAHO","151.0","315.0","5815.0"
"20.0","9.0","CT","CONNECTICUT","128.0","241.0","10919.0"
"20.0","30.0","MT","MONTANA","118.0","218.0","4000.0"
"20.0","38.0","ND","NORTH DAKOTA","112.0","200.0","3735.0"
"20.0","11.0","DC","DISTRICT OF COLUMBIA","76.0","101.0","3032.0"
"20.0","54.0","WV","WEST VIRGINIA","76.0","164.0","2890.0"
"20.0","23.0","ME","MAINE","48.0","91.0","1837.0"
"20.0","10.0","DE","DELAWARE","47.0","86.0","2127.0"
"20.0","33.0","NH","NEW HAMPSHIRE","47.0","93.0","2135.0"
"20.0","44.0","RI","RHODE ISLAND","32.0","57.0","873.0"
"20.0","50.0","VT","VERMONT","27.0","52.0","679.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
