"NORTH DAKOTA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from North Dakota (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"38.0","96.0","ND","ND Total Mig - US & For","10484.0","19145.0","423442.0"
"38.0","97.0","ND","ND Total Mig - US","10084.0","18326.0","409719.0"
"38.0","98.0","ND","ND Total Mig - Foreign","400.0","819.0","13724.0"
"38.0","38.0","ND","ND Non-Migrants","260023.0","537412.0","16192846.0"
"38.0","27.0","MN","MINNESOTA","3216.0","5369.0","120578.0"
"38.0","46.0","SD","SOUTH DAKOTA","616.0","1163.0","26392.0"
"38.0","48.0","TX","TEXAS","547.0","1123.0","21256.0"
"38.0","30.0","MT","MONTANA","443.0","820.0","17669.0"
"38.0","8.0","CO","COLORADO","420.0","713.0","17652.0"
"38.0","57.0","FR","Foreign","400.0","819.0","13724.0"
"38.0","12.0","FL","FLORIDA","380.0","652.0","15751.0"
"38.0","6.0","CA","CALIFORNIA","378.0","685.0","14245.0"
"38.0","4.0","AZ","ARIZONA","338.0","579.0","15470.0"
"38.0","53.0","WA","WASHINGTON","274.0","530.0","11132.0"
"38.0","55.0","WI","WISCONSIN","206.0","351.0","8669.0"
"38.0","17.0","IL","ILLINOIS","192.0","337.0","7391.0"
"38.0","31.0","NE","NEBRASKA","167.0","356.0","7505.0"
"38.0","26.0","MI","MICHIGAN","150.0","285.0","6352.0"
"38.0","19.0","IA","IOWA","148.0","260.0","5151.0"
"38.0","56.0","WY","WYOMING","145.0","299.0","6420.0"
"38.0","20.0","KS","KANSAS","134.0","266.0","6840.0"
"38.0","40.0","OK","OKLAHOMA","132.0","296.0","5769.0"
"38.0","13.0","GA","GEORGIA","128.0","265.0","4382.0"
"38.0","29.0","MO","MISSOURI","128.0","260.0","5000.0"
"38.0","51.0","VA","VIRGINIA","128.0","283.0","10399.0"
"38.0","39.0","OH","OHIO","113.0","219.0","4092.0"
"38.0","32.0","NV","NEVADA","111.0","203.0","4591.0"
"38.0","37.0","NC","NORTH CAROLINA","106.0","185.0","5174.0"
"38.0","16.0","ID","IDAHO","105.0","224.0","5060.0"
"38.0","41.0","OR","OREGON","103.0","168.0","3759.0"
"38.0","42.0","PA","PENNSYLVANIA","100.0","193.0","5439.0"
"38.0","2.0","AK","ALASKA","96.0","186.0","4158.0"
"38.0","36.0","NY","NEW YORK","95.0","165.0","4083.0"
"38.0","47.0","TN","TENNESSEE","92.0","179.0","3112.0"
"38.0","49.0","UT","UTAH","91.0","194.0","4115.0"
"38.0","18.0","IN","INDIANA","87.0","137.0","3760.0"
"38.0","35.0","NM","NEW MEXICO","75.0","161.0","2987.0"
"38.0","22.0","LA","LOUISIANA","69.0","151.0","3577.0"
"38.0","45.0","SC","SOUTH CAROLINA","62.0","98.0","2220.0"
"38.0","5.0","AR","ARKANSAS","60.0","124.0","2135.0"
"38.0","1.0","AL","ALABAMA","58.0","111.0","2230.0"
"38.0","24.0","MD","MARYLAND","58.0","106.0","2282.0"
"38.0","15.0","HI","HAWAII","45.0","76.0","1599.0"
"38.0","25.0","MA","MASSACHUSETTS","45.0","73.0","1134.0"
"38.0","28.0","MS","MISSISSIPPI","38.0","78.0","1530.0"
"38.0","34.0","NJ","NEW JERSEY","38.0","60.0","1518.0"
"38.0","21.0","KY","KENTUCKY","37.0","91.0","2216.0"
"38.0","54.0","WV","WEST VIRGINIA","28.0","64.0","1429.0"
"38.0","9.0","CT","CONNECTICUT","23.0","40.0","714.0"
"38.0","11.0","DC","DISTRICT OF COLUMBIA","23.0","28.0","985.0"
"38.0","23.0","ME","MAINE","21.0","53.0","479.0"
"38.0","33.0","NH","NEW HAMPSHIRE","14.0","26.0","567.0"
"38.0","10.0","DE","DELAWARE","11.0","25.0","513.0"
"38.0","44.0","RI","RHODE ISLAND","6.0","12.0","203.0"
"38.0","50.0","VT","VERMONT","4.0","4.0","32.0"
"d - Data has been suppressed to prevent disclosure.","","","","","",""
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
