"DELAWARE OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Delaware (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"10.0","96.0","DE","DE Total Mig - US & For","12891.0","23504.0","631737.0"
"10.0","97.0","DE","DE Total Mig - US","12576.0","22859.0","615593.0"
"10.0","98.0","DE","DE Total Mig - Foreign","315.0","645.0","16144.0"
"10.0","10.0","DE","DE Non-Migrants","328704.0","692294.0","19831619.0"
"10.0","42.0","PA","PENNSYLVANIA","2751.0","5046.0","152108.0"
"10.0","24.0","MD","MARYLAND","2042.0","3642.0","80041.0"
"10.0","12.0","FL","FLORIDA","1105.0","1870.0","56988.0"
"10.0","34.0","NJ","NEW JERSEY","1005.0","1751.0","50872.0"
"10.0","36.0","NY","NEW YORK","688.0","1110.0","32891.0"
"10.0","51.0","VA","VIRGINIA","672.0","1209.0","34358.0"
"10.0","37.0","NC","NORTH CAROLINA","478.0","897.0","21493.0"
"10.0","48.0","TX","TEXAS","449.0","942.0","27067.0"
"10.0","6.0","CA","CALIFORNIA","419.0","709.0","2133.0"
"10.0","13.0","GA","GEORGIA","327.0","620.0","13023.0"
"10.0","57.0","FR","Foreign","315.0","645.0","16144.0"
"10.0","45.0","SC","SOUTH CAROLINA","222.0","430.0","12566.0"
"10.0","39.0","OH","OHIO","182.0","348.0","10133.0"
"10.0","25.0","MA","MASSACHUSETTS","172.0","284.0","13963.0"
"10.0","17.0","IL","ILLINOIS","161.0","299.0","9126.0"
"10.0","4.0","AZ","ARIZONA","141.0","257.0","7561.0"
"10.0","8.0","CO","COLORADO","116.0","224.0","7050.0"
"10.0","11.0","DC","DISTRICT OF COLUMBIA","108.0","138.0","7631.0"
"10.0","47.0","TN","TENNESSEE","105.0","207.0","6355.0"
"10.0","26.0","MI","MICHIGAN","104.0","183.0","4365.0"
"10.0","9.0","CT","CONNECTICUT","99.0","152.0","5091.0"
"10.0","53.0","WA","WASHINGTON","88.0","172.0","4286.0"
"10.0","54.0","WV","WEST VIRGINIA","79.0","139.0","3434.0"
"10.0","18.0","IN","INDIANA","72.0","170.0","3195.0"
"10.0","55.0","WI","WISCONSIN","67.0","206.0","2357.0"
"10.0","29.0","MO","MISSOURI","66.0","143.0","3305.0"
"10.0","22.0","LA","LOUISIANA","64.0","120.0","3998.0"
"10.0","1.0","AL","ALABAMA","57.0","150.0","2640.0"
"10.0","27.0","MN","MINNESOTA","55.0","115.0","3016.0"
"10.0","32.0","NV","NEVADA","54.0","88.0","3116.0"
"10.0","41.0","OR","OREGON","54.0","75.0","2463.0"
"10.0","40.0","OK","OKLAHOMA","53.0","115.0","2430.0"
"10.0","20.0","KS","KANSAS","48.0","126.0","2543.0"
"10.0","33.0","NH","NEW HAMPSHIRE","48.0","87.0","2668.0"
"10.0","21.0","KY","KENTUCKY","47.0","97.0","2517.0"
"10.0","19.0","IA","IOWA","43.0","84.0","1965.0"
"10.0","15.0","HI","HAWAII","41.0","65.0","1444.0"
"10.0","49.0","UT","UTAH","35.0","74.0","1931.0"
"10.0","28.0","MS","MISSISSIPPI","34.0","69.0","2032.0"
"10.0","44.0","RI","RHODE ISLAND","34.0","52.0","1635.0"
"10.0","2.0","AK","ALASKA","30.0","64.0","1505.0"
"10.0","5.0","AR","ARKANSAS","28.0","62.0","1770.0"
"10.0","31.0","NE","NEBRASKA","25.0","53.0","1334.0"
"10.0","23.0","ME","MAINE","24.0","39.0","1055.0"
"10.0","35.0","NM","NEW MEXICO","24.0","48.0","1204.0"
"10.0","30.0","MT","MONTANA","12.0","25.0","399.0"
"10.0","46.0","SD","SOUTH DAKOTA","12.0","25.0","634.0"
"10.0","16.0","ID","IDAHO","11.0","27.0","570.0"
"10.0","50.0","VT","VERMONT","9.0","17.0","586.0"
"10.0","38.0","ND","NORTH DAKOTA","8.0","14.0","303.0"
"10.0","56.0","WY","WYOMING","8.0","20.0","444.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
