"OREGON INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Oregon (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"41.0","96.0","OR","OR Total Mig - US & For","49030.0","85808.0","2066056.0"
"41.0","97.0","OR","OR Total Mig - US","48426.0","84662.0","2035658.0"
"41.0","98.0","OR","OR Total Mig - Foreign","604.0","1146.0","30398.0"
"41.0","41.0","OR","OR Non-Migrants","1338312.0","2843824.0","73063887.0"
"41.0","6.0","CA","CALIFORNIA","11596.0","20794.0","553550.0"
"41.0","53.0","WA","WASHINGTON","9825.0","17128.0","375043.0"
"41.0","4.0","AZ","ARIZONA","2362.0","4396.0","91095.0"
"41.0","16.0","ID","IDAHO","1895.0","3786.0","57283.0"
"41.0","48.0","TX","TEXAS","1729.0","3189.0","82222.0"
"41.0","32.0","NV","NEVADA","1495.0","2830.0","52352.0"
"41.0","8.0","CO","COLORADO","1392.0","2303.0","59280.0"
"41.0","12.0","FL","FLORIDA","1219.0","1999.0","44187.0"
"41.0","36.0","NY","NEW YORK","1107.0","1544.0","54353.0"
"41.0","49.0","UT","UTAH","974.0","2022.0","35152.0"
"41.0","17.0","IL","ILLINOIS","956.0","1461.0","44204.0"
"41.0","30.0","MT","MONTANA","862.0","1477.0","26965.0"
"41.0","15.0","HI","HAWAII","781.0","1367.0","25372.0"
"41.0","2.0","AK","ALASKA","778.0","1331.0","35309.0"
"41.0","26.0","MI","MICHIGAN","678.0","1077.0","25669.0"
"41.0","39.0","OH","OHIO","641.0","1063.0","29157.0"
"41.0","42.0","PA","PENNSYLVANIA","619.0","931.0","35971.0"
"41.0","51.0","VA","VIRGINIA","618.0","1054.0","31426.0"
"41.0","57.0","FR","Foreign","604.0","1146.0","30398.0"
"41.0","27.0","MN","MINNESOTA","595.0","958.0","27446.0"
"41.0","37.0","NC","NORTH CAROLINA","577.0","960.0","25661.0"
"41.0","55.0","WI","WISCONSIN","565.0","860.0","22951.0"
"41.0","13.0","GA","GEORGIA","550.0","1000.0","20222.0"
"41.0","29.0","MO","MISSOURI","543.0","955.0","20744.0"
"41.0","25.0","MA","MASSACHUSETTS","475.0","666.0","27255.0"
"41.0","35.0","NM","NEW MEXICO","454.0","784.0","20844.0"
"41.0","18.0","IN","INDIANA","396.0","662.0","15650.0"
"41.0","47.0","TN","TENNESSEE","385.0","671.0","21783.0"
"41.0","20.0","KS","KANSAS","364.0","635.0","12020.0"
"41.0","40.0","OK","OKLAHOMA","360.0","698.0","12670.0"
"41.0","24.0","MD","MARYLAND","341.0","542.0","17523.0"
"41.0","19.0","IA","IOWA","318.0","539.0","15275.0"
"41.0","56.0","WY","WYOMING","301.0","532.0","10448.0"
"41.0","34.0","NJ","NEW JERSEY","288.0","481.0","13405.0"
"41.0","31.0","NE","NEBRASKA","241.0","403.0","9206.0"
"41.0","22.0","LA","LOUISIANA","215.0","374.0","5814.0"
"41.0","45.0","SC","SOUTH CAROLINA","210.0","335.0","8505.0"
"41.0","21.0","KY","KENTUCKY","209.0","387.0","8258.0"
"41.0","9.0","CT","CONNECTICUT","191.0","275.0","9427.0"
"41.0","5.0","AR","ARKANSAS","188.0","352.0","7223.0"
"41.0","46.0","SD","SOUTH DAKOTA","149.0","277.0","5148.0"
"41.0","23.0","ME","MAINE","140.0","217.0","5622.0"
"41.0","1.0","AL","ALABAMA","137.0","267.0","4335.0"
"41.0","11.0","DC","DISTRICT OF COLUMBIA","125.0","167.0","7121.0"
"41.0","50.0","VT","VERMONT","120.0","172.0","4215.0"
"41.0","38.0","ND","NORTH DAKOTA","103.0","168.0","3759.0"
"41.0","33.0","NH","NEW HAMPSHIRE","102.0","149.0","4079.0"
"41.0","28.0","MS","MISSISSIPPI","85.0","166.0","3438.0"
"41.0","54.0","WV","WEST VIRGINIA","61.0","102.0","2237.0"
"41.0","44.0","RI","RHODE ISLAND","57.0","81.0","2319.0"
"41.0","10.0","DE","DELAWARE","54.0","75.0","2463.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
