"MISSISSIPPI OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Mississippi (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"28.0","96.0","MS","MS Total Mig - US & For","30149.0","60261.0","1075434.0"
"28.0","97.0","MS","MS Total Mig - US","29441.0","58960.0","1052333.0"
"28.0","98.0","MS","MS Total Mig - Foreign","708.0","1301.0","23100.0"
"28.0","28.0","MS","MS Non-Migrants","966891.0","2210136.0","42836257.0"
"28.0","47.0","TN","TENNESSEE","4591.0","9243.0","142629.0"
"28.0","22.0","LA","LOUISIANA","3277.0","6720.0","116873.0"
"28.0","48.0","TX","TEXAS","3145.0","6686.0","121158.0"
"28.0","1.0","AL","ALABAMA","2653.0","5498.0","109556.0"
"28.0","12.0","FL","FLORIDA","2473.0","4522.0","84779.0"
"28.0","13.0","GA","GEORGIA","1804.0","3501.0","56623.0"
"28.0","6.0","CA","CALIFORNIA","1027.0","1880.0","37370.0"
"28.0","5.0","AR","ARKANSAS","994.0","2066.0","34969.0"
"28.0","37.0","NC","NORTH CAROLINA","771.0","1569.0","36847.0"
"28.0","51.0","VA","VIRGINIA","761.0","1619.0","33635.0"
"28.0","17.0","IL","ILLINOIS","728.0","1438.0","22881.0"
"28.0","57.0","FR","Foreign","708.0","1301.0","23100.0"
"28.0","29.0","MO","MISSOURI","517.0","1035.0","16098.0"
"28.0","39.0","OH","OHIO","443.0","889.0","14335.0"
"28.0","26.0","MI","MICHIGAN","434.0","832.0","12830.0"
"28.0","45.0","SC","SOUTH CAROLINA","390.0","735.0","15576.0"
"28.0","36.0","NY","NEW YORK","381.0","704.0","11317.0"
"28.0","8.0","CO","COLORADO","372.0","755.0","15743.0"
"28.0","40.0","OK","OKLAHOMA","353.0","724.0","12151.0"
"28.0","4.0","AZ","ARIZONA","352.0","652.0","13045.0"
"28.0","18.0","IN","INDIANA","337.0","688.0","10462.0"
"28.0","42.0","PA","PENNSYLVANIA","316.0","631.0","15246.0"
"28.0","21.0","KY","KENTUCKY","305.0","627.0","10715.0"
"28.0","53.0","WA","WASHINGTON","302.0","605.0","11254.0"
"28.0","55.0","WI","WISCONSIN","272.0","578.0","6608.0"
"28.0","24.0","MD","MARYLAND","239.0","475.0","10647.0"
"28.0","32.0","NV","NEVADA","229.0","457.0","7511.0"
"28.0","20.0","KS","KANSAS","179.0","354.0","6186.0"
"28.0","27.0","MN","MINNESOTA","150.0","288.0","5035.0"
"28.0","35.0","NM","NEW MEXICO","135.0","274.0","5041.0"
"28.0","34.0","NJ","NEW JERSEY","134.0","228.0","4911.0"
"28.0","25.0","MA","MASSACHUSETTS","129.0","219.0","4626.0"
"28.0","19.0","IA","IOWA","119.0","241.0","3635.0"
"28.0","15.0","HI","HAWAII","115.0","213.0","3708.0"
"28.0","31.0","NE","NEBRASKA","106.0","230.0","3477.0"
"28.0","2.0","AK","ALASKA","94.0","186.0","3702.0"
"28.0","49.0","UT","UTAH","90.0","225.0","3997.0"
"28.0","41.0","OR","OREGON","85.0","166.0","3438.0"
"28.0","54.0","WV","WEST VIRGINIA","80.0","175.0","2195.0"
"28.0","16.0","ID","IDAHO","65.0","137.0","2083.0"
"28.0","30.0","MT","MONTANA","65.0","127.0","2620.0"
"28.0","11.0","DC","DISTRICT OF COLUMBIA","63.0","75.0","2448.0"
"28.0","38.0","ND","NORTH DAKOTA","56.0","121.0","2844.0"
"28.0","46.0","SD","SOUTH DAKOTA","56.0","105.0","1781.0"
"28.0","9.0","CT","CONNECTICUT","55.0","100.0","2256.0"
"28.0","23.0","ME","MAINE","47.0","77.0","1815.0"
"28.0","56.0","WY","WYOMING","47.0","106.0","1695.0"
"28.0","10.0","DE","DELAWARE","34.0","62.0","1184.0"
"28.0","33.0","NH","NEW HAMPSHIRE","27.0","40.0","1510.0"
"28.0","44.0","RI","RHODE ISLAND","26.0","54.0","859.0"
"28.0","50.0","VT","VERMONT","18.0","28.0","429.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
