"INDIANA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Indiana (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"18.0","96.0","IN","IN Total Mig - US & For","57671.0","108663.0","2417427.0"
"18.0","97.0","IN","IN Total Mig - US","56618.0","106864.0","2377946.0"
"18.0","98.0","IN","IN Total Mig - Foreign","1053.0","1799.0","39481.0"
"18.0","18.0","IN","IN Non-Migrants","2396785.0","5341854.0","126807541.0"
"18.0","17.0","IL","ILLINOIS","7706.0","14429.0","292505.0"
"18.0","12.0","FL","FLORIDA","5859.0","10067.0","274530.0"
"18.0","21.0","KY","KENTUCKY","4734.0","9158.0","163059.0"
"18.0","39.0","OH","OHIO","4371.0","8341.0","173044.0"
"18.0","26.0","MI","MICHIGAN","3536.0","6961.0","147585.0"
"18.0","48.0","TX","TEXAS","3489.0","7120.0","143844.0"
"18.0","6.0","CA","CALIFORNIA","2854.0","4882.0","119892.0"
"18.0","47.0","TN","TENNESSEE","2104.0","4117.0","91356.0"
"18.0","13.0","GA","GEORGIA","1692.0","3331.0","64884.0"
"18.0","37.0","NC","NORTH CAROLINA","1647.0","3325.0","79305.0"
"18.0","4.0","AZ","ARIZONA","1387.0","2561.0","62245.0"
"18.0","36.0","NY","NEW YORK","1213.0","2019.0","50979.0"
"18.0","51.0","VA","VIRGINIA","1179.0","2175.0","53003.0"
"18.0","8.0","CO","COLORADO","1149.0","1952.0","44663.0"
"18.0","29.0","MO","MISSOURI","1078.0","2191.0","52652.0"
"18.0","57.0","FR","Foreign","1053.0","1799.0","39481.0"
"18.0","42.0","PA","PENNSYLVANIA","1035.0","2060.0","53122.0"
"18.0","55.0","WI","WISCONSIN","989.0","1969.0","46940.0"
"18.0","53.0","WA","WASHINGTON","825.0","1540.0","35731.0"
"18.0","45.0","SC","SOUTH CAROLINA","763.0","1499.0","36810.0"
"18.0","1.0","AL","ALABAMA","690.0","1446.0","29544.0"
"18.0","27.0","MN","MINNESOTA","646.0","1269.0","28383.0"
"18.0","24.0","MD","MARYLAND","569.0","1023.0","29794.0"
"18.0","19.0","IA","IOWA","561.0","1167.0","20940.0"
"18.0","40.0","OK","OKLAHOMA","469.0","918.0","17253.0"
"18.0","32.0","NV","NEVADA","454.0","795.0","18136.0"
"18.0","34.0","NJ","NEW JERSEY","449.0","874.0","29246.0"
"18.0","22.0","LA","LOUISIANA","422.0","874.0","16323.0"
"18.0","25.0","MA","MASSACHUSETTS","421.0","673.0","28628.0"
"18.0","5.0","AR","ARKANSAS","420.0","826.0","14647.0"
"18.0","20.0","KS","KANSAS","411.0","904.0","17267.0"
"18.0","41.0","OR","OREGON","396.0","662.0","15650.0"
"18.0","28.0","MS","MISSISSIPPI","358.0","737.0","12104.0"
"18.0","35.0","NM","NEW MEXICO","268.0","494.0","10920.0"
"18.0","49.0","UT","UTAH","250.0","533.0","11466.0"
"18.0","9.0","CT","CONNECTICUT","242.0","405.0","14864.0"
"18.0","54.0","WV","WEST VIRGINIA","221.0","496.0","8775.0"
"18.0","31.0","NE","NEBRASKA","214.0","438.0","9359.0"
"18.0","15.0","HI","HAWAII","201.0","330.0","5689.0"
"18.0","2.0","AK","ALASKA","191.0","329.0","6642.0"
"18.0","11.0","DC","DISTRICT OF COLUMBIA","161.0","188.0","6060.0"
"18.0","46.0","SD","SOUTH DAKOTA","135.0","264.0","6343.0"
"18.0","56.0","WY","WYOMING","134.0","224.0","4741.0"
"18.0","33.0","NH","NEW HAMPSHIRE","128.0","214.0","5515.0"
"18.0","16.0","ID","IDAHO","119.0","236.0","4418.0"
"18.0","30.0","MT","MONTANA","116.0","198.0","4396.0"
"18.0","38.0","ND","NORTH DAKOTA","100.0","187.0","4736.0"
"18.0","23.0","ME","MAINE","72.0","131.0","2568.0"
"18.0","44.0","RI","RHODE ISLAND","71.0","114.0","2145.0"
"18.0","10.0","DE","DELAWARE","63.0","108.0","3438.0"
"18.0","50.0","VT","VERMONT","56.0","110.0","1804.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
