"DELAWARE INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Delaware (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"10.0","96.0","DE","DE Total Mig - US & For","14106.0","25825.0","681209.0"
"10.0","97.0","DE","DE Total Mig - US","13862.0","25339.0","669101.0"
"10.0","98.0","DE","DE Total Mig - Foreign","244.0","486.0","12108.0"
"10.0","10.0","DE","DE Non-Migrants","328704.0","692294.0","19831619.0"
"10.0","42.0","PA","PENNSYLVANIA","3433.0","6249.0","143967.0"
"10.0","24.0","MD","MARYLAND","2491.0","4578.0","128423.0"
"10.0","34.0","NJ","NEW JERSEY","1742.0","3055.0","100471.0"
"10.0","36.0","NY","NEW YORK","948.0","1717.0","47210.0"
"10.0","12.0","FL","FLORIDA","746.0","1322.0","30200.0"
"10.0","51.0","VA","VIRGINIA","670.0","1181.0","40931.0"
"10.0","6.0","CA","CALIFORNIA","362.0","647.0","16302.0"
"10.0","37.0","NC","NORTH CAROLINA","354.0","702.0","14560.0"
"10.0","48.0","TX","TEXAS","336.0","651.0","15085.0"
"10.0","13.0","GA","GEORGIA","327.0","630.0","12681.0"
"10.0","57.0","FR","Foreign","244.0","486.0","12108.0"
"10.0","39.0","OH","OHIO","182.0","355.0","9321.0"
"10.0","17.0","IL","ILLINOIS","167.0","336.0","10040.0"
"10.0","25.0","MA","MASSACHUSETTS","167.0","282.0","9381.0"
"10.0","45.0","SC","SOUTH CAROLINA","138.0","273.0","5996.0"
"10.0","9.0","CT","CONNECTICUT","137.0","238.0","6525.0"
"10.0","26.0","MI","MICHIGAN","116.0","204.0","5814.0"
"10.0","47.0","TN","TENNESSEE","103.0","181.0","6576.0"
"10.0","4.0","AZ","ARIZONA","97.0","180.0","4356.0"
"10.0","54.0","WV","WEST VIRGINIA","81.0","154.0","3106.0"
"10.0","8.0","CO","COLORADO","78.0","140.0","4129.0"
"10.0","11.0","DC","DISTRICT OF COLUMBIA","75.0","120.0","5922.0"
"10.0","29.0","MO","MISSOURI","73.0","145.0","4458.0"
"10.0","53.0","WA","WASHINGTON","68.0","111.0","3290.0"
"10.0","18.0","IN","INDIANA","63.0","108.0","3438.0"
"10.0","32.0","NV","NEVADA","62.0","103.0","2255.0"
"10.0","21.0","KY","KENTUCKY","58.0","115.0","2678.0"
"10.0","55.0","WI","WISCONSIN","58.0","162.0","1794.0"
"10.0","27.0","MN","MINNESOTA","55.0","95.0","2187.0"
"10.0","40.0","OK","OKLAHOMA","52.0","110.0","2096.0"
"10.0","20.0","KS","KANSAS","47.0","86.0","2127.0"
"10.0","22.0","LA","LOUISIANA","47.0","76.0","1577.0"
"10.0","1.0","AL","ALABAMA","45.0","97.0","1834.0"
"10.0","19.0","IA","IOWA","40.0","79.0","1879.0"
"10.0","44.0","RI","RHODE ISLAND","39.0","64.0","1610.0"
"10.0","33.0","NH","NEW HAMPSHIRE","35.0","62.0","1463.0"
"10.0","28.0","MS","MISSISSIPPI","34.0","62.0","1184.0"
"10.0","23.0","ME","MAINE","33.0","63.0","1944.0"
"10.0","41.0","OR","OREGON","33.0","57.0","1317.0"
"10.0","5.0","AR","ARKANSAS","32.0","63.0","1291.0"
"10.0","49.0","UT","UTAH","32.0","76.0","1098.0"
"10.0","15.0","HI","HAWAII","31.0","62.0","1225.0"
"10.0","2.0","AK","ALASKA","30.0","70.0","1412.0"
"10.0","35.0","NM","NEW MEXICO","28.0","56.0","1465.0"
"10.0","50.0","VT","VERMONT","25.0","34.0","1023.0"
"10.0","16.0","ID","IDAHO","21.0","45.0","834.0"
"10.0","31.0","NE","NEBRASKA","19.0","41.0","677.0"
"10.0","30.0","MT","MONTANA","18.0","32.0","617.0"
"10.0","46.0","SD","SOUTH DAKOTA","16.0","28.0","575.0"
"10.0","38.0","ND","NORTH DAKOTA","11.0","25.0","513.0"
"10.0","56.0","WY","WYOMING","7.0","17.0","247.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
