"UTAH OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Utah (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"49.0","96.0","UT","UT Total Mig - US & For","29269.0","66040.0","1215930.0"
"49.0","97.0","UT","UT Total Mig - US","28584.0","64623.0","1178449.0"
"49.0","98.0","UT","UT Total Mig - Foreign","685.0","1417.0","37482.0"
"49.0","49.0","UT","UT Non-Migrants","872620.0","2291424.0","48773024.0"
"49.0","6.0","CA","CALIFORNIA","4364.0","9627.0","177235.0"
"49.0","4.0","AZ","ARIZONA","2319.0","5433.0","88278.0"
"49.0","48.0","TX","TEXAS","2113.0","5113.0","98026.0"
"49.0","16.0","ID","IDAHO","1945.0","4627.0","69855.0"
"49.0","32.0","NV","NEVADA","1797.0","4122.0","72350.0"
"49.0","53.0","WA","WASHINGTON","1672.0","3819.0","69283.0"
"49.0","8.0","CO","COLORADO","1599.0","3486.0","73102.0"
"49.0","12.0","FL","FLORIDA","1067.0","2139.0","40561.0"
"49.0","41.0","OR","OREGON","974.0","2022.0","35152.0"
"49.0","56.0","WY","WYOMING","830.0","1866.0","32504.0"
"49.0","57.0","FR","Foreign","685.0","1417.0","37482.0"
"49.0","51.0","VA","VIRGINIA","643.0","1422.0","29837.0"
"49.0","36.0","NY","NEW YORK","602.0","1113.0","23564.0"
"49.0","35.0","NM","NEW MEXICO","479.0","1184.0","17651.0"
"49.0","17.0","IL","ILLINOIS","474.0","1013.0","23893.0"
"49.0","37.0","NC","NORTH CAROLINA","458.0","997.0","19313.0"
"49.0","13.0","GA","GEORGIA","423.0","995.0","16270.0"
"49.0","30.0","MT","MONTANA","421.0","999.0","14377.0"
"49.0","42.0","PA","PENNSYLVANIA","398.0","843.0","17484.0"
"49.0","39.0","OH","OHIO","379.0","898.0","17035.0"
"49.0","29.0","MO","MISSOURI","374.0","979.0","13010.0"
"49.0","26.0","MI","MICHIGAN","308.0","620.0","10518.0"
"49.0","15.0","HI","HAWAII","300.0","665.0","9699.0"
"49.0","27.0","MN","MINNESOTA","295.0","648.0","12609.0"
"49.0","2.0","AK","ALASKA","293.0","660.0","11919.0"
"49.0","47.0","TN","TENNESSEE","292.0","688.0","13861.0"
"49.0","24.0","MD","MARYLAND","277.0","584.0","12200.0"
"49.0","25.0","MA","MASSACHUSETTS","256.0","429.0","11873.0"
"49.0","55.0","WI","WISCONSIN","256.0","535.0","21329.0"
"49.0","40.0","OK","OKLAHOMA","255.0","660.0","10915.0"
"49.0","18.0","IN","INDIANA","224.0","563.0","8799.0"
"49.0","31.0","NE","NEBRASKA","212.0","514.0","7169.0"
"49.0","20.0","KS","KANSAS","210.0","489.0","7387.0"
"49.0","45.0","SC","SOUTH CAROLINA","198.0","484.0","9777.0"
"49.0","19.0","IA","IOWA","196.0","487.0","7120.0"
"49.0","1.0","AL","ALABAMA","182.0","447.0","7815.0"
"49.0","38.0","ND","NORTH DAKOTA","166.0","467.0","8490.0"
"49.0","34.0","NJ","NEW JERSEY","160.0","330.0","8959.0"
"49.0","5.0","AR","ARKANSAS","157.0","414.0","7077.0"
"49.0","21.0","KY","KENTUCKY","156.0","378.0","5871.0"
"49.0","22.0","LA","LOUISIANA","142.0","338.0","6367.0"
"49.0","9.0","CT","CONNECTICUT","123.0","258.0","6342.0"
"49.0","46.0","SD","SOUTH DAKOTA","122.0","275.0","4398.0"
"49.0","28.0","MS","MISSISSIPPI","95.0","235.0","2931.0"
"49.0","33.0","NH","NEW HAMPSHIRE","86.0","172.0","4190.0"
"49.0","11.0","DC","DISTRICT OF COLUMBIA","65.0","94.0","2440.0"
"49.0","54.0","WV","WEST VIRGINIA","62.0","158.0","3043.0"
"49.0","50.0","VT","VERMONT","54.0","83.0","1979.0"
"49.0","23.0","ME","MAINE","51.0","115.0","2350.0"
"49.0","10.0","DE","DELAWARE","32.0","76.0","1098.0"
"49.0","44.0","RI","RHODE ISLAND","28.0","60.0","1145.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
