"UTAH INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Utah (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"49.0","96.0","UT","UT Total Mig - US & For","28396.0","61032.0","1181350.0"
"49.0","97.0","UT","UT Total Mig - US","27868.0","59723.0","1154888.0"
"49.0","98.0","UT","UT Total Mig - Foreign","528.0","1309.0","26462.0"
"49.0","49.0","UT","UT Non-Migrants","868991.0","2262366.0","47473853.0"
"49.0","6.0","CA","CALIFORNIA","4813.0","10432.0","192663.0"
"49.0","16.0","ID","IDAHO","2386.0","5297.0","75512.0"
"49.0","4.0","AZ","ARIZONA","2236.0","5313.0","84994.0"
"49.0","32.0","NV","NEVADA","2059.0","4634.0","76210.0"
"49.0","8.0","CO","COLORADO","1507.0","3191.0","61788.0"
"49.0","48.0","TX","TEXAS","1497.0","3312.0","71354.0"
"49.0","53.0","WA","WASHINGTON","1374.0","2848.0","59419.0"
"49.0","12.0","FL","FLORIDA","899.0","1807.0","46283.0"
"49.0","41.0","OR","OREGON","854.0","1734.0","29810.0"
"49.0","56.0","WY","WYOMING","825.0","1714.0","28969.0"
"49.0","36.0","NY","NEW YORK","596.0","1129.0","34223.0"
"49.0","57.0","FR","Foreign","528.0","1309.0","26462.0"
"49.0","17.0","IL","ILLINOIS","506.0","1002.0","25350.0"
"49.0","51.0","VA","VIRGINIA","495.0","1060.0","25762.0"
"49.0","35.0","NM","NEW MEXICO","468.0","1001.0","17350.0"
"49.0","39.0","OH","OHIO","444.0","915.0","20137.0"
"49.0","13.0","GA","GEORGIA","423.0","910.0","17749.0"
"49.0","26.0","MI","MICHIGAN","422.0","858.0","20112.0"
"49.0","30.0","MT","MONTANA","393.0","771.0","14119.0"
"49.0","37.0","NC","NORTH CAROLINA","391.0","896.0","15902.0"
"49.0","15.0","HI","HAWAII","368.0","865.0","11408.0"
"49.0","42.0","PA","PENNSYLVANIA","354.0","679.0","15662.0"
"49.0","29.0","MO","MISSOURI","332.0","743.0","12922.0"
"49.0","27.0","MN","MINNESOTA","306.0","601.0","17250.0"
"49.0","34.0","NJ","NEW JERSEY","251.0","478.0","15609.0"
"49.0","55.0","WI","WISCONSIN","251.0","492.0","12128.0"
"49.0","25.0","MA","MASSACHUSETTS","249.0","471.0","13651.0"
"49.0","18.0","IN","INDIANA","246.0","546.0","9911.0"
"49.0","47.0","TN","TENNESSEE","244.0","510.0","15045.0"
"49.0","24.0","MD","MARYLAND","218.0","417.0","9807.0"
"49.0","20.0","KS","KANSAS","215.0","521.0","9941.0"
"49.0","2.0","AK","ALASKA","212.0","446.0","10414.0"
"49.0","40.0","OK","OKLAHOMA","198.0","438.0","7629.0"
"49.0","31.0","NE","NEBRASKA","180.0","423.0","6484.0"
"49.0","19.0","IA","IOWA","173.0","364.0","7553.0"
"49.0","45.0","SC","SOUTH CAROLINA","167.0","362.0","6361.0"
"49.0","1.0","AL","ALABAMA","165.0","358.0","9447.0"
"49.0","21.0","KY","KENTUCKY","126.0","298.0","5307.0"
"49.0","9.0","CT","CONNECTICUT","125.0","238.0","5849.0"
"49.0","22.0","LA","LOUISIANA","112.0","212.0","3832.0"
"49.0","46.0","SD","SOUTH DAKOTA","110.0","192.0","4355.0"
"49.0","5.0","AR","ARKANSAS","109.0","223.0","4842.0"
"49.0","33.0","NH","NEW HAMPSHIRE","101.0","179.0","3878.0"
"49.0","28.0","MS","MISSISSIPPI","93.0","196.0","3052.0"
"49.0","38.0","ND","NORTH DAKOTA","77.0","165.0","2895.0"
"49.0","50.0","VT","VERMONT","75.0","106.0","2270.0"
"49.0","23.0","ME","MAINE","70.0","107.0","2086.0"
"49.0","54.0","WV","WEST VIRGINIA","61.0","94.0","1821.0"
"49.0","44.0","RI","RHODE ISLAND","32.0","74.0","3336.0"
"49.0","10.0","DE","DELAWARE","30.0","63.0","1180.0"
"49.0","11.0","DC","DISTRICT OF COLUMBIA","30.0","38.0","1259.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
