"MISSOURI INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Missouri (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"29.0","96.0","MO","MO Total Mig - US & For","57896.0","110126.0","2337717.0"
"29.0","97.0","MO","MO Total Mig - US","56831.0","107771.0","2293063.0"
"29.0","98.0","MO","MO Total Mig - Foreign","1065.0","2355.0","44654.0"
"29.0","29.0","MO","MO Non-Migrants","2159636.0","4640066.0","113361904.0"
"29.0","20.0","KS","KANSAS","8956.0","15833.0","351793.0"
"29.0","17.0","IL","ILLINOIS","7617.0","12994.0","297473.0"
"29.0","48.0","TX","TEXAS","3911.0","7935.0","159930.0"
"29.0","6.0","CA","CALIFORNIA","3291.0","6294.0","137034.0"
"29.0","12.0","FL","FLORIDA","2728.0","4905.0","93065.0"
"29.0","5.0","AR","ARKANSAS","2497.0","5103.0","72218.0"
"29.0","19.0","IA","IOWA","1712.0","3135.0","65971.0"
"29.0","40.0","OK","OKLAHOMA","1598.0","3266.0","54448.0"
"29.0","47.0","TN","TENNESSEE","1421.0","2793.0","56365.0"
"29.0","26.0","MI","MICHIGAN","1346.0","2676.0","68011.0"
"29.0","8.0","CO","COLORADO","1331.0","2514.0","52410.0"
"29.0","13.0","GA","GEORGIA","1305.0","2636.0","51495.0"
"29.0","4.0","AZ","ARIZONA","1168.0","2240.0","45392.0"
"29.0","18.0","IN","INDIANA","1156.0","2264.0","44127.0"
"29.0","39.0","OH","OHIO","1141.0","2234.0","56250.0"
"29.0","36.0","NY","NEW YORK","1129.0","1989.0","46961.0"
"29.0","57.0","FR","Foreign","1065.0","2355.0","44654.0"
"29.0","37.0","NC","NORTH CAROLINA","1064.0","2191.0","44625.0"
"29.0","51.0","VA","VIRGINIA","1036.0","2070.0","56654.0"
"29.0","31.0","NE","NEBRASKA","971.0","1796.0","40328.0"
"29.0","55.0","WI","WISCONSIN","948.0","1915.0","54755.0"
"29.0","53.0","WA","WASHINGTON","897.0","1856.0","34570.0"
"29.0","27.0","MN","MINNESOTA","790.0","1571.0","33332.0"
"29.0","21.0","KY","KENTUCKY","780.0","1641.0","30393.0"
"29.0","42.0","PA","PENNSYLVANIA","747.0","1346.0","35317.0"
"29.0","22.0","LA","LOUISIANA","684.0","1436.0","29348.0"
"29.0","32.0","NV","NEVADA","633.0","1254.0","29892.0"
"29.0","1.0","AL","ALABAMA","522.0","1066.0","24323.0"
"29.0","28.0","MS","MISSISSIPPI","501.0","1123.0","17318.0"
"29.0","45.0","SC","SOUTH CAROLINA","466.0","960.0","18237.0"
"29.0","41.0","OR","OREGON","455.0","822.0","13246.0"
"29.0","24.0","MD","MARYLAND","408.0","776.0","19689.0"
"29.0","34.0","NJ","NEW JERSEY","399.0","756.0","25530.0"
"29.0","49.0","UT","UTAH","355.0","842.0","12133.0"
"29.0","25.0","MA","MASSACHUSETTS","354.0","595.0","17016.0"
"29.0","35.0","NM","NEW MEXICO","330.0","647.0","12089.0"
"29.0","15.0","HI","HAWAII","289.0","672.0","10316.0"
"29.0","2.0","AK","ALASKA","226.0","491.0","9830.0"
"29.0","46.0","SD","SOUTH DAKOTA","214.0","422.0","9250.0"
"29.0","16.0","ID","IDAHO","200.0","437.0","6445.0"
"29.0","9.0","CT","CONNECTICUT","192.0","366.0","13137.0"
"29.0","56.0","WY","WYOMING","189.0","362.0","6118.0"
"29.0","30.0","MT","MONTANA","157.0","318.0","5124.0"
"29.0","38.0","ND","NORTH DAKOTA","125.0","235.0","4518.0"
"29.0","11.0","DC","DISTRICT OF COLUMBIA","109.0","142.0","5803.0"
"29.0","33.0","NH","NEW HAMPSHIRE","108.0","180.0","3948.0"
"29.0","54.0","WV","WEST VIRGINIA","108.0","211.0","4877.0"
"29.0","10.0","DE","DELAWARE","88.0","154.0","4911.0"
"29.0","23.0","ME","MAINE","86.0","150.0","3018.0"
"29.0","44.0","RI","RHODE ISLAND","51.0","95.0","2258.0"
"29.0","50.0","VT","VERMONT","42.0","62.0","1776.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
