"NEW JERSEY INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into New Jersey (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"34.0","96.0","NJ","NJ Total Mig - US & For","75078.0","134067.0","4384051.0"
"34.0","97.0","NJ","NJ Total Mig - US","73241.0","130143.0","4277277.0"
"34.0","98.0","NJ","NJ Total Mig - Foreign","1837.0","3924.0","106775.0"
"34.0","34.0","NJ","NJ Non-Migrants","3338239.0","7163921.0","245417037.0"
"34.0","36.0","NY","NEW YORK","25624.0","45996.0","1774413.0"
"34.0","42.0","PA","PENNSYLVANIA","11080.0","18860.0","569637.0"
"34.0","12.0","FL","FLORIDA","6765.0","11828.0","264024.0"
"34.0","6.0","CA","CALIFORNIA","3625.0","6564.0","270968.0"
"34.0","51.0","VA","VIRGINIA","2207.0","3916.0","115465.0"
"34.0","37.0","NC","NORTH CAROLINA","2070.0","3885.0","93323.0"
"34.0","25.0","MA","MASSACHUSETTS","1969.0","3155.0","120107.0"
"34.0","48.0","TX","TEXAS","1952.0","3712.0","119797.0"
"34.0","57.0","FR","Foreign","1837.0","3924.0","106775.0"
"34.0","13.0","GA","GEORGIA","1735.0","3399.0","76928.0"
"34.0","24.0","MD","MARYLAND","1699.0","2906.0","86928.0"
"34.0","9.0","CT","CONNECTICUT","1529.0","2695.0","114123.0"
"34.0","17.0","IL","ILLINOIS","1287.0","2386.0","103343.0"
"34.0","39.0","OH","OHIO","1106.0","2023.0","56191.0"
"34.0","10.0","DE","DELAWARE","885.0","1569.0","37881.0"
"34.0","45.0","SC","SOUTH CAROLINA","855.0","1516.0","29316.0"
"34.0","26.0","MI","MICHIGAN","774.0","1420.0","53426.0"
"34.0","4.0","AZ","ARIZONA","658.0","1162.0","31224.0"
"34.0","53.0","WA","WASHINGTON","549.0","1013.0","32411.0"
"34.0","8.0","CO","COLORADO","547.0","912.0","30181.0"
"34.0","47.0","TN","TENNESSEE","513.0","957.0","21240.0"
"34.0","18.0","IN","INDIANA","405.0","689.0","23232.0"
"34.0","32.0","NV","NEVADA","404.0","724.0","16018.0"
"34.0","29.0","MO","MISSOURI","365.0","665.0","20843.0"
"34.0","27.0","MN","MINNESOTA","330.0","600.0","20824.0"
"34.0","44.0","RI","RHODE ISLAND","316.0","496.0","12438.0"
"34.0","55.0","WI","WISCONSIN","316.0","576.0","17595.0"
"34.0","11.0","DC","DISTRICT OF COLUMBIA","283.0","354.0","17068.0"
"34.0","33.0","NH","NEW HAMPSHIRE","258.0","436.0","14678.0"
"34.0","21.0","KY","KENTUCKY","254.0","473.0","11182.0"
"34.0","22.0","LA","LOUISIANA","246.0","410.0","8769.0"
"34.0","19.0","IA","IOWA","245.0","407.0","7753.0"
"34.0","1.0","AL","ALABAMA","226.0","457.0","9383.0"
"34.0","15.0","HI","HAWAII","225.0","416.0","9221.0"
"34.0","20.0","KS","KANSAS","186.0","353.0","7697.0"
"34.0","23.0","ME","MAINE","179.0","310.0","7126.0"
"34.0","40.0","OK","OKLAHOMA","176.0","315.0","5805.0"
"34.0","41.0","OR","OREGON","171.0","288.0","6731.0"
"34.0","49.0","UT","UTAH","171.0","348.0","8317.0"
"34.0","5.0","AR","ARKANSAS","155.0","322.0","14125.0"
"34.0","50.0","VT","VERMONT","146.0","205.0","4238.0"
"34.0","54.0","WV","WEST VIRGINIA","142.0","255.0","5185.0"
"34.0","28.0","MS","MISSISSIPPI","115.0","238.0","4622.0"
"34.0","35.0","NM","NEW MEXICO","112.0","220.0","5573.0"
"34.0","31.0","NE","NEBRASKA","94.0","166.0","5485.0"
"34.0","2.0","AK","ALASKA","93.0","187.0","3550.0"
"34.0","16.0","ID","IDAHO","58.0","109.0","2889.0"
"34.0","30.0","MT","MONTANA","51.0","87.0","1805.0"
"34.0","46.0","SD","SOUTH DAKOTA","35.0","64.0","1525.0"
"34.0","56.0","WY","WYOMING","28.0","47.0","1694.0"
"34.0","38.0","ND","NORTH DAKOTA","27.0","52.0","978.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
