"COLORADO INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Colorado (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"8.0","96.0","CO","CO Total Mig - US & For","78902.0","147455.0","3598236.0"
"8.0","97.0","CO","CO Total Mig - US","76764.0","142526.0","3505466.0"
"8.0","98.0","CO","CO Total Mig - Foreign","2138.0","4929.0","92770.0"
"8.0","8.0","CO","CO Non-Migrants","1775382.0","3826019.0","108367489.0"
"8.0","6.0","CA","CALIFORNIA","9300.0","17654.0","455221.0"
"8.0","48.0","TX","TEXAS","7452.0","15832.0","346438.0"
"8.0","12.0","FL","FLORIDA","4117.0","7435.0","266847.0"
"8.0","4.0","AZ","ARIZONA","4075.0","7794.0","166678.0"
"8.0","17.0","IL","ILLINOIS","2847.0","4628.0","144917.0"
"8.0","36.0","NY","NEW YORK","2447.0","3867.0","114989.0"
"8.0","35.0","NM","NEW MEXICO","2311.0","4469.0","93688.0"
"8.0","53.0","WA","WASHINGTON","2174.0","3927.0","90884.0"
"8.0","57.0","FR","Foreign","2138.0","4929.0","92770.0"
"8.0","26.0","MI","MICHIGAN","2119.0","3409.0","77549.0"
"8.0","20.0","KS","KANSAS","1940.0","3771.0","79566.0"
"8.0","51.0","VA","VIRGINIA","1888.0","3734.0","120547.0"
"8.0","32.0","NV","NEVADA","1833.0","3526.0","78798.0"
"8.0","13.0","GA","GEORGIA","1810.0","3708.0","71557.0"
"8.0","56.0","WY","WYOMING","1756.0","3079.0","68241.0"
"8.0","39.0","OH","OHIO","1722.0","2972.0","77006.0"
"8.0","29.0","MO","MISSOURI","1716.0","3127.0","79931.0"
"8.0","27.0","MN","MINNESOTA","1712.0","2689.0","71387.0"
"8.0","37.0","NC","NORTH CAROLINA","1637.0","3282.0","69708.0"
"8.0","31.0","NE","NEBRASKA","1558.0","2832.0","62317.0"
"8.0","49.0","UT","UTAH","1525.0","3372.0","61589.0"
"8.0","42.0","PA","PENNSYLVANIA","1488.0","2429.0","63660.0"
"8.0","55.0","WI","WISCONSIN","1431.0","2317.0","64171.0"
"8.0","40.0","OK","OKLAHOMA","1301.0","2808.0","54594.0"
"8.0","41.0","OR","OREGON","1247.0","2169.0","47109.0"
"8.0","19.0","IA","IOWA","1169.0","1923.0","46892.0"
"8.0","47.0","TN","TENNESSEE","1091.0","2145.0","42813.0"
"8.0","18.0","IN","INDIANA","1065.0","1892.0","46075.0"
"8.0","25.0","MA","MASSACHUSETTS","1044.0","1512.0","52532.0"
"8.0","24.0","MD","MARYLAND","934.0","1679.0","50120.0"
"8.0","34.0","NJ","NEW JERSEY","900.0","1505.0","64725.0"
"8.0","15.0","HI","HAWAII","830.0","1721.0","34125.0"
"8.0","30.0","MT","MONTANA","793.0","1325.0","26294.0"
"8.0","16.0","ID","IDAHO","700.0","1450.0","26887.0"
"8.0","45.0","SC","SOUTH CAROLINA","658.0","1335.0","24165.0"
"8.0","22.0","LA","LOUISIANA","657.0","1321.0","30980.0"
"8.0","21.0","KY","KENTUCKY","649.0","1457.0","26158.0"
"8.0","46.0","SD","SOUTH DAKOTA","603.0","1023.0","20491.0"
"8.0","1.0","AL","ALABAMA","593.0","1205.0","25893.0"
"8.0","2.0","AK","ALASKA","571.0","1088.0","24717.0"
"8.0","5.0","AR","ARKANSAS","496.0","968.0","20558.0"
"8.0","9.0","CT","CONNECTICUT","480.0","738.0","24605.0"
"8.0","38.0","ND","NORTH DAKOTA","359.0","583.0","14363.0"
"8.0","33.0","NH","NEW HAMPSHIRE","309.0","454.0","13473.0"
"8.0","28.0","MS","MISSISSIPPI","301.0","571.0","10850.0"
"8.0","23.0","ME","MAINE","280.0","405.0","8608.0"
"8.0","50.0","VT","VERMONT","246.0","343.0","7808.0"
"8.0","11.0","DC","DISTRICT OF COLUMBIA","212.0","312.0","16839.0"
"8.0","54.0","WV","WEST VIRGINIA","163.0","279.0","6980.0"
"8.0","44.0","RI","RHODE ISLAND","143.0","260.0","6202.0"
"8.0","10.0","DE","DELAWARE","112.0","202.0","4918.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
