"CALIFORNIA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into California (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"6.0","96.0","CA","CA Total Mig - US & For","214495.0","384328.0","9850216.0"
"6.0","97.0","CA","CA Total Mig - US","204727.0","365763.0","9415869.0"
"6.0","98.0","CA","CA Total Mig - Foreign","9768.0","18565.0","434347.0"
"6.0","6.0","CA","CA Non-Migrants","12588517.0","28448182.0","763874122.0"
"6.0","48.0","TX","TEXAS","17403.0","33914.0","789138.0"
"6.0","4.0","AZ","ARIZONA","14886.0","29041.0","584668.0"
"6.0","32.0","NV","NEVADA","13455.0","26057.0","473495.0"
"6.0","53.0","WA","WASHINGTON","13144.0","24267.0","598339.0"
"6.0","36.0","NY","NEW YORK","13081.0","18681.0","805802.0"
"6.0","12.0","FL","FLORIDA","10717.0","18266.0","443657.0"
"6.0","57.0","FR","Foreign","9768.0","18565.0","434347.0"
"6.0","17.0","IL","ILLINOIS","8746.0","14578.0","489615.0"
"6.0","41.0","OR","OREGON","7982.0","14185.0","289654.0"
"6.0","8.0","CO","COLORADO","7497.0","13275.0","338515.0"
"6.0","51.0","VA","VIRGINIA","6793.0","13228.0","366727.0"
"6.0","25.0","MA","MASSACHUSETTS","5759.0","8364.0","364192.0"
"6.0","13.0","GA","GEORGIA","5227.0","9891.0","217959.0"
"6.0","37.0","NC","NORTH CAROLINA","5078.0","10056.0","231953.0"
"6.0","42.0","PA","PENNSYLVANIA","4861.0","7560.0","260634.0"
"6.0","15.0","HI","HAWAII","4736.0","8599.0","180629.0"
"6.0","26.0","MI","MICHIGAN","4722.0","8047.0","219081.0"
"6.0","34.0","NJ","NEW JERSEY","4575.0","7715.0","356195.0"
"6.0","39.0","OH","OHIO","4527.0","7365.0","211531.0"
"6.0","49.0","UT","UTAH","4226.0","9174.0","158249.0"
"6.0","24.0","MD","MARYLAND","3412.0","5663.0","176622.0"
"6.0","29.0","MO","MISSOURI","3207.0","5682.0","150162.0"
"6.0","27.0","MN","MINNESOTA","3136.0","5203.0","151138.0"
"6.0","47.0","TN","TENNESSEE","2656.0","5034.0","109879.0"
"6.0","55.0","WI","WISCONSIN","2606.0","4324.0","124395.0"
"6.0","18.0","IN","INDIANA","2603.0","4543.0","102958.0"
"6.0","35.0","NM","NEW MEXICO","2256.0","4119.0","83931.0"
"6.0","16.0","ID","IDAHO","2254.0","4505.0","77325.0"
"6.0","9.0","CT","CONNECTICUT","2146.0","3421.0","135945.0"
"6.0","40.0","OK","OKLAHOMA","2086.0","4051.0","71976.0"
"6.0","20.0","KS","KANSAS","1802.0","3356.0","72148.0"
"6.0","45.0","SC","SOUTH CAROLINA","1750.0","3280.0","76513.0"
"6.0","22.0","LA","LOUISIANA","1593.0","2831.0","57627.0"
"6.0","19.0","IA","IOWA","1577.0","2759.0","51125.0"
"6.0","21.0","KY","KENTUCKY","1284.0","2435.0","48960.0"
"6.0","1.0","AL","ALABAMA","1283.0","2465.0","46183.0"
"6.0","5.0","AR","ARKANSAS","1261.0","2414.0","42595.0"
"6.0","2.0","AK","ALASKA","1236.0","2281.0","46362.0"
"6.0","11.0","DC","DISTRICT OF COLUMBIA","1199.0","1510.0","76146.0"
"6.0","30.0","MT","MONTANA","1120.0","1911.0","34476.0"
"6.0","31.0","NE","NEBRASKA","1071.0","1985.0","39728.0"
"6.0","28.0","MS","MISSISSIPPI","999.0","1990.0","37162.0"
"6.0","33.0","NH","NEW HAMPSHIRE","797.0","1210.0","74308.0"
"6.0","23.0","ME","MAINE","684.0","1087.0","23924.0"
"6.0","44.0","RI","RHODE ISLAND","671.0","1106.0","30807.0"
"6.0","56.0","WY","WYOMING","636.0","1086.0","19405.0"
"6.0","46.0","SD","SOUTH DAKOTA","471.0","808.0","17448.0"
"6.0","50.0","VT","VERMONT","443.0","634.0","16708.0"
"6.0","38.0","ND","NORTH DAKOTA","382.0","667.0","12600.0"
"6.0","10.0","DE","DELAWARE","370.0","618.0","16236.0"
"6.0","54.0","WV","WEST VIRGINIA","321.0","522.0","11042.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
