"GEORGIA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Georgia (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"13.0","96.0","GA","GA Total Mig - US & For","111898.0","220432.0","4580226.0"
"13.0","97.0","GA","GA Total Mig - US","108970.0","213755.0","4456575.0"
"13.0","98.0","GA","GA Total Mig - Foreign","2928.0","6677.0","123651.0"
"13.0","13.0","GA","GA Non-Migrants","3212469.0","7314324.0","165840855.0"
"13.0","12.0","FL","FLORIDA","18295.0","35085.0","664522.0"
"13.0","48.0","TX","TEXAS","9936.0","16649.0","246306.0"
"13.0","1.0","AL","ALABAMA","6962.0","13766.0","228017.0"
"13.0","37.0","NC","NORTH CAROLINA","6146.0","12458.0","251283.0"
"13.0","36.0","NY","NEW YORK","5909.0","11273.0","328984.0"
"13.0","45.0","SC","SOUTH CAROLINA","5883.0","11556.0","210660.0"
"13.0","47.0","TN","TENNESSEE","5741.0","11655.0","208566.0"
"13.0","6.0","CA","CALIFORNIA","5266.0","10378.0","286230.0"
"13.0","51.0","VA","VIRGINIA","4145.0","8663.0","195946.0"
"13.0","39.0","OH","OHIO","3366.0","6556.0","153009.0"
"13.0","17.0","IL","ILLINOIS","3130.0","6116.0","153528.0"
"13.0","26.0","MI","MICHIGAN","2946.0","5887.0","119337.0"
"13.0","57.0","FR","Foreign","2928.0","6677.0","123651.0"
"13.0","42.0","PA","PENNSYLVANIA","2572.0","4935.0","129072.0"
"13.0","34.0","NJ","NEW JERSEY","2558.0","5106.0","139555.0"
"13.0","24.0","MD","MARYLAND","2065.0","4154.0","99812.0"
"13.0","22.0","LA","LOUISIANA","1808.0","3577.0","60423.0"
"13.0","18.0","IN","INDIANA","1545.0","3138.0","59875.0"
"13.0","21.0","KY","KENTUCKY","1534.0","3429.0","58838.0"
"13.0","28.0","MS","MISSISSIPPI","1487.0","2988.0","46042.0"
"13.0","8.0","CO","COLORADO","1385.0","2746.0","66727.0"
"13.0","29.0","MO","MISSOURI","1320.0","2690.0","59595.0"
"13.0","53.0","WA","WASHINGTON","1314.0","2992.0","54499.0"
"13.0","25.0","MA","MASSACHUSETTS","1282.0","2348.0","65994.0"
"13.0","4.0","AZ","ARIZONA","1183.0","2421.0","49858.0"
"13.0","27.0","MN","MINNESOTA","1118.0","2298.0","85246.0"
"13.0","9.0","CT","CONNECTICUT","1016.0","1973.0","57189.0"
"13.0","55.0","WI","WISCONSIN","864.0","1756.0","44074.0"
"13.0","20.0","KS","KANSAS","831.0","1934.0","37849.0"
"13.0","40.0","OK","OKLAHOMA","750.0","1695.0","28169.0"
"13.0","15.0","HI","HAWAII","662.0","1743.0","24555.0"
"13.0","5.0","AR","ARKANSAS","656.0","1335.0","28397.0"
"13.0","32.0","NV","NEVADA","599.0","1205.0","22773.0"
"13.0","19.0","IA","IOWA","432.0","840.0","17995.0"
"13.0","49.0","UT","UTAH","388.0","900.0","16321.0"
"13.0","2.0","AK","ALASKA","382.0","899.0","15532.0"
"13.0","41.0","OR","OREGON","370.0","685.0","14753.0"
"13.0","54.0","WV","WEST VIRGINIA","366.0","648.0","13132.0"
"13.0","35.0","NM","NEW MEXICO","365.0","737.0","14555.0"
"13.0","10.0","DE","DELAWARE","330.0","658.0","14548.0"
"13.0","11.0","DC","DISTRICT OF COLUMBIA","320.0","477.0","15739.0"
"13.0","31.0","NE","NEBRASKA","301.0","651.0","14284.0"
"13.0","33.0","NH","NEW HAMPSHIRE","274.0","512.0","12463.0"
"13.0","23.0","ME","MAINE","227.0","406.0","9225.0"
"13.0","44.0","RI","RHODE ISLAND","227.0","438.0","8019.0"
"13.0","16.0","ID","IDAHO","171.0","382.0","4948.0"
"13.0","30.0","MT","MONTANA","131.0","233.0","3931.0"
"13.0","50.0","VT","VERMONT","112.0","204.0","5064.0"
"13.0","46.0","SD","SOUTH DAKOTA","108.0","207.0","3607.0"
"13.0","56.0","WY","WYOMING","100.0","181.0","3215.0"
"13.0","38.0","ND","NORTH DAKOTA","92.0","192.0","4313.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
