"OHIO INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Ohio (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"39.0","96.0","OH","OH Total Mig - US & For","68545.0","126948.0","2919760.0"
"39.0","97.0","OH","OH Total Mig - US","67259.0","124356.0","2865765.0"
"39.0","98.0","OH","OH Total Mig - Foreign","1286.0","2592.0","53995.0"
"39.0","39.0","OH","OH Non-Migrants","4417248.0","9170523.0","223694537.0"
"39.0","12.0","FL","FLORIDA","6637.0","11763.0","239478.0"
"39.0","21.0","KY","KENTUCKY","4869.0","8824.0","175180.0"
"39.0","26.0","MI","MICHIGAN","4814.0","8962.0","214217.0"
"39.0","42.0","PA","PENNSYLVANIA","4175.0","7232.0","179401.0"
"39.0","18.0","IN","INDIANA","4134.0","7942.0","163289.0"
"39.0","6.0","CA","CALIFORNIA","3547.0","6215.0","159992.0"
"39.0","48.0","TX","TEXAS","3058.0","5871.0","142069.0"
"39.0","36.0","NY","NEW YORK","2990.0","5177.0","136801.0"
"39.0","17.0","IL","ILLINOIS","2974.0","5219.0","153612.0"
"39.0","37.0","NC","NORTH CAROLINA","2744.0","5254.0","102493.0"
"39.0","54.0","WV","WEST VIRGINIA","2503.0","4656.0","78275.0"
"39.0","13.0","GA","GEORGIA","2335.0","4596.0","93211.0"
"39.0","51.0","VA","VIRGINIA","2333.0","4526.0","112283.0"
"39.0","47.0","TN","TENNESSEE","1894.0","3770.0","72239.0"
"39.0","4.0","AZ","ARIZONA","1440.0","2551.0","53589.0"
"39.0","45.0","SC","SOUTH CAROLINA","1300.0","2425.0","49156.0"
"39.0","57.0","FR","Foreign","1286.0","2592.0","53995.0"
"39.0","34.0","NJ","NEW JERSEY","1135.0","2146.0","70161.0"
"39.0","8.0","CO","COLORADO","1082.0","1886.0","42628.0"
"39.0","24.0","MD","MARYLAND","1033.0","1881.0","52176.0"
"39.0","29.0","MO","MISSOURI","972.0","1831.0","48684.0"
"39.0","53.0","WA","WASHINGTON","940.0","1797.0","48481.0"
"39.0","25.0","MA","MASSACHUSETTS","859.0","1448.0","51281.0"
"39.0","55.0","WI","WISCONSIN","808.0","1684.0","39288.0"
"39.0","1.0","AL","ALABAMA","772.0","1531.0","27567.0"
"39.0","32.0","NV","NEVADA","754.0","1323.0","26331.0"
"39.0","27.0","MN","MINNESOTA","649.0","1190.0","35999.0"
"39.0","9.0","CT","CONNECTICUT","467.0","878.0","35755.0"
"39.0","20.0","KS","KANSAS","459.0","909.0","20562.0"
"39.0","22.0","LA","LOUISIANA","456.0","900.0","18846.0"
"39.0","40.0","OK","OKLAHOMA","455.0","945.0","17794.0"
"39.0","19.0","IA","IOWA","453.0","916.0","28264.0"
"39.0","41.0","OR","OREGON","392.0","692.0","14582.0"
"39.0","49.0","UT","UTAH","381.0","897.0","16773.0"
"39.0","28.0","MS","MISSISSIPPI","364.0","699.0","11566.0"
"39.0","5.0","AR","ARKANSAS","328.0","688.0","20194.0"
"39.0","15.0","HI","HAWAII","296.0","559.0","10039.0"
"39.0","35.0","NM","NEW MEXICO","276.0","525.0","12676.0"
"39.0","31.0","NE","NEBRASKA","243.0","466.0","11171.0"
"39.0","11.0","DC","DISTRICT OF COLUMBIA","240.0","315.0","12273.0"
"39.0","2.0","AK","ALASKA","213.0","407.0","7489.0"
"39.0","10.0","DE","DELAWARE","201.0","404.0","9705.0"
"39.0","33.0","NH","NEW HAMPSHIRE","191.0","350.0","9574.0"
"39.0","23.0","ME","MAINE","187.0","346.0","7426.0"
"39.0","16.0","ID","IDAHO","185.0","442.0","6060.0"
"39.0","56.0","WY","WYOMING","156.0","298.0","4828.0"
"39.0","30.0","MT","MONTANA","126.0","193.0","3878.0"
"39.0","44.0","RI","RHODE ISLAND","122.0","227.0","6583.0"
"39.0","38.0","ND","NORTH DAKOTA","109.0","217.0","3642.0"
"39.0","46.0","SD","SOUTH DAKOTA","105.0","210.0","2921.0"
"39.0","50.0","VT","VERMONT","103.0","173.0","5285.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
