"NEW YORK INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into New York (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"36.0","96.0","NY","NY Total Mig - US & For","144094.0","230068.0","6549423.0"
"36.0","97.0","NY","NY Total Mig - US","138660.0","219994.0","6201496.0"
"36.0","98.0","NY","NY Total Mig - Foreign","5434.0","10074.0","347928.0"
"36.0","36.0","NY","NY Non-Migrants","7249343.0","14743898.0","442208448.0"
"36.0","34.0","NJ","NEW JERSEY","20872.0","32234.0","1282775.0"
"36.0","12.0","FL","FLORIDA","17579.0","29204.0","555806.0"
"36.0","6.0","CA","CALIFORNIA","11752.0","16577.0","626666.0"
"36.0","42.0","PA","PENNSYLVANIA","11276.0","18452.0","434227.0"
"36.0","25.0","MA","MASSACHUSETTS","7105.0","9717.0","334845.0"
"36.0","9.0","CT","CONNECTICUT","6868.0","10522.0","439134.0"
"36.0","37.0","NC","NORTH CAROLINA","5615.0","9886.0","184591.0"
"36.0","57.0","FR","Foreign","5434.0","10074.0","347928.0"
"36.0","51.0","VA","VIRGINIA","5241.0","8708.0","210387.0"
"36.0","48.0","TX","TEXAS","5106.0","8725.0","230632.0"
"36.0","13.0","GA","GEORGIA","4915.0","9142.0","164670.0"
"36.0","17.0","IL","ILLINOIS","3748.0","5386.0","258979.0"
"36.0","24.0","MD","MARYLAND","3682.0","5659.0","148087.0"
"36.0","39.0","OH","OHIO","3168.0","5026.0","131967.0"
"36.0","26.0","MI","MICHIGAN","2453.0","3972.0","98536.0"
"36.0","45.0","SC","SOUTH CAROLINA","2274.0","3910.0","66066.0"
"36.0","4.0","AZ","ARIZONA","2055.0","3413.0","75104.0"
"36.0","53.0","WA","WASHINGTON","1871.0","2892.0","76327.0"
"36.0","8.0","CO","COLORADO","1708.0","2528.0","65857.0"
"36.0","47.0","TN","TENNESSEE","1450.0","2552.0","48234.0"
"36.0","11.0","DC","DISTRICT OF COLUMBIA","1389.0","1668.0","82665.0"
"36.0","27.0","MN","MINNESOTA","1162.0","1691.0","50494.0"
"36.0","32.0","NV","NEVADA","1146.0","1796.0","40515.0"
"36.0","50.0","VT","VERMONT","1105.0","1690.0","37733.0"
"36.0","29.0","MO","MISSOURI","1092.0","1783.0","47077.0"
"36.0","18.0","IN","INDIANA","1077.0","1783.0","39065.0"
"36.0","55.0","WI","WISCONSIN","961.0","1399.0","36114.0"
"36.0","33.0","NH","NEW HAMPSHIRE","930.0","1361.0","43632.0"
"36.0","44.0","RI","RHODE ISLAND","888.0","1312.0","29116.0"
"36.0","41.0","OR","OREGON","847.0","1227.0","31619.0"
"36.0","22.0","LA","LOUISIANA","817.0","1333.0","26897.0"
"36.0","1.0","AL","ALABAMA","795.0","1487.0","23553.0"
"36.0","23.0","ME","MAINE","766.0","1153.0","27841.0"
"36.0","21.0","KY","KENTUCKY","745.0","1390.0","26167.0"
"36.0","15.0","HI","HAWAII","662.0","1076.0","21891.0"
"36.0","10.0","DE","DELAWARE","647.0","1066.0","26089.0"
"36.0","20.0","KS","KANSAS","574.0","1004.0","26716.0"
"36.0","40.0","OK","OKLAHOMA","569.0","1046.0","17751.0"
"36.0","49.0","UT","UTAH","545.0","981.0","19121.0"
"36.0","19.0","IA","IOWA","445.0","657.0","13034.0"
"36.0","35.0","NM","NEW MEXICO","417.0","634.0","15635.0"
"36.0","5.0","AR","ARKANSAS","366.0","624.0","15622.0"
"36.0","28.0","MS","MISSISSIPPI","362.0","643.0","10091.0"
"36.0","54.0","WV","WEST VIRGINIA","333.0","548.0","12855.0"
"36.0","2.0","AK","ALASKA","280.0","538.0","9948.0"
"36.0","31.0","NE","NEBRASKA","237.0","401.0","7684.0"
"36.0","16.0","ID","IDAHO","215.0","347.0","7569.0"
"36.0","30.0","MT","MONTANA","195.0","300.0","5188.0"
"36.0","56.0","WY","WYOMING","131.0","192.0","10637.0"
"36.0","38.0","ND","NORTH DAKOTA","112.0","174.0","3287.0"
"36.0","46.0","SD","SOUTH DAKOTA","112.0","185.0","3000.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
