"DISTRICT OF COLUMBIA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into District of Columbia (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"11.0","96.0","DC","DC Total Mig - US & For","28054.0","37593.0","1428456.0"
"11.0","97.0","DC","DC Total Mig - US","27501.0","36647.0","1385155.0"
"11.0","98.0","DC","DC Total Mig - Foreign","553.0","946.0","43301.0"
"11.0","11.0","DC","DC Non-Migrants","216804.0","363059.0","15362457.0"
"11.0","24.0","MD","MARYLAND","7520.0","12134.0","330459.0"
"11.0","51.0","VA","VIRGINIA","5295.0","6650.0","323771.0"
"11.0","36.0","NY","NEW YORK","2002.0","2387.0","133610.0"
"11.0","6.0","CA","CALIFORNIA","1705.0","2092.0","92224.0"
"11.0","25.0","MA","MASSACHUSETTS","949.0","1080.0","44977.0"
"11.0","42.0","PA","PENNSYLVANIA","944.0","1078.0","43638.0"
"11.0","12.0","FL","FLORIDA","841.0","1071.0","37309.0"
"11.0","17.0","IL","ILLINOIS","771.0","894.0","44375.0"
"11.0","37.0","NC","NORTH CAROLINA","705.0","934.0","25161.0"
"11.0","48.0","TX","TEXAS","643.0","852.0","38236.0"
"11.0","34.0","NJ","NEW JERSEY","613.0","705.0","27942.0"
"11.0","57.0","FR","Foreign","553.0","946.0","43301.0"
"11.0","13.0","GA","GEORGIA","515.0","680.0","20663.0"
"11.0","39.0","OH","OHIO","435.0","500.0","16899.0"
"11.0","26.0","MI","MICHIGAN","378.0","446.0","15445.0"
"11.0","53.0","WA","WASHINGTON","347.0","445.0","17089.0"
"11.0","9.0","CT","CONNECTICUT","335.0","382.0","18635.0"
"11.0","8.0","CO","COLORADO","279.0","340.0","12146.0"
"11.0","27.0","MN","MINNESOTA","266.0","290.0","14604.0"
"11.0","45.0","SC","SOUTH CAROLINA","222.0","303.0","8023.0"
"11.0","47.0","TN","TENNESSEE","215.0","265.0","9505.0"
"11.0","29.0","MO","MISSOURI","210.0","249.0","9193.0"
"11.0","4.0","AZ","ARIZONA","202.0","267.0","11032.0"
"11.0","55.0","WI","WISCONSIN","187.0","210.0","6270.0"
"11.0","18.0","IN","INDIANA","160.0","182.0","5714.0"
"11.0","41.0","OR","OREGON","152.0","181.0","7217.0"
"11.0","22.0","LA","LOUISIANA","117.0","146.0","4923.0"
"11.0","33.0","NH","NEW HAMPSHIRE","116.0","127.0","4346.0"
"11.0","10.0","DE","DELAWARE","108.0","129.0","4656.0"
"11.0","44.0","RI","RHODE ISLAND","93.0","119.0","4836.0"
"11.0","21.0","KY","KENTUCKY","91.0","104.0","3777.0"
"11.0","23.0","ME","MAINE","90.0","112.0","3717.0"
"11.0","50.0","VT","VERMONT","81.0","99.0","2366.0"
"11.0","1.0","AL","ALABAMA","78.0","99.0","2988.0"
"11.0","19.0","IA","IOWA","78.0","85.0","2886.0"
"11.0","20.0","KS","KANSAS","77.0","111.0","3283.0"
"11.0","35.0","NM","NEW MEXICO","74.0","96.0","5080.0"
"11.0","32.0","NV","NEVADA","70.0","100.0","3242.0"
"11.0","15.0","HI","HAWAII","65.0","96.0","3518.0"
"11.0","54.0","WV","WEST VIRGINIA","65.0","78.0","3131.0"
"11.0","49.0","UT","UTAH","63.0","79.0","2290.0"
"11.0","28.0","MS","MISSISSIPPI","59.0","86.0","1961.0"
"11.0","5.0","AR","ARKANSAS","51.0","74.0","2594.0"
"11.0","2.0","AK","ALASKA","42.0","58.0","3026.0"
"11.0","31.0","NE","NEBRASKA","40.0","52.0","1711.0"
"11.0","40.0","OK","OKLAHOMA","40.0","50.0","1796.0"
"11.0","30.0","MT","MONTANA","36.0","38.0","1084.0"
"11.0","16.0","ID","IDAHO","23.0","27.0","860.0"
"11.0","46.0","SD","SOUTH DAKOTA","19.0","22.0","666.0"
"11.0","38.0","ND","NORTH DAKOTA","18.0","22.0","1798.0"
"11.0","56.0","WY","WYOMING","16.0","21.0","482.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
