"INDIANA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Indiana (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"18.0","96.0","IN","IN Total Mig - US & For","50792.0","98860.0","2095368.0"
"18.0","97.0","IN","IN Total Mig - US","50184.0","97655.0","2071029.0"
"18.0","98.0","IN","IN Total Mig - Foreign","608.0","1205.0","24338.0"
"18.0","18.0","IN","IN Non-Migrants","2408045.0","5351964.0","122142269.0"
"18.0","17.0","IL","ILLINOIS","9400.0","18847.0","401847.0"
"18.0","39.0","OH","OHIO","4698.0","8869.0","193375.0"
"18.0","21.0","KY","KENTUCKY","4588.0","9012.0","154439.0"
"18.0","26.0","MI","MICHIGAN","3997.0","7812.0","162944.0"
"18.0","12.0","FL","FLORIDA","3687.0","6632.0","125811.0"
"18.0","6.0","CA","CALIFORNIA","2325.0","4464.0","97470.0"
"18.0","48.0","TX","TEXAS","2104.0","4317.0","93520.0"
"18.0","47.0","TN","TENNESSEE","1595.0","3159.0","54774.0"
"18.0","13.0","GA","GEORGIA","1291.0","2572.0","44357.0"
"18.0","37.0","NC","NORTH CAROLINA","1212.0","2492.0","49602.0"
"18.0","29.0","MO","MISSOURI","1139.0","2255.0","58264.0"
"18.0","36.0","NY","NEW YORK","1106.0","1980.0","51543.0"
"18.0","4.0","AZ","ARIZONA","980.0","1933.0","35339.0"
"18.0","55.0","WI","WISCONSIN","943.0","1856.0","42964.0"
"18.0","51.0","VA","VIRGINIA","909.0","1830.0","41023.0"
"18.0","42.0","PA","PENNSYLVANIA","901.0","1663.0","40675.0"
"18.0","8.0","CO","COLORADO","726.0","1356.0","30875.0"
"18.0","57.0","FR","Foreign","608.0","1205.0","24338.0"
"18.0","27.0","MN","MINNESOTA","604.0","1099.0","28657.0"
"18.0","53.0","WA","WASHINGTON","567.0","1053.0","21611.0"
"18.0","45.0","SC","SOUTH CAROLINA","535.0","1055.0","22362.0"
"18.0","1.0","AL","ALABAMA","496.0","1057.0","21592.0"
"18.0","19.0","IA","IOWA","494.0","1004.0","22325.0"
"18.0","34.0","NJ","NEW JERSEY","433.0","840.0","29400.0"
"18.0","24.0","MD","MARYLAND","415.0","763.0","20623.0"
"18.0","32.0","NV","NEVADA","410.0","749.0","16435.0"
"18.0","20.0","KS","KANSAS","407.0","806.0","16936.0"
"18.0","40.0","OK","OKLAHOMA","381.0","721.0","12058.0"
"18.0","25.0","MA","MASSACHUSETTS","372.0","649.0","18853.0"
"18.0","5.0","AR","ARKANSAS","330.0","665.0","11626.0"
"18.0","28.0","MS","MISSISSIPPI","310.0","679.0","10912.0"
"18.0","22.0","LA","LOUISIANA","301.0","558.0","11139.0"
"18.0","49.0","UT","UTAH","240.0","587.0","9506.0"
"18.0","41.0","OR","OREGON","237.0","396.0","7718.0"
"18.0","9.0","CT","CONNECTICUT","210.0","374.0","13631.0"
"18.0","31.0","NE","NEBRASKA","203.0","395.0","8636.0"
"18.0","54.0","WV","WEST VIRGINIA","191.0","402.0","6492.0"
"18.0","15.0","HI","HAWAII","190.0","326.0","6023.0"
"18.0","35.0","NM","NEW MEXICO","186.0","335.0","6505.0"
"18.0","16.0","ID","IDAHO","130.0","315.0","5442.0"
"18.0","10.0","DE","DELAWARE","115.0","257.0","29547.0"
"18.0","2.0","AK","ALASKA","114.0","226.0","4141.0"
"18.0","46.0","SD","SOUTH DAKOTA","105.0","195.0","6631.0"
"18.0","30.0","MT","MONTANA","95.0","180.0","2975.0"
"18.0","56.0","WY","WYOMING","91.0","172.0","2579.0"
"18.0","11.0","DC","DISTRICT OF COLUMBIA","90.0","125.0","4530.0"
"18.0","33.0","NH","NEW HAMPSHIRE","88.0","153.0","3912.0"
"18.0","38.0","ND","NORTH DAKOTA","65.0","159.0","2193.0"
"18.0","50.0","VT","VERMONT","64.0","118.0","2562.0"
"18.0","23.0","ME","MAINE","63.0","107.0","2035.0"
"18.0","44.0","RI","RHODE ISLAND","51.0","86.0","2623.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
