"MISSISSIPPI INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Mississippi (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"28.0","96.0","MS","MS Total Mig - US & For","27552.0","56286.0","978759.0"
"28.0","97.0","MS","MS Total Mig - US","27016.0","55079.0","958143.0"
"28.0","98.0","MS","MS Total Mig - Foreign","536.0","1207.0","20616.0"
"28.0","28.0","MS","MS Non-Migrants","969077.0","2214468.0","41942298.0"
"28.0","47.0","TN","TENNESSEE","4609.0","9692.0","153047.0"
"28.0","22.0","LA","LOUISIANA","3090.0","6371.0","125974.0"
"28.0","1.0","AL","ALABAMA","2408.0","4841.0","81724.0"
"28.0","48.0","TX","TEXAS","2201.0","4516.0","78190.0"
"28.0","12.0","FL","FLORIDA","2095.0","4111.0","69313.0"
"28.0","13.0","GA","GEORGIA","1574.0","3400.0","52118.0"
"28.0","6.0","CA","CALIFORNIA","959.0","1868.0","38123.0"
"28.0","17.0","IL","ILLINOIS","941.0","1892.0","29383.0"
"28.0","5.0","AR","ARKANSAS","831.0","1706.0","30338.0"
"28.0","37.0","NC","NORTH CAROLINA","645.0","1351.0","23140.0"
"28.0","51.0","VA","VIRGINIA","621.0","1308.0","26867.0"
"28.0","57.0","FR","Foreign","536.0","1207.0","20616.0"
"28.0","26.0","MI","MICHIGAN","527.0","1022.0","15782.0"
"28.0","29.0","MO","MISSOURI","482.0","994.0","17585.0"
"28.0","39.0","OH","OHIO","436.0","910.0","17719.0"
"28.0","18.0","IN","INDIANA","410.0","856.0","14268.0"
"28.0","36.0","NY","NEW YORK","409.0","728.0","13764.0"
"28.0","8.0","CO","COLORADO","406.0","724.0","13895.0"
"28.0","45.0","SC","SOUTH CAROLINA","369.0","723.0","14357.0"
"28.0","55.0","WI","WISCONSIN","339.0","672.0","10157.0"
"28.0","21.0","KY","KENTUCKY","334.0","671.0","13147.0"
"28.0","42.0","PA","PENNSYLVANIA","308.0","622.0","12040.0"
"28.0","53.0","WA","WASHINGTON","299.0","621.0","11959.0"
"28.0","40.0","OK","OKLAHOMA","291.0","582.0","8682.0"
"28.0","4.0","AZ","ARIZONA","263.0","536.0","8686.0"
"28.0","24.0","MD","MARYLAND","216.0","423.0","9090.0"
"28.0","20.0","KS","KANSAS","168.0","360.0","6456.0"
"28.0","32.0","NV","NEVADA","166.0","327.0","4913.0"
"28.0","27.0","MN","MINNESOTA","153.0","284.0","4636.0"
"28.0","34.0","NJ","NEW JERSEY","132.0","245.0","6172.0"
"28.0","25.0","MA","MASSACHUSETTS","112.0","182.0","3773.0"
"28.0","19.0","IA","IOWA","108.0","223.0","3193.0"
"28.0","31.0","NE","NEBRASKA","107.0","218.0","3673.0"
"28.0","35.0","NM","NEW MEXICO","104.0","213.0","3667.0"
"28.0","15.0","HI","HAWAII","102.0","231.0","3657.0"
"28.0","41.0","OR","OREGON","100.0","200.0","2985.0"
"28.0","9.0","CT","CONNECTICUT","84.0","150.0","3035.0"
"28.0","2.0","AK","ALASKA","80.0","178.0","3256.0"
"28.0","49.0","UT","UTAH","80.0","216.0","2278.0"
"28.0","30.0","MT","MONTANA","62.0","134.0","2548.0"
"28.0","54.0","WV","WEST VIRGINIA","61.0","124.0","2232.0"
"28.0","16.0","ID","IDAHO","58.0","126.0","1994.0"
"28.0","56.0","WY","WYOMING","48.0","96.0","1431.0"
"28.0","23.0","ME","MAINE","44.0","82.0","1039.0"
"28.0","11.0","DC","DISTRICT OF COLUMBIA","38.0","59.0","1916.0"
"28.0","33.0","NH","NEW HAMPSHIRE","32.0","53.0","919.0"
"28.0","38.0","ND","NORTH DAKOTA","30.0","58.0","1111.0"
"28.0","46.0","SD","SOUTH DAKOTA","30.0","67.0","1637.0"
"28.0","10.0","DE","DELAWARE","29.0","61.0","931.0"
"28.0","44.0","RI","RHODE ISLAND","19.0","38.0","788.0"
"28.0","50.0","VT","VERMONT","d","d","d"
"d - Data has been suppressed to prevent disclosure.","","","","","",""
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
