"NORTH CAROLINA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into North Carolina (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"37.0","96.0","NC","NC Total Mig - US & For","113303.0","221369.0","4914338.0"
"37.0","97.0","NC","NC Total Mig - US","110205.0","214666.0","4780529.0"
"37.0","98.0","NC","NC Total Mig - Foreign","3098.0","6703.0","133809.0"
"37.0","37.0","NC","NC Non-Migrants","3231387.0","7218211.0","164140024.0"
"37.0","12.0","FL","FLORIDA","11581.0","22138.0","434316.0"
"37.0","51.0","VA","VIRGINIA","10705.0","21310.0","470822.0"
"37.0","45.0","SC","SOUTH CAROLINA","9370.0","18101.0","335134.0"
"37.0","36.0","NY","NEW YORK","8671.0","15965.0","375136.0"
"37.0","13.0","GA","GEORGIA","6629.0","13594.0","268758.0"
"37.0","6.0","CA","CALIFORNIA","5870.0","11838.0","284082.0"
"37.0","48.0","TX","TEXAS","5041.0","10636.0","220453.0"
"37.0","42.0","PA","PENNSYLVANIA","4595.0","8371.0","247352.0"
"37.0","39.0","OH","OHIO","4200.0","7792.0","182967.0"
"37.0","34.0","NJ","NEW JERSEY","3944.0","7631.0","215702.0"
"37.0","24.0","MD","MARYLAND","3615.0","6950.0","169556.0"
"37.0","26.0","MI","MICHIGAN","3236.0","6213.0","142338.0"
"37.0","57.0","FR","Foreign","3098.0","6703.0","133809.0"
"37.0","47.0","TN","TENNESSEE","3075.0","5948.0","122142.0"
"37.0","17.0","IL","ILLINOIS","2459.0","4693.0","127128.0"
"37.0","25.0","MA","MASSACHUSETTS","1988.0","3558.0","113868.0"
"37.0","18.0","IN","INDIANA","1608.0","3110.0","72309.0"
"37.0","9.0","CT","CONNECTICUT","1541.0","2816.0","83289.0"
"37.0","1.0","AL","ALABAMA","1518.0","3141.0","67128.0"
"37.0","53.0","WA","WASHINGTON","1411.0","2901.0","57785.0"
"37.0","4.0","AZ","ARIZONA","1409.0","2911.0","60514.0"
"37.0","8.0","CO","COLORADO","1305.0","2573.0","56387.0"
"37.0","21.0","KY","KENTUCKY","1302.0","2616.0","50591.0"
"37.0","29.0","MO","MISSOURI","1170.0","2450.0","55283.0"
"37.0","54.0","WV","WEST VIRGINIA","1019.0","1911.0","33841.0"
"37.0","55.0","WI","WISCONSIN","975.0","1764.0","47532.0"
"37.0","22.0","LA","LOUISIANA","969.0","1976.0","39651.0"
"37.0","27.0","MN","MINNESOTA","792.0","1467.0","39694.0"
"37.0","20.0","KS","KANSAS","751.0","1785.0","35302.0"
"37.0","28.0","MS","MISSISSIPPI","747.0","1497.0","26387.0"
"37.0","40.0","OK","OKLAHOMA","732.0","1538.0","27935.0"
"37.0","15.0","HI","HAWAII","694.0","1589.0","25760.0"
"37.0","32.0","NV","NEVADA","643.0","1216.0","24122.0"
"37.0","33.0","NH","NEW HAMPSHIRE","581.0","1008.0","27653.0"
"37.0","19.0","IA","IOWA","561.0","1108.0","25677.0"
"37.0","5.0","AR","ARKANSAS","554.0","1156.0","24838.0"
"37.0","23.0","ME","MAINE","546.0","985.0","19169.0"
"37.0","41.0","OR","OREGON","520.0","947.0","17256.0"
"37.0","11.0","DC","DISTRICT OF COLUMBIA","496.0","779.0","22603.0"
"37.0","10.0","DE","DELAWARE","430.0","847.0","17517.0"
"37.0","44.0","RI","RHODE ISLAND","419.0","817.0","18940.0"
"37.0","49.0","UT","UTAH","405.0","894.0","16306.0"
"37.0","35.0","NM","NEW MEXICO","366.0","689.0","14635.0"
"37.0","2.0","AK","ALASKA","347.0","756.0","13660.0"
"37.0","50.0","VT","VERMONT","341.0","587.0","12482.0"
"37.0","31.0","NE","NEBRASKA","260.0","498.0","10186.0"
"37.0","16.0","ID","IDAHO","248.0","519.0","8350.0"
"37.0","30.0","MT","MONTANA","203.0","377.0","6088.0"
"37.0","56.0","WY","WYOMING","134.0","246.0","4069.0"
"37.0","46.0","SD","SOUTH DAKOTA","126.0","260.0","4331.0"
"37.0","38.0","ND","NORTH DAKOTA","103.0","194.0","3504.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
