"MASSACHUSETTS INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Massachusetts (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"25.0","96.0","MA","MA Total Mig - US & For","61164.0","95002.0","3093236.0"
"25.0","97.0","MA","MA Total Mig - US","59534.0","92194.0","3022772.0"
"25.0","98.0","MA","MA Total Mig - Foreign","1630.0","2808.0","70464.0"
"25.0","25.0","MA","MA Non-Migrants","2510609.0","5080317.0","176140209.0"
"25.0","36.0","NY","NEW YORK","7648.0","11076.0","443538.0"
"25.0","12.0","FL","FLORIDA","5714.0","9476.0","194367.0"
"25.0","33.0","NH","NEW HAMPSHIRE","5621.0","8557.0","266494.0"
"25.0","6.0","CA","CALIFORNIA","4692.0","6921.0","270277.0"
"25.0","9.0","CT","CONNECTICUT","4284.0","6304.0","236166.0"
"25.0","44.0","RI","RHODE ISLAND","4141.0","6612.0","205024.0"
"25.0","34.0","NJ","NEW JERSEY","2468.0","3888.0","161863.0"
"25.0","42.0","PA","PENNSYLVANIA","2238.0","3386.0","130496.0"
"25.0","23.0","ME","MAINE","1772.0","2551.0","64116.0"
"25.0","48.0","TX","TEXAS","1691.0","2872.0","94490.0"
"25.0","51.0","VA","VIRGINIA","1632.0","2605.0","89022.0"
"25.0","57.0","FR","Foreign","1630.0","2808.0","70464.0"
"25.0","37.0","NC","NORTH CAROLINA","1501.0","2541.0","63819.0"
"25.0","17.0","IL","ILLINOIS","1432.0","2185.0","87815.0"
"25.0","13.0","GA","GEORGIA","1202.0","2110.0","52662.0"
"25.0","24.0","MD","MARYLAND","1124.0","1774.0","63639.0"
"25.0","50.0","VT","VERMONT","1118.0","1517.0","43345.0"
"25.0","39.0","OH","OHIO","1056.0","1678.0","65709.0"
"25.0","26.0","MI","MICHIGAN","850.0","1352.0","44525.0"
"25.0","53.0","WA","WASHINGTON","801.0","1300.0","48442.0"
"25.0","8.0","CO","COLORADO","786.0","1207.0","39741.0"
"25.0","4.0","AZ","ARIZONA","778.0","1269.0","34117.0"
"25.0","45.0","SC","SOUTH CAROLINA","565.0","930.0","21543.0"
"25.0","11.0","DC","DISTRICT OF COLUMBIA","531.0","675.0","38420.0"
"25.0","27.0","MN","MINNESOTA","518.0","826.0","27426.0"
"25.0","47.0","TN","TENNESSEE","459.0","756.0","18355.0"
"25.0","55.0","WI","WISCONSIN","436.0","700.0","23666.0"
"25.0","29.0","MO","MISSOURI","428.0","699.0","23801.0"
"25.0","41.0","OR","OREGON","400.0","586.0","17258.0"
"25.0","18.0","IN","INDIANA","371.0","589.0","24336.0"
"25.0","32.0","NV","NEVADA","335.0","533.0","14194.0"
"25.0","49.0","UT","UTAH","297.0","498.0","10660.0"
"25.0","22.0","LA","LOUISIANA","268.0","406.0","8758.0"
"25.0","1.0","AL","ALABAMA","241.0","443.0","10881.0"
"25.0","19.0","IA","IOWA","215.0","317.0","7687.0"
"25.0","15.0","HI","HAWAII","212.0","335.0","8753.0"
"25.0","21.0","KY","KENTUCKY","201.0","314.0","9432.0"
"25.0","35.0","NM","NEW MEXICO","182.0","279.0","8936.0"
"25.0","20.0","KS","KANSAS","162.0","274.0","7819.0"
"25.0","10.0","DE","DELAWARE","161.0","259.0","7051.0"
"25.0","40.0","OK","OKLAHOMA","154.0","242.0","5341.0"
"25.0","28.0","MS","MISSISSIPPI","133.0","200.0","3907.0"
"25.0","31.0","NE","NEBRASKA","117.0","201.0","4222.0"
"25.0","2.0","AK","ALASKA","102.0","173.0","3120.0"
"25.0","5.0","AR","ARKANSAS","97.0","164.0","3534.0"
"25.0","16.0","ID","IDAHO","95.0","180.0","4212.0"
"25.0","30.0","MT","MONTANA","86.0","120.0","2760.0"
"25.0","54.0","WV","WEST VIRGINIA","69.0","99.0","2425.0"
"25.0","56.0","WY","WYOMING","56.0","80.0","1836.0"
"25.0","38.0","ND","NORTH DAKOTA","48.0","75.0","1552.0"
"25.0","46.0","SD","SOUTH DAKOTA","46.0","60.0","1218.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
