"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 33-NEWHAMPSHIRE,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,NH,NH Total Mig - US & For,23282,40779,1304127"
"97,NH,NH Total Mig - US,22584,39848,1289354"
"98,NH,NH Total Mig - Foreign,698,931,14773"
"33,NH,NH Non-Migrants,498458,1053877,31227966"
"25,MA,MASSACHUSETTS,9186,16284,546589"
"23,ME,MAINE,1977,3152,84352"
"12,FL,FLORIDA,1456,2472,60396"
"50,VT,VERMONT,1411,2295,52924"
"36,NY,NEW YORK,1183,2063,92449"
"09,CT,CONNECTICUT,823,1425,63057"
"06,CA,CALIFORNIA,797,1429,49125"
"57,FR,Foreign,698,931,14773"
"34,NJ,NEW JERSEY,455,875,35944"
"42,PA,PENNSYLVANIA,433,822,32248"
"51,VA,VIRGINIA,409,780,25653"
"44,RI,RHODE ISLAND,400,682,21490"
"37,NC,NORTH CAROLINA,348,650,13962"
"48,TX,TEXAS,338,668,20986"
"04,AZ,ARIZONA,250,475,12163"
"24,MD,MARYLAND,234,434,15291"
"17,IL,ILLINOIS,228,465,18057"
"08,CO,COLORADO,213,351,9987"
"39,OH,OHIO,211,398,14761"
"13,GA,GEORGIA,204,387,12775"
"53,WA,WASHINGTON,172,319,12522"
"26,MI,MICHIGAN,167,281,7796"
"45,SC,SOUTH CAROLINA,148,251,5564"
"55,WI,WISCONSIN,94,177,10370"
"47,TN,TENNESSEE,93,188,3984"
"22,LA,LOUISIANA,92,184,3653"
"18,IN,INDIANA,90,160,4081"
"27,MN,MINNESOTA,90,159,5353"
"32,NV,NEVADA,90,163,4416"
"41,OR,OREGON,86,172,5147"
"29,MO,MISSOURI,84,166,5455"
"49,UT,UTAH,69,153,4262"
"20,KS,KANSAS,62,110,3033"
"10,DE,DELAWARE,60,103,3001"
"19,IA,IOWA,54,92,2129"
"21,KY,KENTUCKY,54,109,3996"
"35,NM,NEW MEXICO,54,90,2340"
"15,HI,HAWAII,51,87,2025"
"01,AL,ALABAMA,47,98,1891"
"40,OK,OKLAHOMA,46,88,1818"
"54,WV,WEST VIRGINIA,40,75,1236"
"02,AK,ALASKA,39,69,1257"
"11,DC,DISTRICT OF COLUMBIA,39,53,2220"
"16,ID,IDAHO,36,74,1857"
"28,MS,MISSISSIPPI,34,63,1108"
"05,AR,ARKANSAS,32,69,2243"
"30,MT,MONTANA,32,47,864"
"56,WY,WYOMING,27,47,819"
"31,NE,NEBRASKA,24,52,1708"
"38,ND,NORTH DAKOTA,16,31,568"
"46,SD,SOUTH DAKOTA,6,11,429"
"46,,,,,"
