"SOUTH CAROLINA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from South Carolina (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"45.0","96.0","SC","SC Total Mig - US & For","53126.0","101657.0","2061364.0"
"45.0","97.0","SC","SC Total Mig - US","51582.0","98618.0","1996978.0"
"45.0","98.0","SC","SC Total Mig - Foreign","1544.0","3039.0","64387.0"
"45.0","45.0","SC","SC Non-Migrants","1571378.0","3462511.0","77385387.0"
"45.0","37.0","NC","NORTH CAROLINA","9819.0","19091.0","366520.0"
"45.0","13.0","GA","GEORGIA","6680.0","13061.0","234389.0"
"45.0","12.0","FL","FLORIDA","5958.0","10421.0","221749.0"
"45.0","51.0","VA","VIRGINIA","2842.0","5557.0","118903.0"
"45.0","48.0","TX","TEXAS","2572.0","5396.0","109727.0"
"45.0","36.0","NY","NEW YORK","2464.0","4204.0","72374.0"
"45.0","6.0","CA","CALIFORNIA","1838.0","3489.0","78980.0"
"45.0","47.0","TN","TENNESSEE","1617.0","3253.0","72156.0"
"45.0","57.0","FR","Foreign","1544.0","3039.0","64387.0"
"45.0","42.0","PA","PENNSYLVANIA","1474.0","2787.0","58750.0"
"45.0","39.0","OH","OHIO","1444.0","2668.0","57415.0"
"45.0","24.0","MD","MARYLAND","1040.0","1861.0","41744.0"
"45.0","1.0","AL","ALABAMA","881.0","1881.0","23880.0"
"45.0","26.0","MI","MICHIGAN","869.0","1609.0","34475.0"
"45.0","53.0","WA","WASHINGTON","844.0","1702.0","37415.0"
"45.0","34.0","NJ","NEW JERSEY","815.0","1448.0","31127.0"
"45.0","17.0","IL","ILLINOIS","749.0","1336.0","36483.0"
"45.0","21.0","KY","KENTUCKY","675.0","1430.0","27686.0"
"45.0","8.0","CO","COLORADO","646.0","1219.0","28369.0"
"45.0","18.0","IN","INDIANA","613.0","1212.0","25909.0"
"45.0","25.0","MA","MASSACHUSETTS","596.0","970.0","24657.0"
"45.0","4.0","AZ","ARIZONA","536.0","1060.0","23665.0"
"45.0","22.0","LA","LOUISIANA","485.0","1038.0","21629.0"
"45.0","9.0","CT","CONNECTICUT","468.0","810.0","16824.0"
"45.0","29.0","MO","MISSOURI","436.0","873.0","17724.0"
"45.0","54.0","WV","WEST VIRGINIA","426.0","816.0","15036.0"
"45.0","28.0","MS","MISSISSIPPI","383.0","812.0","15933.0"
"45.0","15.0","HI","HAWAII","381.0","810.0","15962.0"
"45.0","40.0","OK","OKLAHOMA","302.0","668.0","11785.0"
"45.0","20.0","KS","KANSAS","299.0","672.0","11644.0"
"45.0","55.0","WI","WISCONSIN","279.0","571.0","13428.0"
"45.0","5.0","AR","ARKANSAS","260.0","557.0","12815.0"
"45.0","32.0","NV","NEVADA","252.0","470.0","10477.0"
"45.0","27.0","MN","MINNESOTA","244.0","477.0","11792.0"
"45.0","2.0","AK","ALASKA","213.0","442.0","8210.0"
"45.0","11.0","DC","DISTRICT OF COLUMBIA","212.0","300.0","7913.0"
"45.0","41.0","OR","OREGON","210.0","335.0","8505.0"
"45.0","33.0","NH","NEW HAMPSHIRE","208.0","367.0","7571.0"
"45.0","19.0","IA","IOWA","194.0","383.0","8162.0"
"45.0","35.0","NM","NEW MEXICO","190.0","388.0","7992.0"
"45.0","49.0","UT","UTAH","163.0","354.0","9163.0"
"45.0","23.0","ME","MAINE","162.0","318.0","5907.0"
"45.0","10.0","DE","DELAWARE","138.0","273.0","5996.0"
"45.0","44.0","RI","RHODE ISLAND","117.0","203.0","4039.0"
"45.0","31.0","NE","NEBRASKA","115.0","221.0","4699.0"
"45.0","16.0","ID","IDAHO","106.0","173.0","3426.0"
"45.0","50.0","VT","VERMONT","87.0","137.0","3121.0"
"45.0","56.0","WY","WYOMING","79.0","154.0","3367.0"
"45.0","46.0","SD","SOUTH DAKOTA","74.0","126.0","2932.0"
"45.0","38.0","ND","NORTH DAKOTA","69.0","104.0","3047.0"
"45.0","30.0","MT","MONTANA","58.0","111.0","1506.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
