"ARKANSAS OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Arkansas (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"5.0","96.0","AR","AR Total Mig - US & For","28811.0","57956.0","1152287.0"
"5.0","97.0","AR","AR Total Mig - US","28352.0","57111.0","1134507.0"
"5.0","98.0","AR","AR Total Mig - Foreign","459.0","845.0","17779.0"
"5.0","5.0","AR","AR Non-Migrants","951286.0","2133951.0","45180047.0"
"5.0","48.0","TX","TEXAS","5654.0","11666.0","221410.0"
"5.0","40.0","OK","OKLAHOMA","2597.0","5645.0","83806.0"
"5.0","29.0","MO","MISSOURI","2400.0","4894.0","76157.0"
"5.0","12.0","FL","FLORIDA","1759.0","2986.0","74470.0"
"5.0","47.0","TN","TENNESSEE","1719.0","3318.0","65162.0"
"5.0","6.0","CA","CALIFORNIA","1374.0","2701.0","53857.0"
"5.0","22.0","LA","LOUISIANA","1220.0","2596.0","52256.0"
"5.0","28.0","MS","MISSISSIPPI","882.0","1830.0","29691.0"
"5.0","13.0","GA","GEORGIA","832.0","1678.0","35948.0"
"5.0","17.0","IL","ILLINOIS","812.0","1589.0","31549.0"
"5.0","37.0","NC","NORTH CAROLINA","612.0","1238.0","25785.0"
"5.0","8.0","CO","COLORADO","564.0","1077.0","22261.0"
"5.0","1.0","AL","ALABAMA","553.0","1096.0","23216.0"
"5.0","20.0","KS","KANSAS","533.0","1144.0","22660.0"
"5.0","4.0","AZ","ARIZONA","479.0","952.0","19107.0"
"5.0","57.0","FR","Foreign","459.0","845.0","17779.0"
"5.0","51.0","VA","VIRGINIA","445.0","935.0","20918.0"
"5.0","53.0","WA","WASHINGTON","435.0","877.0","16387.0"
"5.0","39.0","OH","OHIO","414.0","829.0","20006.0"
"5.0","26.0","MI","MICHIGAN","405.0","798.0","15294.0"
"5.0","36.0","NY","NEW YORK","403.0","731.0","16471.0"
"5.0","42.0","PA","PENNSYLVANIA","327.0","629.0","18146.0"
"5.0","18.0","IN","INDIANA","325.0","667.0","10639.0"
"5.0","21.0","KY","KENTUCKY","288.0","596.0","10983.0"
"5.0","55.0","WI","WISCONSIN","276.0","544.0","11201.0"
"5.0","19.0","IA","IOWA","248.0","509.0","8218.0"
"5.0","45.0","SC","SOUTH CAROLINA","240.0","490.0","15175.0"
"5.0","32.0","NV","NEVADA","235.0","427.0","22992.0"
"5.0","27.0","MN","MINNESOTA","234.0","488.0","18712.0"
"5.0","35.0","NM","NEW MEXICO","213.0","479.0","7197.0"
"5.0","41.0","OR","OREGON","188.0","352.0","7223.0"
"5.0","31.0","NE","NEBRASKA","186.0","391.0","6903.0"
"5.0","24.0","MD","MARYLAND","172.0","339.0","9083.0"
"5.0","34.0","NJ","NEW JERSEY","158.0","315.0","12602.0"
"5.0","49.0","UT","UTAH","136.0","314.0","5929.0"
"5.0","25.0","MA","MASSACHUSETTS","132.0","226.0","6131.0"
"5.0","2.0","AK","ALASKA","123.0","243.0","4484.0"
"5.0","15.0","HI","HAWAII","96.0","220.0","3091.0"
"5.0","56.0","WY","WYOMING","80.0","151.0","3962.0"
"5.0","16.0","ID","IDAHO","75.0","173.0","3146.0"
"5.0","11.0","DC","DISTRICT OF COLUMBIA","72.0","88.0","3308.0"
"5.0","30.0","MT","MONTANA","71.0","142.0","2450.0"
"5.0","54.0","WV","WEST VIRGINIA","71.0","159.0","3608.0"
"5.0","46.0","SD","SOUTH DAKOTA","65.0","126.0","2176.0"
"5.0","9.0","CT","CONNECTICUT","62.0","102.0","3060.0"
"5.0","38.0","ND","NORTH DAKOTA","55.0","120.0","1945.0"
"5.0","23.0","ME","MAINE","39.0","71.0","1551.0"
"5.0","10.0","DE","DELAWARE","32.0","63.0","1291.0"
"5.0","44.0","RI","RHODE ISLAND","27.0","49.0","976.0"
"5.0","33.0","NH","NEW HAMPSHIRE","21.0","37.0","1564.0"
"5.0","50.0","VT","VERMONT","13.0","21.0","352.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
