"CALIFORNIA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from California (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"6.0","96.0","CA","CA Total Mig - US & For","236494.0","436367.0","12258728.0"
"6.0","97.0","CA","CA Total Mig - US","223858.0","412899.0","11562457.0"
"6.0","98.0","CA","CA Total Mig - Foreign","12636.0","23468.0","696271.0"
"6.0","6.0","CA","CA Non-Migrants","12600855.0","28690412.0","792748023.0"
"6.0","48.0","TX","TEXAS","23621.0","48419.0","1291251.0"
"6.0","4.0","AZ","ARIZONA","15921.0","30618.0","835477.0"
"6.0","53.0","WA","WASHINGTON","15690.0","30248.0","850905.0"
"6.0","32.0","NV","NEVADA","15264.0","28563.0","816210.0"
"6.0","12.0","FL","FLORIDA","13649.0","21675.0","593474.0"
"6.0","57.0","FR","Foreign","12636.0","23468.0","696271.0"
"6.0","36.0","NY","NEW YORK","12361.0","17025.0","719521.0"
"6.0","41.0","OR","OREGON","11596.0","20794.0","553550.0"
"6.0","8.0","CO","COLORADO","9300.0","17015.0","507946.0"
"6.0","51.0","VA","VIRGINIA","7220.0","14502.0","440266.0"
"6.0","17.0","IL","ILLINOIS","6663.0","11639.0","382122.0"
"6.0","37.0","NC","NORTH CAROLINA","5875.0","12039.0","305355.0"
"6.0","13.0","GA","GEORGIA","5782.0","11000.0","272202.0"
"6.0","15.0","HI","HAWAII","5019.0","8847.0","228832.0"
"6.0","25.0","MA","MASSACHUSETTS","4730.0","7132.0","292490.0"
"6.0","49.0","UT","UTAH","4608.0","10039.0","207669.0"
"6.0","42.0","PA","PENNSYLVANIA","4086.0","6863.0","234312.0"
"6.0","26.0","MI","MICHIGAN","3700.0","6436.0","170345.0"
"6.0","24.0","MD","MARYLAND","3641.0","6696.0","214737.0"
"6.0","34.0","NJ","NEW JERSEY","3616.0","6447.0","275936.0"
"6.0","39.0","OH","OHIO","3581.0","6358.0","168101.0"
"6.0","16.0","ID","IDAHO","3337.0","6876.0","171736.0"
"6.0","47.0","TN","TENNESSEE","3162.0","6020.0","160223.0"
"6.0","29.0","MO","MISSOURI","3150.0","6085.0","139809.0"
"6.0","35.0","NM","NEW MEXICO","2793.0","5215.0","128094.0"
"6.0","27.0","MN","MINNESOTA","2768.0","5088.0","142716.0"
"6.0","40.0","OK","OKLAHOMA","2716.0","5640.0","90814.0"
"6.0","18.0","IN","INDIANA","2331.0","4460.0","106108.0"
"6.0","55.0","WI","WISCONSIN","2222.0","4111.0","100509.0"
"6.0","22.0","LA","LOUISIANA","2187.0","3997.0","86090.0"
"6.0","45.0","SC","SOUTH CAROLINA","1866.0","3573.0","92349.0"
"6.0","20.0","KS","KANSAS","1820.0","3797.0","72741.0"
"6.0","5.0","AR","ARKANSAS","1767.0","3531.0","65016.0"
"6.0","9.0","CT","CONNECTICUT","1699.0","2930.0","123301.0"
"6.0","19.0","IA","IOWA","1593.0","3060.0","63624.0"
"6.0","11.0","DC","DISTRICT OF COLUMBIA","1585.0","1901.0","85767.0"
"6.0","1.0","AL","ALABAMA","1541.0","3192.0","64665.0"
"6.0","2.0","AK","ALASKA","1527.0","2817.0","55348.0"
"6.0","30.0","MT","MONTANA","1504.0","2663.0","71375.0"
"6.0","21.0","KY","KENTUCKY","1379.0","2777.0","68736.0"
"6.0","31.0","NE","NEBRASKA","1207.0","2356.0","46220.0"
"6.0","28.0","MS","MISSISSIPPI","1024.0","1946.0","37890.0"
"6.0","56.0","WY","WYOMING","764.0","1431.0","43370.0"
"6.0","46.0","SD","SOUTH DAKOTA","628.0","1162.0","27539.0"
"6.0","33.0","NH","NEW HAMPSHIRE","608.0","1032.0","33018.0"
"6.0","23.0","ME","MAINE","588.0","1003.0","28233.0"
"6.0","44.0","RI","RHODE ISLAND","558.0","1074.0","29735.0"
"6.0","38.0","ND","NORTH DAKOTA","537.0","949.0","19573.0"
"6.0","54.0","WV","WEST VIRGINIA","382.0","696.0","15362.0"
"6.0","10.0","DE","DELAWARE","362.0","647.0","16302.0"
"6.0","50.0","VT","VERMONT","330.0","515.0","15493.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
