"COLORADO OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Colorado (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"8.0","96.0","CO","CO Total Mig - US & For","69634.0","131936.0","3303772.0"
"8.0","97.0","CO","CO Total Mig - US","67609.0","127873.0","3206535.0"
"8.0","98.0","CO","CO Total Mig - Foreign","2025.0","4063.0","97238.0"
"8.0","8.0","CO","CO Non-Migrants","1785442.0","3864553.0","112635934.0"
"8.0","6.0","CA","CALIFORNIA","8097.0","14552.0","413272.0"
"8.0","48.0","TX","TEXAS","7492.0","15839.0","388277.0"
"8.0","12.0","FL","FLORIDA","4212.0","7162.0","217305.0"
"8.0","4.0","AZ","ARIZONA","4034.0","7769.0","196719.0"
"8.0","53.0","WA","WASHINGTON","2413.0","4365.0","115691.0"
"8.0","35.0","NM","NEW MEXICO","2125.0","4270.0","82171.0"
"8.0","57.0","FR","Foreign","2025.0","4063.0","97238.0"
"8.0","36.0","NY","NEW YORK","1920.0","2973.0","86376.0"
"8.0","17.0","IL","ILLINOIS","1820.0","3127.0","88956.0"
"8.0","51.0","VA","VIRGINIA","1727.0","3538.0","105533.0"
"8.0","56.0","WY","WYOMING","1699.0","3237.0","72550.0"
"8.0","20.0","KS","KANSAS","1612.0","3340.0","61295.0"
"8.0","37.0","NC","NORTH CAROLINA","1495.0","3075.0","74319.0"
"8.0","49.0","UT","UTAH","1471.0","3172.0","70305.0"
"8.0","13.0","GA","GEORGIA","1463.0","3118.0","71100.0"
"8.0","31.0","NE","NEBRASKA","1455.0","2815.0","59089.0"
"8.0","41.0","OR","OREGON","1392.0","2303.0","59280.0"
"8.0","40.0","OK","OKLAHOMA","1358.0","2860.0","54407.0"
"8.0","32.0","NV","NEVADA","1352.0","2536.0","64050.0"
"8.0","42.0","PA","PENNSYLVANIA","1308.0","2399.0","64296.0"
"8.0","29.0","MO","MISSOURI","1295.0","2565.0","55944.0"
"8.0","26.0","MI","MICHIGAN","1237.0","2063.0","45562.0"
"8.0","27.0","MN","MINNESOTA","1182.0","2095.0","54920.0"
"8.0","39.0","OH","OHIO","1108.0","2080.0","48599.0"
"8.0","55.0","WI","WISCONSIN","991.0","1789.0","41872.0"
"8.0","25.0","MA","MASSACHUSETTS","921.0","1383.0","47938.0"
"8.0","47.0","TN","TENNESSEE","886.0","1689.0","40728.0"
"8.0","19.0","IA","IOWA","869.0","1605.0","35159.0"
"8.0","30.0","MT","MONTANA","822.0","1475.0","34260.0"
"8.0","24.0","MD","MARYLAND","820.0","1577.0","44728.0"
"8.0","18.0","IN","INDIANA","753.0","1433.0","33919.0"
"8.0","16.0","ID","IDAHO","686.0","1400.0","29790.0"
"8.0","15.0","HI","HAWAII","682.0","1327.0","34309.0"
"8.0","22.0","LA","LOUISIANA","676.0","1418.0","31652.0"
"8.0","45.0","SC","SOUTH CAROLINA","626.0","1211.0","27358.0"
"8.0","2.0","AK","ALASKA","567.0","1033.0","23934.0"
"8.0","46.0","SD","SOUTH DAKOTA","563.0","1006.0","21669.0"
"8.0","34.0","NJ","NEW JERSEY","540.0","918.0","28967.0"
"8.0","1.0","AL","ALABAMA","524.0","1125.0","25535.0"
"8.0","5.0","AR","ARKANSAS","481.0","975.0","19636.0"
"8.0","38.0","ND","NORTH DAKOTA","468.0","946.0","22898.0"
"8.0","21.0","KY","KENTUCKY","450.0","964.0","19954.0"
"8.0","28.0","MS","MISSISSIPPI","382.0","682.0","12461.0"
"8.0","9.0","CT","CONNECTICUT","336.0","569.0","19551.0"
"8.0","11.0","DC","DISTRICT OF COLUMBIA","273.0","333.0","15993.0"
"8.0","33.0","NH","NEW HAMPSHIRE","242.0","381.0","9406.0"
"8.0","23.0","ME","MAINE","226.0","395.0","8962.0"
"8.0","50.0","VT","VERMONT","201.0","310.0","8100.0"
"8.0","54.0","WV","WEST VIRGINIA","176.0","347.0","9029.0"
"8.0","44.0","RI","RHODE ISLAND","103.0","189.0","4585.0"
"8.0","10.0","DE","DELAWARE","78.0","140.0","4129.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
