"GEORGIA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Georgia (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"13.0","96.0","GA","GA Total Mig - US & For","115237.0","228743.0","4854068.0"
"13.0","97.0","GA","GA Total Mig - US","111863.0","221836.0","4698965.0"
"13.0","98.0","GA","GA Total Mig - Foreign","3374.0","6907.0","155103.0"
"13.0","13.0","GA","GA Non-Migrants","3248903.0","7394885.0","170667651.0"
"13.0","12.0","FL","FLORIDA","20425.0","37086.0","796267.0"
"13.0","48.0","TX","TEXAS","8410.0","18373.0","392220.0"
"13.0","1.0","AL","ALABAMA","8101.0","17114.0","284400.0"
"13.0","37.0","NC","NORTH CAROLINA","7346.0","15113.0","347264.0"
"13.0","45.0","SC","SOUTH CAROLINA","6524.0","13407.0","268087.0"
"13.0","47.0","TN","TENNESSEE","6188.0","12302.0","252733.0"
"13.0","6.0","CA","CALIFORNIA","5658.0","10518.0","248533.0"
"13.0","36.0","NY","NEW YORK","5010.0","9101.0","192546.0"
"13.0","51.0","VA","VIRGINIA","4541.0","9462.0","228849.0"
"13.0","57.0","FR","Foreign","3374.0","6907.0","155103.0"
"13.0","17.0","IL","ILLINOIS","2620.0","5003.0","122583.0"
"13.0","39.0","OH","OHIO","2535.0","4982.0","106210.0"
"13.0","24.0","MD","MARYLAND","2304.0","4483.0","102515.0"
"13.0","22.0","LA","LOUISIANA","2197.0","4639.0","68649.0"
"13.0","42.0","PA","PENNSYLVANIA","2151.0","4252.0","104147.0"
"13.0","26.0","MI","MICHIGAN","2076.0","3935.0","64297.0"
"13.0","34.0","NJ","NEW JERSEY","1911.0","3586.0","82337.0"
"13.0","8.0","CO","COLORADO","1820.0","3603.0","85688.0"
"13.0","53.0","WA","WASHINGTON","1713.0","3701.0","78882.0"
"13.0","28.0","MS","MISSISSIPPI","1623.0","3399.0","53147.0"
"13.0","21.0","KY","KENTUCKY","1614.0","3603.0","68240.0"
"13.0","18.0","IN","INDIANA","1362.0","2757.0","55727.0"
"13.0","4.0","AZ","ARIZONA","1325.0","2682.0","63041.0"
"13.0","29.0","MO","MISSOURI","1290.0","2680.0","53579.0"
"13.0","25.0","MA","MASSACHUSETTS","1287.0","2275.0","61626.0"
"13.0","40.0","OK","OKLAHOMA","915.0","2123.0","33234.0"
"13.0","55.0","WI","WISCONSIN","777.0","1573.0","38407.0"
"13.0","9.0","CT","CONNECTICUT","775.0","1519.0","46572.0"
"13.0","20.0","KS","KANSAS","773.0","1787.0","33246.0"
"13.0","5.0","AR","ARKANSAS","739.0","1522.0","31968.0"
"13.0","27.0","MN","MINNESOTA","739.0","1478.0","39383.0"
"13.0","15.0","HI","HAWAII","724.0","1653.0","28067.0"
"13.0","32.0","NV","NEVADA","645.0","1203.0","28086.0"
"13.0","11.0","DC","DISTRICT OF COLUMBIA","555.0","749.0","24008.0"
"13.0","41.0","OR","OREGON","550.0","1000.0","20222.0"
"13.0","2.0","AK","ALASKA","535.0","1164.0","20297.0"
"13.0","54.0","WV","WEST VIRGINIA","446.0","857.0","15048.0"
"13.0","19.0","IA","IOWA","429.0","877.0","18873.0"
"13.0","35.0","NM","NEW MEXICO","422.0","850.0","14929.0"
"13.0","49.0","UT","UTAH","407.0","929.0","21431.0"
"13.0","10.0","DE","DELAWARE","327.0","630.0","12681.0"
"13.0","31.0","NE","NEBRASKA","300.0","658.0","15288.0"
"13.0","23.0","ME","MAINE","260.0","425.0","9915.0"
"13.0","33.0","NH","NEW HAMPSHIRE","248.0","463.0","12696.0"
"13.0","16.0","ID","IDAHO","247.0","495.0","10524.0"
"13.0","44.0","RI","RHODE ISLAND","225.0","440.0","9353.0"
"13.0","30.0","MT","MONTANA","195.0","363.0","11371.0"
"13.0","46.0","SD","SOUTH DAKOTA","169.0","284.0","6036.0"
"13.0","50.0","VT","VERMONT","156.0","223.0","5425.0"
"13.0","56.0","WY","WYOMING","153.0","270.0","6004.0"
"13.0","38.0","ND","NORTH DAKOTA","121.0","245.0","4336.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
