"TEXAS OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Texas (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"48.0","96.0","TX","TX Total Mig - US & For","177637.0","356888.0","8563168.0"
"48.0","97.0","TX","TX Total Mig - US","169226.0","339560.0","8054056.0"
"48.0","98.0","TX","TX Total Mig - Foreign","8411.0","17328.0","509111.0"
"48.0","48.0","TX","TX Non-Migrants","8264977.0","19251628.0","462263672.0"
"48.0","6.0","CA","CALIFORNIA","18070.0","34901.0","912052.0"
"48.0","12.0","FL","FLORIDA","14220.0","25376.0","600006.0"
"48.0","22.0","LA","LOUISIANA","9438.0","19484.0","372352.0"
"48.0","40.0","OK","OKLAHOMA","8986.0","18957.0","400860.0"
"48.0","57.0","FR","Foreign","8411.0","17328.0","509111.0"
"48.0","8.0","CO","COLORADO","7147.0","14546.0","398033.0"
"48.0","13.0","GA","GEORGIA","6685.0","14322.0","302502.0"
"48.0","36.0","NY","NEW YORK","6196.0","10197.0","306039.0"
"48.0","51.0","VA","VIRGINIA","5858.0","12468.0","361231.0"
"48.0","4.0","AZ","ARIZONA","5445.0","11024.0","250864.0"
"48.0","37.0","NC","NORTH CAROLINA","5367.0","11512.0","253512.0"
"48.0","35.0","NM","NEW MEXICO","5366.0","11244.0","212923.0"
"48.0","5.0","AR","ARKANSAS","5262.0","10782.0","209384.0"
"48.0","53.0","WA","WASHINGTON","5126.0","10628.0","261240.0"
"48.0","17.0","IL","ILLINOIS","5096.0","9780.0","277175.0"
"48.0","29.0","MO","MISSOURI","3890.0","8003.0","174747.0"
"48.0","47.0","TN","TENNESSEE","3859.0","7951.0","178916.0"
"48.0","39.0","OH","OHIO","3489.0","6874.0","169785.0"
"48.0","42.0","PA","PENNSYLVANIA","3357.0","6798.0","211205.0"
"48.0","26.0","MI","MICHIGAN","3229.0","6281.0","122526.0"
"48.0","20.0","KS","KANSAS","3157.0","6987.0","130862.0"
"48.0","24.0","MD","MARYLAND","2792.0","5520.0","149870.0"
"48.0","1.0","AL","ALABAMA","2718.0","6016.0","131406.0"
"48.0","28.0","MS","MISSISSIPPI","2361.0","4910.0","96532.0"
"48.0","32.0","NV","NEVADA","2336.0","4534.0","108383.0"
"48.0","18.0","IN","INDIANA","2311.0","4917.0","94141.0"
"48.0","34.0","NJ","NEW JERSEY","2153.0","4079.0","134660.0"
"48.0","45.0","SC","SOUTH CAROLINA","2102.0","4419.0","108794.0"
"48.0","27.0","MN","MINNESOTA","1970.0","3940.0","89760.0"
"48.0","21.0","KY","KENTUCKY","1961.0","4562.0","88763.0"
"48.0","25.0","MA","MASSACHUSETTS","1855.0","3109.0","109611.0"
"48.0","15.0","HI","HAWAII","1772.0","3900.0","81182.0"
"48.0","41.0","OR","OREGON","1729.0","3189.0","82222.0"
"48.0","55.0","WI","WISCONSIN","1723.0","3412.0","80362.0"
"48.0","49.0","UT","UTAH","1467.0","3342.0","75718.0"
"48.0","19.0","IA","IOWA","1397.0","2954.0","56085.0"
"48.0","31.0","NE","NEBRASKA","1279.0","2754.0","58407.0"
"48.0","2.0","AK","ALASKA","1240.0","2636.0","63410.0"
"48.0","9.0","CT","CONNECTICUT","884.0","1639.0","61415.0"
"48.0","16.0","ID","IDAHO","783.0","1761.0","35177.0"
"48.0","11.0","DC","DISTRICT OF COLUMBIA","713.0","945.0","30341.0"
"48.0","56.0","WY","WYOMING","655.0","1340.0","30728.0"
"48.0","30.0","MT","MONTANA","607.0","1247.0","29327.0"
"48.0","46.0","SD","SOUTH DAKOTA","570.0","1150.0","22932.0"
"48.0","38.0","ND","NORTH DAKOTA","534.0","1178.0","23147.0"
"48.0","54.0","WV","WEST VIRGINIA","503.0","1027.0","24880.0"
"48.0","33.0","NH","NEW HAMPSHIRE","425.0","759.0","23277.0"
"48.0","23.0","ME","MAINE","399.0","784.0","17548.0"
"48.0","10.0","DE","DELAWARE","336.0","651.0","15085.0"
"48.0","44.0","RI","RHODE ISLAND","250.0","490.0","13325.0"
"48.0","50.0","VT","VERMONT","158.0","281.0","11354.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
