"WISCONSIN OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Wisconsin (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"55.0","96.0","WI","WI Total Mig - US & For","46311.0","80633.0","2155066.0"
"55.0","97.0","WI","WI Total Mig - US","45464.0","79212.0","2119463.0"
"55.0","98.0","WI","WI Total Mig - Foreign","847.0","1421.0","35603.0"
"55.0","55.0","WI","WI Non-Migrants","2235285.0","4766702.0","129762415.0"
"55.0","27.0","MN","MINNESOTA","6778.0","10626.0","259056.0"
"55.0","17.0","IL","ILLINOIS","6277.0","10958.0","272767.0"
"55.0","12.0","FL","FLORIDA","3694.0","5932.0","236852.0"
"55.0","48.0","TX","TEXAS","2621.0","5196.0","132427.0"
"55.0","6.0","CA","CALIFORNIA","2574.0","4303.0","120779.0"
"55.0","26.0","MI","MICHIGAN","1922.0","3517.0","84321.0"
"55.0","4.0","AZ","ARIZONA","1675.0","2908.0","79745.0"
"55.0","8.0","CO","COLORADO","1407.0","2261.0","56538.0"
"55.0","19.0","IA","IOWA","1388.0","2475.0","57887.0"
"55.0","13.0","GA","GEORGIA","1042.0","1946.0","56213.0"
"55.0","36.0","NY","NEW YORK","1029.0","1522.0","45611.0"
"55.0","18.0","IN","INDIANA","1019.0","1981.0","47505.0"
"55.0","37.0","NC","NORTH CAROLINA","1004.0","1888.0","49809.0"
"55.0","53.0","WA","WASHINGTON","982.0","1687.0","44198.0"
"55.0","29.0","MO","MISSOURI","864.0","1757.0","44982.0"
"55.0","39.0","OH","OHIO","859.0","1686.0","48953.0"
"55.0","57.0","FR","Foreign","847.0","1421.0","35603.0"
"55.0","47.0","TN","TENNESSEE","812.0","1547.0","36953.0"
"55.0","51.0","VA","VIRGINIA","804.0","1445.0","41529.0"
"55.0","42.0","PA","PENNSYLVANIA","614.0","1163.0","35948.0"
"55.0","41.0","OR","OREGON","565.0","860.0","22951.0"
"55.0","32.0","NV","NEVADA","464.0","752.0","20754.0"
"55.0","25.0","MA","MASSACHUSETTS","447.0","697.0","23979.0"
"55.0","45.0","SC","SOUTH CAROLINA","429.0","793.0","22970.0"
"55.0","24.0","MD","MARYLAND","392.0","667.0","22194.0"
"55.0","21.0","KY","KENTUCKY","370.0","719.0","17777.0"
"55.0","5.0","AR","ARKANSAS","365.0","744.0","15503.0"
"55.0","20.0","KS","KANSAS","352.0","678.0","16706.0"
"55.0","40.0","OK","OKLAHOMA","350.0","651.0","13065.0"
"55.0","38.0","ND","NORTH DAKOTA","335.0","604.0","13383.0"
"55.0","34.0","NJ","NEW JERSEY","334.0","630.0","18682.0"
"55.0","28.0","MS","MISSISSIPPI","293.0","614.0","11080.0"
"55.0","1.0","AL","ALABAMA","278.0","562.0","12428.0"
"55.0","46.0","SD","SOUTH DAKOTA","276.0","510.0","11169.0"
"55.0","30.0","MT","MONTANA","267.0","445.0","10789.0"
"55.0","49.0","UT","UTAH","267.0","516.0","12386.0"
"55.0","22.0","LA","LOUISIANA","261.0","474.0","9921.0"
"55.0","2.0","AK","ALASKA","258.0","424.0","9809.0"
"55.0","31.0","NE","NEBRASKA","254.0","450.0","10434.0"
"55.0","35.0","NM","NEW MEXICO","244.0","439.0","10747.0"
"55.0","15.0","HI","HAWAII","210.0","337.0","7286.0"
"55.0","11.0","DC","DISTRICT OF COLUMBIA","203.0","215.0","7097.0"
"55.0","9.0","CT","CONNECTICUT","190.0","361.0","16163.0"
"55.0","56.0","WY","WYOMING","166.0","258.0","6169.0"
"55.0","16.0","ID","IDAHO","141.0","265.0","6335.0"
"55.0","23.0","ME","MAINE","82.0","162.0","4083.0"
"55.0","33.0","NH","NEW HAMPSHIRE","79.0","150.0","4863.0"
"55.0","54.0","WV","WEST VIRGINIA","69.0","125.0","2588.0"
"55.0","10.0","DE","DELAWARE","58.0","162.0","1794.0"
"55.0","50.0","VT","VERMONT","56.0","83.0","2388.0"
"55.0","44.0","RI","RHODE ISLAND","44.0","67.0","1898.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
