"OREGON OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Oregon (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"41.0","96.0","OR","OR Total Mig - US & For","43133.0","78298.0","1800490.0"
"41.0","97.0","OR","OR Total Mig - US","42231.0","76798.0","1764898.0"
"41.0","98.0","OR","OR Total Mig - Foreign","902.0","1500.0","35592.0"
"41.0","41.0","OR","OR Non-Migrants","1338312.0","2843824.0","73063887.0"
"41.0","53.0","WA","WASHINGTON","10441.0","19490.0","462558.0"
"41.0","6.0","CA","CALIFORNIA","8231.0","14693.0","347209.0"
"41.0","4.0","AZ","ARIZONA","2165.0","3931.0","100994.0"
"41.0","48.0","TX","TEXAS","1905.0","3732.0","81448.0"
"41.0","16.0","ID","IDAHO","1865.0","3891.0","64129.0"
"41.0","12.0","FL","FLORIDA","1434.0","2239.0","58478.0"
"41.0","8.0","CO","COLORADO","1282.0","2278.0","56490.0"
"41.0","32.0","NV","NEVADA","1161.0","2064.0","48766.0"
"41.0","36.0","NY","NEW YORK","937.0","1393.0","36169.0"
"41.0","57.0","FR","Foreign","902.0","1500.0","35592.0"
"41.0","49.0","UT","UTAH","895.0","1776.0","31886.0"
"41.0","2.0","AK","ALASKA","810.0","1464.0","32738.0"
"41.0","30.0","MT","MONTANA","726.0","1263.0","26588.0"
"41.0","15.0","HI","HAWAII","698.0","1180.0","24926.0"
"41.0","17.0","IL","ILLINOIS","591.0","984.0","24661.0"
"41.0","37.0","NC","NORTH CAROLINA","581.0","1107.0","22986.0"
"41.0","51.0","VA","VIRGINIA","519.0","968.0","24327.0"
"41.0","27.0","MN","MINNESOTA","500.0","879.0","24140.0"
"41.0","13.0","GA","GEORGIA","449.0","763.0","16834.0"
"41.0","42.0","PA","PENNSYLVANIA","430.0","727.0","17164.0"
"41.0","26.0","MI","MICHIGAN","411.0","726.0","15823.0"
"41.0","29.0","MO","MISSOURI","409.0","791.0","13288.0"
"41.0","25.0","MA","MASSACHUSETTS","394.0","580.0","19369.0"
"41.0","35.0","NM","NEW MEXICO","382.0","664.0","14482.0"
"41.0","39.0","OH","OHIO","364.0","640.0","15008.0"
"41.0","55.0","WI","WISCONSIN","313.0","571.0","13711.0"
"41.0","40.0","OK","OKLAHOMA","306.0","616.0","8998.0"
"41.0","18.0","IN","INDIANA","299.0","558.0","13380.0"
"41.0","24.0","MD","MARYLAND","295.0","499.0","16260.0"
"41.0","47.0","TN","TENNESSEE","292.0","571.0","10042.0"
"41.0","56.0","WY","WYOMING","290.0","584.0","14882.0"
"41.0","20.0","KS","KANSAS","246.0","478.0","7955.0"
"41.0","19.0","IA","IOWA","221.0","406.0","7409.0"
"41.0","34.0","NJ","NEW JERSEY","203.0","381.0","9943.0"
"41.0","22.0","LA","LOUISIANA","195.0","360.0","7320.0"
"41.0","45.0","SC","SOUTH CAROLINA","195.0","388.0","9328.0"
"41.0","21.0","KY","KENTUCKY","186.0","346.0","6926.0"
"41.0","31.0","NE","NEBRASKA","185.0","360.0","6864.0"
"41.0","5.0","AR","ARKANSAS","171.0","362.0","5261.0"
"41.0","1.0","AL","ALABAMA","160.0","312.0","5338.0"
"41.0","38.0","ND","NORTH DAKOTA","155.0","271.0","4423.0"
"41.0","46.0","SD","SOUTH DAKOTA","141.0","252.0","4671.0"
"41.0","11.0","DC","DISTRICT OF COLUMBIA","134.0","169.0","5118.0"
"41.0","9.0","CT","CONNECTICUT","124.0","202.0","6788.0"
"41.0","23.0","ME","MAINE","112.0","172.0","3971.0"
"41.0","50.0","VT","VERMONT","111.0","167.0","3626.0"
"41.0","28.0","MS","MISSISSIPPI","94.0","170.0","3200.0"
"41.0","33.0","NH","NEW HAMPSHIRE","85.0","146.0","3692.0"
"41.0","44.0","RI","RHODE ISLAND","56.0","84.0","1988.0"
"41.0","54.0","WV","WEST VIRGINIA","49.0","93.0","2029.0"
"41.0","10.0","DE","DELAWARE","33.0","57.0","1317.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
