"NEW HAMPSHIRE OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from New Hampshire (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"33.0","96.0","NH","NH Total Mig - US & For","20544.0","32573.0","941395.0"
"33.0","97.0","NH","NH Total Mig - US","20205.0","32003.0","925371.0"
"33.0","98.0","NH","NH Total Mig - Foreign","339.0","570.0","16024.0"
"33.0","33.0","NH","NH Non-Migrants","518053.0","1062201.0","33780900.0"
"33.0","25.0","MA","MASSACHUSETTS","5487.0","8199.0","262285.0"
"33.0","12.0","FL","FLORIDA","2628.0","3982.0","114506.0"
"33.0","23.0","ME","MAINE","1752.0","2811.0","71407.0"
"33.0","50.0","VT","VERMONT","1210.0","1955.0","41815.0"
"33.0","36.0","NY","NEW YORK","1010.0","1429.0","44223.0"
"33.0","6.0","CA","CALIFORNIA","850.0","1326.0","43004.0"
"33.0","37.0","NC","NORTH CAROLINA","581.0","1075.0","25170.0"
"33.0","48.0","TX","TEXAS","541.0","975.0","25527.0"
"33.0","9.0","CT","CONNECTICUT","522.0","804.0","25224.0"
"33.0","51.0","VA","VIRGINIA","522.0","917.0","28393.0"
"33.0","42.0","PA","PENNSYLVANIA","453.0","793.0","22727.0"
"33.0","8.0","CO","COLORADO","358.0","535.0","15649.0"
"33.0","13.0","GA","GEORGIA","341.0","608.0","17081.0"
"33.0","57.0","FR","Foreign","339.0","570.0","16024.0"
"33.0","45.0","SC","SOUTH CAROLINA","320.0","545.0","13269.0"
"33.0","4.0","AZ","ARIZONA","295.0","485.0","11402.0"
"33.0","34.0","NJ","NEW JERSEY","247.0","440.0","14687.0"
"33.0","53.0","WA","WASHINGTON","228.0","380.0","10890.0"
"33.0","24.0","MD","MARYLAND","226.0","360.0","12078.0"
"33.0","44.0","RI","RHODE ISLAND","218.0","328.0","10511.0"
"33.0","39.0","OH","OHIO","196.0","343.0","10165.0"
"33.0","17.0","IL","ILLINOIS","193.0","327.0","13295.0"
"33.0","47.0","TN","TENNESSEE","189.0","337.0","7100.0"
"33.0","26.0","MI","MICHIGAN","140.0","262.0","6793.0"
"33.0","11.0","DC","DISTRICT OF COLUMBIA","119.0","145.0","5880.0"
"33.0","41.0","OR","OREGON","102.0","149.0","4079.0"
"33.0","27.0","MN","MINNESOTA","101.0","167.0","7160.0"
"33.0","32.0","NV","NEVADA","88.0","126.0","3724.0"
"33.0","18.0","IN","INDIANA","85.0","139.0","6345.0"
"33.0","35.0","NM","NEW MEXICO","82.0","151.0","4132.0"
"33.0","29.0","MO","MISSOURI","80.0","136.0","3616.0"
"33.0","49.0","UT","UTAH","80.0","159.0","3318.0"
"33.0","21.0","KY","KENTUCKY","79.0","142.0","2912.0"
"33.0","1.0","AL","ALABAMA","73.0","146.0","2980.0"
"33.0","15.0","HI","HAWAII","70.0","104.0","1960.0"
"33.0","55.0","WI","WISCONSIN","70.0","118.0","3218.0"
"33.0","40.0","OK","OKLAHOMA","60.0","113.0","2816.0"
"33.0","19.0","IA","IOWA","58.0","106.0","2361.0"
"33.0","20.0","KS","KANSAS","58.0","97.0","2693.0"
"33.0","30.0","MT","MONTANA","57.0","83.0","3111.0"
"33.0","22.0","LA","LOUISIANA","55.0","94.0","2328.0"
"33.0","2.0","AK","ALASKA","49.0","77.0","1670.0"
"33.0","16.0","ID","IDAHO","46.0","81.0","1803.0"
"33.0","54.0","WV","WEST VIRGINIA","46.0","79.0","2556.0"
"33.0","56.0","WY","WYOMING","43.0","57.0","1336.0"
"33.0","28.0","MS","MISSISSIPPI","41.0","69.0","2098.0"
"33.0","31.0","NE","NEBRASKA","38.0","52.0","1518.0"
"33.0","5.0","AR","ARKANSAS","35.0","56.0","1552.0"
"33.0","10.0","DE","DELAWARE","35.0","62.0","1463.0"
"33.0","46.0","SD","SOUTH DAKOTA","31.0","55.0","564.0"
"33.0","38.0","ND","NORTH DAKOTA","17.0","24.0","979.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
