"MISSOURI OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Missouri (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"29.0","96.0","MO","MO Total Mig - US & For","61995.0","118149.0","2801961.0"
"29.0","97.0","MO","MO Total Mig - US","60740.0","115708.0","2747607.0"
"29.0","98.0","MO","MO Total Mig - Foreign","1255.0","2441.0","54354.0"
"29.0","29.0","MO","MO Non-Migrants","2141367.0","4610642.0","116224568.0"
"29.0","20.0","KS","KANSAS","8563.0","15544.0","411013.0"
"29.0","17.0","IL","ILLINOIS","6089.0","10655.0","251158.0"
"29.0","48.0","TX","TEXAS","5352.0","10814.0","250560.0"
"29.0","12.0","FL","FLORIDA","4056.0","6948.0","208867.0"
"29.0","6.0","CA","CALIFORNIA","3494.0","6138.0","147755.0"
"29.0","5.0","AR","ARKANSAS","3070.0","6646.0","95542.0"
"29.0","40.0","OK","OKLAHOMA","1871.0","3869.0","65204.0"
"29.0","8.0","CO","COLORADO","1855.0","3386.0","78405.0"
"29.0","19.0","IA","IOWA","1593.0","3214.0","60701.0"
"29.0","13.0","GA","GEORGIA","1549.0","3066.0","63686.0"
"29.0","47.0","TN","TENNESSEE","1524.0","2991.0","65453.0"
"29.0","4.0","AZ","ARIZONA","1449.0","2712.0","69446.0"
"29.0","37.0","NC","NORTH CAROLINA","1304.0","2729.0","62110.0"
"29.0","57.0","FR","Foreign","1255.0","2441.0","54354.0"
"29.0","36.0","NY","NEW YORK","1248.0","2027.0","56635.0"
"29.0","51.0","VA","VIRGINIA","1164.0","2217.0","59977.0"
"29.0","18.0","IN","INDIANA","1113.0","2281.0","52254.0"
"29.0","53.0","WA","WASHINGTON","1095.0","2166.0","52544.0"
"29.0","21.0","KY","KENTUCKY","1084.0","2284.0","52979.0"
"29.0","26.0","MI","MICHIGAN","1030.0","1985.0","45273.0"
"29.0","39.0","OH","OHIO","1008.0","1972.0","53058.0"
"29.0","31.0","NE","NEBRASKA","910.0","1912.0","36566.0"
"29.0","27.0","MN","MINNESOTA","806.0","1619.0","40098.0"
"29.0","22.0","LA","LOUISIANA","759.0","1531.0","33117.0"
"29.0","42.0","PA","PENNSYLVANIA","713.0","1359.0","45718.0"
"29.0","55.0","WI","WISCONSIN","685.0","1317.0","33429.0"
"29.0","1.0","AL","ALABAMA","613.0","1265.0","28323.0"
"29.0","41.0","OR","OREGON","543.0","955.0","20744.0"
"29.0","28.0","MS","MISSISSIPPI","534.0","1112.0","19049.0"
"29.0","32.0","NV","NEVADA","519.0","954.0","27345.0"
"29.0","45.0","SC","SOUTH CAROLINA","512.0","1055.0","23934.0"
"29.0","24.0","MD","MARYLAND","509.0","893.0","25984.0"
"29.0","25.0","MA","MASSACHUSETTS","504.0","844.0","33308.0"
"29.0","34.0","NJ","NEW JERSEY","399.0","770.0","24509.0"
"29.0","35.0","NM","NEW MEXICO","387.0","743.0","21234.0"
"29.0","15.0","HI","HAWAII","384.0","804.0","14590.0"
"29.0","49.0","UT","UTAH","354.0","793.0","13378.0"
"29.0","2.0","AK","ALASKA","273.0","603.0","10335.0"
"29.0","46.0","SD","SOUTH DAKOTA","236.0","486.0","10796.0"
"29.0","9.0","CT","CONNECTICUT","215.0","440.0","18759.0"
"29.0","30.0","MT","MONTANA","195.0","396.0","7317.0"
"29.0","11.0","DC","DISTRICT OF COLUMBIA","186.0","217.0","11202.0"
"29.0","16.0","ID","IDAHO","179.0","406.0","7476.0"
"29.0","56.0","WY","WYOMING","179.0","379.0","6889.0"
"29.0","38.0","ND","NORTH DAKOTA","146.0","286.0","6389.0"
"29.0","54.0","WV","WEST VIRGINIA","139.0","278.0","5349.0"
"29.0","23.0","ME","MAINE","97.0","163.0","4117.0"
"29.0","33.0","NH","NEW HAMPSHIRE","85.0","182.0","6409.0"
"29.0","10.0","DE","DELAWARE","73.0","145.0","4458.0"
"29.0","44.0","RI","RHODE ISLAND","53.0","73.0","2013.0"
"29.0","50.0","VT","VERMONT","42.0","84.0","2151.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
