"NORTH CAROLINA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from North Carolina (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"37.0","96.0","NC","NC Total Mig - US & For","105349.0","208647.0","4622616.0"
"37.0","97.0","NC","NC Total Mig - US","101963.0","201396.0","4479592.0"
"37.0","98.0","NC","NC Total Mig - Foreign","3386.0","7251.0","143024.0"
"37.0","37.0","NC","NC Non-Migrants","3220881.0","7220819.0","171210873.0"
"37.0","12.0","FL","FLORIDA","11998.0","22244.0","560434.0"
"37.0","45.0","SC","SOUTH CAROLINA","10245.0","20384.0","460910.0"
"37.0","51.0","VA","VIRGINIA","10112.0","20699.0","459947.0"
"37.0","13.0","GA","GEORGIA","7071.0","14016.0","297452.0"
"37.0","48.0","TX","TEXAS","6301.0","14074.0","291591.0"
"37.0","36.0","NY","NEW YORK","5760.0","10171.0","211603.0"
"37.0","6.0","CA","CALIFORNIA","5518.0","11099.0","265129.0"
"37.0","42.0","PA","PENNSYLVANIA","3567.0","6741.0","170058.0"
"37.0","47.0","TN","TENNESSEE","3482.0","6860.0","141483.0"
"37.0","57.0","FR","Foreign","3386.0","7251.0","143024.0"
"37.0","24.0","MD","MARYLAND","3017.0","5716.0","131225.0"
"37.0","39.0","OH","OHIO","2856.0","5492.0","113411.0"
"37.0","34.0","NJ","NEW JERSEY","2165.0","4125.0","98277.0"
"37.0","26.0","MI","MICHIGAN","1900.0","3613.0","66666.0"
"37.0","17.0","IL","ILLINOIS","1881.0","3618.0","88396.0"
"37.0","8.0","CO","COLORADO","1868.0","3648.0","88134.0"
"37.0","25.0","MA","MASSACHUSETTS","1636.0","2889.0","77835.0"
"37.0","53.0","WA","WASHINGTON","1608.0","3360.0","70891.0"
"37.0","1.0","AL","ALABAMA","1517.0","3256.0","69170.0"
"37.0","4.0","AZ","ARIZONA","1410.0","2845.0","62737.0"
"37.0","21.0","KY","KENTUCKY","1286.0","2697.0","52086.0"
"37.0","22.0","LA","LOUISIANA","1233.0","2888.0","45980.0"
"37.0","18.0","IN","INDIANA","1152.0","2279.0","48843.0"
"37.0","29.0","MO","MISSOURI","1066.0","2291.0","48570.0"
"37.0","54.0","WV","WEST VIRGINIA","1060.0","2105.0","33696.0"
"37.0","9.0","CT","CONNECTICUT","898.0","1647.0","49092.0"
"37.0","40.0","OK","OKLAHOMA","780.0","1819.0","30484.0"
"37.0","15.0","HI","HAWAII","765.0","1847.0","28156.0"
"37.0","55.0","WI","WISCONSIN","764.0","1481.0","34497.0"
"37.0","11.0","DC","DISTRICT OF COLUMBIA","750.0","1004.0","30806.0"
"37.0","28.0","MS","MISSISSIPPI","691.0","1401.0","25254.0"
"37.0","27.0","MN","MINNESOTA","672.0","1292.0","35108.0"
"37.0","20.0","KS","KANSAS","666.0","1560.0","30353.0"
"37.0","32.0","NV","NEVADA","582.0","1045.0","22307.0"
"37.0","41.0","OR","OREGON","577.0","960.0","25661.0"
"37.0","5.0","AR","ARKANSAS","568.0","1193.0","25009.0"
"37.0","2.0","AK","ALASKA","471.0","1016.0","17805.0"
"37.0","19.0","IA","IOWA","463.0","933.0","20975.0"
"37.0","35.0","NM","NEW MEXICO","427.0","811.0","19031.0"
"37.0","33.0","NH","NEW HAMPSHIRE","410.0","768.0","17801.0"
"37.0","49.0","UT","UTAH","388.0","875.0","16671.0"
"37.0","23.0","ME","MAINE","379.0","679.0","14760.0"
"37.0","10.0","DE","DELAWARE","354.0","702.0","14560.0"
"37.0","44.0","RI","RHODE ISLAND","279.0","563.0","11158.0"
"37.0","31.0","NE","NEBRASKA","259.0","550.0","11481.0"
"37.0","16.0","ID","IDAHO","246.0","527.0","10130.0"
"37.0","50.0","VT","VERMONT","245.0","408.0","9306.0"
"37.0","30.0","MT","MONTANA","191.0","343.0","7762.0"
"37.0","46.0","SD","SOUTH DAKOTA","161.0","326.0","6963.0"
"37.0","56.0","WY","WYOMING","138.0","272.0","4997.0"
"37.0","38.0","ND","NORTH DAKOTA","130.0","264.0","4939.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
