"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,33-NewHampshire,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,New Hampshire,20087,37221,688737"
"25,Ma,Massachusetts,7912,14543,279388"
"23,Me,Maine,1712,3026,43958"
"50,Vt,Vermont,1209,2153,33083"
"12,Fl,Florida,1128,2004,27026"
"36,NY,New York,1071,1959,40510"
"09,Ct,Connecticut,863,1583,39572"
"06,Ca,California,760,1464,27840"
"57,FR,Foreign,679,1122,16446"
"34,NJ,New Jersey,414,758,20205"
"42,Pa,Pennsylvania,403,773,17209"
"51,Va,Virginia,364,750,13722"
"48,Tx,Texas,324,709,16576"
"44,RI,Rhode Island,298,535,15436"
"37,NC,North Carolina,238,473,6426"
"24,Md,Maryland,219,426,9131"
"39,Oh,Ohio,204,425,8241"
"08,Co,Colorado,183,349,5491"
"26,Mi,Michigan,158,307,4841"
"13,Ga,Georgia,157,334,5274"
"04,Az,Arizona,154,291,4491"
"17,Il,Illinois,148,314,6669"
"45,SC,South Carolina,147,300,3666"
"53,Wa,Washington,130,226,3661"
"47,Tn,Tennessee,89,163,3594"
"55,Wi,Wisconsin,79,151,3016"
"15,Hi,Hawaii,75,146,1953"
"22,La,Louisiana,70,132,1816"
"27,Mn,Minnesota,67,119,2196"
"29,Mo,Missouri,66,160,2824"
"18,In,Indiana,62,119,2664"
"41,Or,Oregon,61,116,2795"
"35,NM,New Mexico,45,84,1387"
"01,Al,Alabama,44,90,1208"
"21,Ky,Kentucky,44,93,1117"
"32,Nv,Nevada,44,78,1006"
"49,Ut,Utah,41,75,1015"
"02,Ak,Alaska,41,84,1029"
"11,DC,District of Columbia,41,65,1978"
"10,De,Delaware,40,83,1558"
"40,Ok,Oklahoma,40,89,1297"
"20,Ks,Kansas,35,73,994"
"30,Mt,Montana,34,73,774"
"19,Ia,Iowa,30,52,895"
"54,WV,West Virginia,29,58,710"
"05,Ar,Arkansas,27,73,745"
"31,Ne,Nebraska,25,52,853"
"16,Id,Idaho,23,53,866"
"28,Ms,Mississippi,22,48,650"
"56,Wy,Wyoming,15,22,393"
"46,SD,South Dakota,13,27,294"
"38,ND,North Dakota,10,19,248"
"33,NH S,tate Non-Migrant,413986,913300,15455192"
