"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,23-Maine,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Maine,13877,26986,395760"
"25,Ma,Massachusetts,2099,3710,67308"
"33,NH,New Hampshire,1597,2962,41682"
"12,Fl,Florida,1184,2215,23522"
"09,Ct,Connecticut,976,1863,32959"
"57,FR,Foreign,919,1945,19913"
"36,NY,New York,914,1746,30946"
"06,Ca,California,755,1494,21331"
"51,Va,Virginia,441,1019,11863"
"42,Pa,Pennsylvania,429,783,12884"
"34,NJ,New Jersey,361,662,16815"
"48,Tx,Texas,329,741,8607"
"50,Vt,Vermont,263,489,6699"
"37,NC,North Carolina,257,555,6585"
"44,RI,Rhode Island,256,526,7240"
"24,Md,Maryland,253,524,8694"
"39,Oh,Ohio,203,372,5170"
"17,Il,Illinois,191,360,7667"
"26,Mi,Michigan,170,343,4663"
"53,Wa,Washington,170,364,4386"
"45,SC,South Carolina,157,349,3824"
"08,Co,Colorado,148,261,3229"
"13,Ga,Georgia,145,288,5637"
"04,Az,Arizona,123,242,2861"
"47,Tn,Tennessee,110,238,2923"
"22,La,Louisiana,93,206,2281"
"02,Ak,Alaska,90,187,2026"
"18,In,Indiana,81,149,2112"
"35,NM,New Mexico,80,146,1379"
"27,Mn,Minnesota,75,137,2030"
"21,Ky,Kentucky,73,169,1935"
"29,Mo,Missouri,72,166,3491"
"15,Hi,Hawaii,70,165,2193"
"55,Wi,Wisconsin,67,138,1704"
"40,Ok,Oklahoma,64,128,1618"
"41,Or,Oregon,57,100,1355"
"01,Al,Alabama,56,118,1680"
"32,Nv,Nevada,52,113,1161"
"20,Ks,Kansas,48,106,1345"
"49,Ut,Utah,47,101,792"
"10,De,Delaware,46,99,1553"
"11,DC,District of Columbia,45,76,2007"
"19,Ia,Iowa,43,89,1453"
"05,Ar,Arkansas,40,80,726"
"28,Ms,Mississippi,40,89,660"
"31,Ne,Nebraska,36,81,914"
"54,WV,West Virginia,31,62,578"
"38,ND,North Dakota,29,59,1218"
"30,Mt,Montana,28,42,598"
"16,Id,Idaho,25,44,536"
"56,Wy,Wyoming,22,53,526"
"46,SD,South Dakota,17,32,481"
"23,Me S,tate Non-Migrant,439736,974321,13381334"
