"1991 - 1992 State to State Migration Flows  --  INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"TO:,,46-South Dakota,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF ,OF TOTAL,NUMBER OF,OF TOTAL"
"FROM: ,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,11128,,22972,"
"27,Mn,Minnesota,1576,14.16,3007,13.09"
"19,Ia,Iowa,993,8.92,1922,8.37"
"06,Ca,California,812,7.3,1757,7.65"
"31,Ne,Nebraska,797,7.16,1670,7.27"
"38,Nd,North Dakota,674,6.06,1449,6.31"
"57,FR,Foreign,673,6.05,1506,6.56"
"08,Co,Colorado,462,4.15,900,3.92"
"48,Tx,Texas,412,3.7,909,3.96"
"56,Wy,Wyoming,385,3.46,772,3.36"
"04,Az,Arizona,384,3.45,741,3.23"
"17,Il,Illinois,242,2.17,502,2.19"
"30,Mt,Montana,238,2.14,518,2.25"
"55,Wi,Wisconsin,212,1.91,393,1.71"
"12,Fl,Florida,209,1.88,421,1.83"
"20,Ks,Kansas,203,1.82,417,1.82"
"53,Wa,Washington,194,1.74,356,1.55"
"36,Ny,New York,176,1.58,388,1.69"
"29,Mo,Missouri,165,1.48,333,1.45"
"26,Mi,Michigan,148,1.33,354,1.54"
"32,Nv,Nevada,147,1.32,292,1.27"
"40,Ok,Oklahoma,133,1.2,311,1.35"
"51,Va,Virginia,132,1.19,301,1.31"
"41,Or,Oregon,126,1.13,252,1.1"
"39,Oh,Ohio,123,1.11,216,0.94"
"42,Pa,Pennsylvania,116,1.04,247,1.08"
"35,Nm,New Mexico,102,0.92,220,0.96"
"16,Id,Idaho,101,0.91,263,1.14"
"37,Nc,North Carolina,91,0.82,189,0.82"
"18,In,Indiana,90,0.81,188,0.82"
"25,Ma,Massachusetts,74,0.66,114,0.5"
"47,Tn,Tennessee,73,0.66,143,0.62"
"49,Ut,Utah,68,0.61,181,0.79"
"13,Ga,Georgia,68,0.61,132,0.57"
"02,Ak,Alaska,67,0.6,183,0.8"
"05,Ar,Arkansas,67,0.6,172,0.75"
"22,La,Louisiana,66,0.59,140,0.61"
"45,Sc,South Carolina,66,0.59,148,0.64"
"24,Md,Maryland,61,0.55,105,0.46"
"34,Nj,New Jersey,60,0.54,121,0.53"
"15,Hi,Hawaii,52,0.47,112,0.49"
"01,Al,Alabama,48,0.43,106,0.46"
"28,Ms,Mississippi,45,0.4,102,0.44"
"09,Ct,Connecticut,39,0.35,70,0.3"
"21,Ky,Kentucky,38,0.34,90,0.39"
"33,Nh,New Hampshire,33,0.3,75,0.33"
"23,Me,Maine,28,0.25,60,0.26"
"54,Wv,West Virginia,20,0.18,46,0.2"
"44,Ri,Rhode Island,11,0.1,22,0.1"
"10,De,Delaware,10,0.09,24,0.1"
"50,Vt,Vermont,9,0.08,17,0.07"
"11,Dc,District of Columbia,9,0.08,15,0.07"
"46,,State Non-Migrant,247881,,578214,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
