"OHIO OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Ohio (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"39.0","96.0","OH","OH Total Mig - US & For","88464.0","159054.0","4026685.0"
"39.0","97.0","OH","OH Total Mig - US","86406.0","155393.0","3945143.0"
"39.0","98.0","OH","OH Total Mig - Foreign","2058.0","3661.0","81541.0"
"39.0","39.0","OH","OH Non-Migrants","4417248.0","9170523.0","223694537.0"
"39.0","12.0","FL","FLORIDA","9724.0","17147.0","503033.0"
"39.0","21.0","KY","KENTUCKY","6214.0","11181.0","235922.0"
"39.0","48.0","TX","TEXAS","5279.0","10071.0","257893.0"
"39.0","18.0","IN","INDIANA","4698.0","8869.0","193375.0"
"39.0","42.0","PA","PENNSYLVANIA","4660.0","8087.0","215007.0"
"39.0","6.0","CA","CALIFORNIA","4527.0","7365.0","211531.0"
"39.0","26.0","MI","MICHIGAN","4278.0","8042.0","187823.0"
"39.0","37.0","NC","NORTH CAROLINA","4200.0","7792.0","182967.0"
"39.0","17.0","IL","ILLINOIS","3595.0","5740.0","171216.0"
"39.0","13.0","GA","GEORGIA","3366.0","6556.0","153009.0"
"39.0","51.0","VA","VIRGINIA","3178.0","5818.0","150117.0"
"39.0","36.0","NY","NEW YORK","3168.0","5026.0","131967.0"
"39.0","54.0","WV","WEST VIRGINIA","2789.0","5211.0","82314.0"
"39.0","47.0","TN","TENNESSEE","2658.0","5058.0","121066.0"
"39.0","4.0","AZ","ARIZONA","2366.0","4132.0","116366.0"
"39.0","45.0","SC","SOUTH CAROLINA","2157.0","3922.0","102176.0"
"39.0","57.0","FR","Foreign","2058.0","3661.0","81541.0"
"39.0","8.0","CO","COLORADO","1722.0","2972.0","77006.0"
"39.0","24.0","MD","MARYLAND","1531.0","2527.0","74737.0"
"39.0","29.0","MO","MISSOURI","1141.0","2234.0","56250.0"
"39.0","34.0","NJ","NEW JERSEY","1106.0","2023.0","56191.0"
"39.0","53.0","WA","WASHINGTON","1099.0","1981.0","48353.0"
"39.0","25.0","MA","MASSACHUSETTS","1056.0","1678.0","65709.0"
"39.0","1.0","AL","ALABAMA","1009.0","2032.0","42037.0"
"39.0","32.0","NV","NEVADA","983.0","1659.0","40159.0"
"39.0","55.0","WI","WISCONSIN","812.0","1511.0","43025.0"
"39.0","27.0","MN","MINNESOTA","724.0","1347.0","43029.0"
"39.0","22.0","LA","LOUISIANA","707.0","1301.0","33857.0"
"39.0","40.0","OK","OKLAHOMA","633.0","1278.0","24698.0"
"39.0","20.0","KS","KANSAS","630.0","1326.0","28603.0"
"39.0","41.0","OR","OREGON","543.0","886.0","23696.0"
"39.0","9.0","CT","CONNECTICUT","492.0","841.0","40884.0"
"39.0","35.0","NM","NEW MEXICO","481.0","837.0","20908.0"
"39.0","19.0","IA","IOWA","472.0","939.0","22203.0"
"39.0","5.0","AR","ARKANSAS","448.0","896.0","22625.0"
"39.0","49.0","UT","UTAH","444.0","915.0","20137.0"
"39.0","28.0","MS","MISSISSIPPI","436.0","910.0","17719.0"
"39.0","11.0","DC","DISTRICT OF COLUMBIA","435.0","500.0","16899.0"
"39.0","15.0","HI","HAWAII","384.0","688.0","13127.0"
"39.0","2.0","AK","ALASKA","290.0","529.0","10075.0"
"39.0","31.0","NE","NEBRASKA","268.0","516.0","12395.0"
"39.0","30.0","MT","MONTANA","226.0","403.0","10249.0"
"39.0","33.0","NH","NEW HAMPSHIRE","201.0","395.0","11271.0"
"39.0","56.0","WY","WYOMING","175.0","285.0","7534.0"
"39.0","23.0","ME","MAINE","172.0","316.0","7021.0"
"39.0","46.0","SD","SOUTH DAKOTA","167.0","295.0","8959.0"
"39.0","10.0","DE","DELAWARE","166.0","281.0","6943.0"
"39.0","16.0","ID","IDAHO","166.0","373.0","5849.0"
"39.0","38.0","ND","NORTH DAKOTA","161.0","286.0","4654.0"
"39.0","44.0","RI","RHODE ISLAND","144.0","233.0","7789.0"
"39.0","50.0","VT","VERMONT","125.0","183.0","4771.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
