"MASSACHUSETTS OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Massachusetts (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"25.0","96.0","MA","MA Total Mig - US & For","66004.0","104319.0","3514753.0"
"25.0","97.0","MA","MA Total Mig - US","63208.0","99867.0","3388317.0"
"25.0","98.0","MA","MA Total Mig - Foreign","2796.0","4452.0","126437.0"
"25.0","25.0","MA","MA Non-Migrants","2510609.0","5080317.0","176140209.0"
"25.0","12.0","FL","FLORIDA","7332.0","12298.0","403802.0"
"25.0","36.0","NY","NEW YORK","7105.0","9717.0","334845.0"
"25.0","33.0","NH","NEW HAMPSHIRE","6120.0","10097.0","345869.0"
"25.0","6.0","CA","CALIFORNIA","5759.0","8364.0","364192.0"
"25.0","44.0","RI","RHODE ISLAND","3705.0","5820.0","166076.0"
"25.0","9.0","CT","CONNECTICUT","3607.0","5602.0","193241.0"
"25.0","57.0","FR","Foreign","2796.0","4452.0","126437.0"
"25.0","48.0","TX","TEXAS","2349.0","4200.0","135744.0"
"25.0","51.0","VA","VIRGINIA","2141.0","3523.0","124604.0"
"25.0","42.0","PA","PENNSYLVANIA","2035.0","3220.0","108224.0"
"25.0","37.0","NC","NORTH CAROLINA","1988.0","3558.0","113868.0"
"25.0","34.0","NJ","NEW JERSEY","1969.0","3155.0","120107.0"
"25.0","23.0","ME","MAINE","1900.0","2917.0","95226.0"
"25.0","17.0","IL","ILLINOIS","1352.0","1986.0","85830.0"
"25.0","24.0","MD","MARYLAND","1337.0","2149.0","76171.0"
"25.0","13.0","GA","GEORGIA","1282.0","2348.0","65994.0"
"25.0","50.0","VT","VERMONT","1064.0","1551.0","44497.0"
"25.0","8.0","CO","COLORADO","1044.0","1512.0","52532.0"
"25.0","11.0","DC","DISTRICT OF COLUMBIA","949.0","1080.0","44977.0"
"25.0","53.0","WA","WASHINGTON","903.0","1425.0","53473.0"
"25.0","4.0","AZ","ARIZONA","866.0","1403.0","32911.0"
"25.0","39.0","OH","OHIO","859.0","1448.0","51281.0"
"25.0","45.0","SC","SOUTH CAROLINA","848.0","1493.0","46353.0"
"25.0","26.0","MI","MICHIGAN","593.0","914.0","32505.0"
"25.0","47.0","TN","TENNESSEE","591.0","1024.0","28467.0"
"25.0","41.0","OR","OREGON","462.0","685.0","24893.0"
"25.0","27.0","MN","MINNESOTA","409.0","702.0","27947.0"
"25.0","18.0","IN","INDIANA","372.0","649.0","18853.0"
"25.0","29.0","MO","MISSOURI","354.0","595.0","17016.0"
"25.0","32.0","NV","NEVADA","353.0","553.0","18800.0"
"25.0","22.0","LA","LOUISIANA","349.0","537.0","13042.0"
"25.0","55.0","WI","WISCONSIN","322.0","523.0","18164.0"
"25.0","15.0","HI","HAWAII","277.0","407.0","11412.0"
"25.0","35.0","NM","NEW MEXICO","268.0","430.0","13689.0"
"25.0","21.0","KY","KENTUCKY","258.0","449.0","11585.0"
"25.0","1.0","AL","ALABAMA","253.0","448.0","10713.0"
"25.0","49.0","UT","UTAH","249.0","471.0","13651.0"
"25.0","19.0","IA","IOWA","192.0","324.0","8235.0"
"25.0","20.0","KS","KANSAS","186.0","344.0","10901.0"
"25.0","40.0","OK","OKLAHOMA","180.0","308.0","7619.0"
"25.0","10.0","DE","DELAWARE","151.0","231.0","8156.0"
"25.0","2.0","AK","ALASKA","129.0","192.0","4760.0"
"25.0","5.0","AR","ARKANSAS","121.0","222.0","4964.0"
"25.0","54.0","WV","WEST VIRGINIA","113.0","183.0","4874.0"
"25.0","28.0","MS","MISSISSIPPI","112.0","182.0","3773.0"
"25.0","31.0","NE","NEBRASKA","112.0","174.0","4515.0"
"25.0","30.0","MT","MONTANA","86.0","117.0","2552.0"
"25.0","16.0","ID","IDAHO","76.0","141.0","2323.0"
"25.0","56.0","WY","WYOMING","53.0","69.0","1937.0"
"25.0","46.0","SD","SOUTH DAKOTA","37.0","74.0","2136.0"
"25.0","38.0","ND","NORTH DAKOTA","36.0","53.0","1015.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
