"NEW YORK OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from New York (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"36.0","96.0","NY","NY Total Mig - US & For","177277.0","301625.0","9967586.0"
"36.0","97.0","NY","NY Total Mig - US","168682.0","287828.0","9423755.0"
"36.0","98.0","NY","NY Total Mig - Foreign","8595.0","13797.0","543830.0"
"36.0","36.0","NY","NY Non-Migrants","7249343.0","14743898.0","442208448.0"
"36.0","34.0","NJ","NEW JERSEY","25624.0","45996.0","1774413.0"
"36.0","12.0","FL","FLORIDA","23512.0","40195.0","1309115.0"
"36.0","6.0","CA","CALIFORNIA","13081.0","18681.0","805802.0"
"36.0","42.0","PA","PENNSYLVANIA","13005.0","23347.0","582941.0"
"36.0","9.0","CT","CONNECTICUT","8767.0","15468.0","756704.0"
"36.0","37.0","NC","NORTH CAROLINA","8671.0","15965.0","375136.0"
"36.0","57.0","FR","Foreign","8595.0","13797.0","543830.0"
"36.0","25.0","MA","MASSACHUSETTS","7648.0","11076.0","443538.0"
"36.0","48.0","TX","TEXAS","7616.0","13886.0","402808.0"
"36.0","51.0","VA","VIRGINIA","6972.0","11954.0","338386.0"
"36.0","13.0","GA","GEORGIA","5909.0","11273.0","328984.0"
"36.0","24.0","MD","MARYLAND","4512.0","7505.0","219424.0"
"36.0","45.0","SC","SOUTH CAROLINA","3448.0","6303.0","154309.0"
"36.0","17.0","IL","ILLINOIS","3390.0","5037.0","218212.0"
"36.0","39.0","OH","OHIO","2990.0","5177.0","136801.0"
"36.0","4.0","AZ","ARIZONA","2589.0","4509.0","121226.0"
"36.0","8.0","CO","COLORADO","2447.0","3867.0","114989.0"
"36.0","11.0","DC","DISTRICT OF COLUMBIA","2002.0","2387.0","133610.0"
"36.0","53.0","WA","WASHINGTON","1967.0","3188.0","101552.0"
"36.0","47.0","TN","TENNESSEE","1874.0","3399.0","81387.0"
"36.0","26.0","MI","MICHIGAN","1801.0","3029.0","82045.0"
"36.0","32.0","NV","NEVADA","1298.0","2075.0","65128.0"
"36.0","50.0","VT","VERMONT","1283.0","1955.0","62054.0"
"36.0","29.0","MO","MISSOURI","1129.0","1989.0","46961.0"
"36.0","18.0","IN","INDIANA","1106.0","1980.0","51543.0"
"36.0","22.0","LA","LOUISIANA","1098.0","1866.0","40295.0"
"36.0","41.0","OR","OREGON","1055.0","1520.0","52869.0"
"36.0","44.0","RI","RHODE ISLAND","1031.0","1644.0","48878.0"
"36.0","1.0","AL","ALABAMA","1001.0","1980.0","36542.0"
"36.0","27.0","MN","MINNESOTA","979.0","1502.0","46601.0"
"36.0","33.0","NH","NEW HAMPSHIRE","970.0","1543.0","56636.0"
"36.0","21.0","KY","KENTUCKY","958.0","1884.0","35128.0"
"36.0","55.0","WI","WISCONSIN","872.0","1452.0","43447.0"
"36.0","10.0","DE","DELAWARE","867.0","1506.0","41193.0"
"36.0","23.0","ME","MAINE","841.0","1321.0","50138.0"
"36.0","15.0","HI","HAWAII","746.0","1139.0","27752.0"
"36.0","40.0","OK","OKLAHOMA","698.0","1356.0","24691.0"
"36.0","20.0","KS","KANSAS","648.0","1394.0","27214.0"
"36.0","35.0","NM","NEW MEXICO","610.0","1011.0","34970.0"
"36.0","49.0","UT","UTAH","596.0","1129.0","34223.0"
"36.0","19.0","IA","IOWA","499.0","904.0","19225.0"
"36.0","28.0","MS","MISSISSIPPI","409.0","728.0","13764.0"
"36.0","54.0","WV","WEST VIRGINIA","397.0","712.0","16617.0"
"36.0","5.0","AR","ARKANSAS","396.0","725.0","14831.0"
"36.0","2.0","AK","ALASKA","319.0","544.0","10754.0"
"36.0","31.0","NE","NEBRASKA","261.0","434.0","11710.0"
"36.0","30.0","MT","MONTANA","201.0","300.0","6501.0"
"36.0","16.0","ID","IDAHO","195.0","334.0","6811.0"
"36.0","56.0","WY","WYOMING","150.0","217.0","5028.0"
"36.0","46.0","SD","SOUTH DAKOTA","138.0","253.0","5992.0"
"36.0","38.0","ND","NORTH DAKOTA","106.0","189.0","4874.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
