"WISCONSIN OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Wisconsin (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"55.0","96.0","WI","WI Total Mig - US & For","44641.0","78629.0","2033884.0"
"55.0","97.0","WI","WI Total Mig - US","43781.0","77230.0","2002902.0"
"55.0","98.0","WI","WI Total Mig - Foreign","860.0","1399.0","30982.0"
"55.0","55.0","WI","WI Non-Migrants","2248899.0","4783972.0","123300032.0"
"55.0","27.0","MN","MINNESOTA","6379.0","10013.0","230938.0"
"55.0","17.0","IL","ILLINOIS","6218.0","10920.0","281153.0"
"55.0","12.0","FL","FLORIDA","2936.0","5166.0","191096.0"
"55.0","48.0","TX","TEXAS","2716.0","5352.0","122728.0"
"55.0","6.0","CA","CALIFORNIA","2606.0","4324.0","124395.0"
"55.0","26.0","MI","MICHIGAN","1827.0","3332.0","76039.0"
"55.0","4.0","AZ","ARIZONA","1692.0","2938.0","97104.0"
"55.0","8.0","CO","COLORADO","1431.0","2317.0","64171.0"
"55.0","19.0","IA","IOWA","1361.0","2413.0","53774.0"
"55.0","37.0","NC","NORTH CAROLINA","975.0","1764.0","47532.0"
"55.0","36.0","NY","NEW YORK","961.0","1399.0","36114.0"
"55.0","29.0","MO","MISSOURI","948.0","1915.0","54755.0"
"55.0","18.0","IN","INDIANA","943.0","1856.0","42964.0"
"55.0","13.0","GA","GEORGIA","864.0","1756.0","44074.0"
"55.0","53.0","WA","WASHINGTON","860.0","1505.0","42003.0"
"55.0","57.0","FR","Foreign","860.0","1399.0","30982.0"
"55.0","47.0","TN","TENNESSEE","857.0","1644.0","35116.0"
"55.0","39.0","OH","OHIO","808.0","1684.0","39288.0"
"55.0","51.0","VA","VIRGINIA","771.0","1398.0","37369.0"
"55.0","42.0","PA","PENNSYLVANIA","640.0","1156.0","39535.0"
"55.0","41.0","OR","OREGON","444.0","705.0","15494.0"
"55.0","45.0","SC","SOUTH CAROLINA","439.0","817.0","22107.0"
"55.0","25.0","MA","MASSACHUSETTS","436.0","700.0","23666.0"
"55.0","24.0","MD","MARYLAND","423.0","712.0","19930.0"
"55.0","32.0","NV","NEVADA","407.0","683.0","17720.0"
"55.0","21.0","KY","KENTUCKY","372.0","749.0","16292.0"
"55.0","5.0","AR","ARKANSAS","359.0","747.0","15989.0"
"55.0","20.0","KS","KANSAS","346.0","694.0","14008.0"
"55.0","31.0","NE","NEBRASKA","342.0","657.0","15834.0"
"55.0","28.0","MS","MISSISSIPPI","339.0","672.0","10157.0"
"55.0","40.0","OK","OKLAHOMA","334.0","698.0","12808.0"
"55.0","34.0","NJ","NEW JERSEY","316.0","576.0","17595.0"
"55.0","22.0","LA","LOUISIANA","307.0","521.0","11367.0"
"55.0","35.0","NM","NEW MEXICO","288.0","459.0","10143.0"
"55.0","38.0","ND","NORTH DAKOTA","282.0","498.0","9864.0"
"55.0","1.0","AL","ALABAMA","279.0","576.0","11467.0"
"55.0","46.0","SD","SOUTH DAKOTA","270.0","491.0","10868.0"
"55.0","49.0","UT","UTAH","251.0","492.0","12128.0"
"55.0","2.0","AK","ALASKA","244.0","458.0","10475.0"
"55.0","30.0","MT","MONTANA","225.0","348.0","7292.0"
"55.0","15.0","HI","HAWAII","217.0","360.0","7781.0"
"55.0","9.0","CT","CONNECTICUT","199.0","355.0","12829.0"
"55.0","11.0","DC","DISTRICT OF COLUMBIA","187.0","210.0","6270.0"
"55.0","16.0","ID","IDAHO","147.0","283.0","5362.0"
"55.0","56.0","WY","WYOMING","140.0","217.0","5848.0"
"55.0","33.0","NH","NEW HAMPSHIRE","84.0","155.0","4694.0"
"55.0","54.0","WV","WEST VIRGINIA","83.0","144.0","3214.0"
"55.0","23.0","ME","MAINE","75.0","147.0","3939.0"
"55.0","50.0","VT","VERMONT","65.0","110.0","3399.0"
"55.0","10.0","DE","DELAWARE","44.0","79.0","2558.0"
"55.0","44.0","RI","RHODE ISLAND","44.0","65.0","1656.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
