"CONNECTICUT OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Connecticut (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"9.0","96.0","CT","CT Total Mig - US & For","38637.0","64691.0","2477861.0"
"9.0","97.0","CT","CT Total Mig - US","37226.0","62180.0","2380838.0"
"9.0","98.0","CT","CT Total Mig - Foreign","1411.0","2511.0","97022.0"
"9.0","9.0","CT","CT Non-Migrants","1348693.0","2789649.0","101699729.0"
"9.0","36.0","NY","NEW YORK","6868.0","10522.0","439134.0"
"9.0","12.0","FL","FLORIDA","4673.0","8127.0","300155.0"
"9.0","25.0","MA","MASSACHUSETTS","4284.0","6304.0","236166.0"
"9.0","6.0","CA","CALIFORNIA","2146.0","3421.0","135945.0"
"9.0","37.0","NC","NORTH CAROLINA","1541.0","2816.0","83289.0"
"9.0","34.0","NJ","NEW JERSEY","1529.0","2695.0","114123.0"
"9.0","57.0","FR","Foreign","1411.0","2511.0","97022.0"
"9.0","42.0","PA","PENNSYLVANIA","1387.0","2421.0","97705.0"
"9.0","51.0","VA","VIRGINIA","1378.0","2429.0","85913.0"
"9.0","48.0","TX","TEXAS","1277.0","2504.0","93697.0"
"9.0","44.0","RI","RHODE ISLAND","1057.0","1645.0","50827.0"
"9.0","13.0","GA","GEORGIA","1016.0","1973.0","57189.0"
"9.0","24.0","MD","MARYLAND","799.0","1369.0","49203.0"
"9.0","45.0","SC","SOUTH CAROLINA","764.0","1395.0","42012.0"
"9.0","17.0","IL","ILLINOIS","684.0","1197.0","62345.0"
"9.0","33.0","NH","NEW HAMPSHIRE","575.0","926.0","40871.0"
"9.0","53.0","WA","WASHINGTON","526.0","944.0","29849.0"
"9.0","23.0","ME","MAINE","516.0","866.0","26818.0"
"9.0","4.0","AZ","ARIZONA","503.0","904.0","30018.0"
"9.0","8.0","CO","COLORADO","480.0","738.0","24605.0"
"9.0","39.0","OH","OHIO","467.0","878.0","35755.0"
"9.0","50.0","VT","VERMONT","415.0","639.0","20408.0"
"9.0","47.0","TN","TENNESSEE","385.0","740.0","21785.0"
"9.0","11.0","DC","DISTRICT OF COLUMBIA","335.0","382.0","18635.0"
"9.0","26.0","MI","MICHIGAN","329.0","577.0","18999.0"
"9.0","15.0","HI","HAWAII","326.0","623.0","14556.0"
"9.0","18.0","IN","INDIANA","210.0","374.0","13631.0"
"9.0","27.0","MN","MINNESOTA","202.0","379.0","49277.0"
"9.0","1.0","AL","ALABAMA","197.0","327.0","8873.0"
"9.0","29.0","MO","MISSOURI","192.0","366.0","13137.0"
"9.0","19.0","IA","IOWA","183.0","320.0","7785.0"
"9.0","32.0","NV","NEVADA","181.0","291.0","8025.0"
"9.0","55.0","WI","WISCONSIN","174.0","296.0","10525.0"
"9.0","41.0","OR","OREGON","172.0","257.0","7208.0"
"9.0","22.0","LA","LOUISIANA","159.0","249.0","6494.0"
"9.0","21.0","KY","KENTUCKY","138.0","243.0","15911.0"
"9.0","40.0","OK","OKLAHOMA","135.0","269.0","7035.0"
"9.0","10.0","DE","DELAWARE","131.0","231.0","7992.0"
"9.0","49.0","UT","UTAH","125.0","238.0","5849.0"
"9.0","20.0","KS","KANSAS","114.0","222.0","6314.0"
"9.0","35.0","NM","NEW MEXICO","101.0","163.0","4142.0"
"9.0","5.0","AR","ARKANSAS","87.0","176.0","6479.0"
"9.0","54.0","WV","WEST VIRGINIA","87.0","141.0","14214.0"
"9.0","28.0","MS","MISSISSIPPI","84.0","150.0","3035.0"
"9.0","2.0","AK","ALASKA","76.0","105.0","2196.0"
"9.0","31.0","NE","NEBRASKA","52.0","83.0","3443.0"
"9.0","30.0","MT","MONTANA","44.0","63.0","1644.0"
"9.0","16.0","ID","IDAHO","39.0","66.0","1514.0"
"9.0","56.0","WY","WYOMING","37.0","58.0","43852.0"
"9.0","46.0","SD","SOUTH DAKOTA","26.0","44.0","1666.0"
"9.0","38.0","ND","NORTH DAKOTA","20.0","34.0","599.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
