"RHODE ISLAND OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Rhode Island (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"44.0","96.0","RI","RI Total Mig - US & For","13924.0","23722.0","672178.0"
"44.0","97.0","RI","RI Total Mig - US","13576.0","23062.0","655602.0"
"44.0","98.0","RI","RI Total Mig - Foreign","348.0","660.0","16576.0"
"44.0","44.0","RI","RI Non-Migrants","401279.0","805894.0","22947594.0"
"44.0","25.0","MA","MASSACHUSETTS","4141.0","6612.0","205024.0"
"44.0","12.0","FL","FLORIDA","1652.0","2961.0","95748.0"
"44.0","9.0","CT","CONNECTICUT","1074.0","1714.0","50674.0"
"44.0","36.0","NY","NEW YORK","888.0","1312.0","29116.0"
"44.0","6.0","CA","CALIFORNIA","671.0","1106.0","30807.0"
"44.0","51.0","VA","VIRGINIA","524.0","1150.0","30690.0"
"44.0","37.0","NC","NORTH CAROLINA","419.0","817.0","18940.0"
"44.0","48.0","TX","TEXAS","399.0","761.0","18144.0"
"44.0","57.0","FR","Foreign","348.0","660.0","16576.0"
"44.0","42.0","PA","PENNSYLVANIA","328.0","555.0","15016.0"
"44.0","34.0","NJ","NEW JERSEY","316.0","496.0","12438.0"
"44.0","33.0","NH","NEW HAMPSHIRE","276.0","468.0","15941.0"
"44.0","24.0","MD","MARYLAND","257.0","408.0","12930.0"
"44.0","13.0","GA","GEORGIA","227.0","438.0","8019.0"
"44.0","45.0","SC","SOUTH CAROLINA","202.0","385.0","11214.0"
"44.0","23.0","ME","MAINE","195.0","314.0","7912.0"
"44.0","17.0","IL","ILLINOIS","149.0","247.0","8992.0"
"44.0","8.0","CO","COLORADO","143.0","260.0","6202.0"
"44.0","4.0","AZ","ARIZONA","142.0","224.0","6460.0"
"44.0","53.0","WA","WASHINGTON","133.0","235.0","7067.0"
"44.0","39.0","OH","OHIO","122.0","227.0","6583.0"
"44.0","47.0","TN","TENNESSEE","103.0","211.0","4462.0"
"44.0","50.0","VT","VERMONT","98.0","144.0","3712.0"
"44.0","11.0","DC","DISTRICT OF COLUMBIA","93.0","119.0","4836.0"
"44.0","15.0","HI","HAWAII","80.0","169.0","4162.0"
"44.0","26.0","MI","MICHIGAN","73.0","125.0","3009.0"
"44.0","32.0","NV","NEVADA","69.0","86.0","2391.0"
"44.0","1.0","AL","ALABAMA","65.0","136.0","3028.0"
"44.0","41.0","OR","OREGON","52.0","89.0","2200.0"
"44.0","18.0","IN","INDIANA","51.0","86.0","2623.0"
"44.0","29.0","MO","MISSOURI","51.0","95.0","2258.0"
"44.0","22.0","LA","LOUISIANA","50.0","100.0","1957.0"
"44.0","21.0","KY","KENTUCKY","49.0","104.0","2200.0"
"44.0","27.0","MN","MINNESOTA","49.0","87.0","2554.0"
"44.0","19.0","IA","IOWA","47.0","85.0","1864.0"
"44.0","40.0","OK","OKLAHOMA","42.0","81.0","1230.0"
"44.0","55.0","WI","WISCONSIN","39.0","61.0","1237.0"
"44.0","35.0","NM","NEW MEXICO","37.0","57.0","1416.0"
"44.0","49.0","UT","UTAH","32.0","74.0","3336.0"
"44.0","54.0","WV","WEST VIRGINIA","32.0","49.0","1044.0"
"44.0","20.0","KS","KANSAS","30.0","53.0","1309.0"
"44.0","10.0","DE","DELAWARE","26.0","57.0","1046.0"
"44.0","2.0","AK","ALASKA","24.0","41.0","617.0"
"44.0","5.0","AR","ARKANSAS","24.0","48.0","973.0"
"44.0","31.0","NE","NEBRASKA","23.0","65.0","1010.0"
"44.0","16.0","ID","IDAHO","22.0","48.0","1096.0"
"44.0","28.0","MS","MISSISSIPPI","19.0","38.0","788.0"
"44.0","56.0","WY","WYOMING","16.0","26.0","550.0"
"44.0","30.0","MT","MONTANA","11.0","16.0","244.0"
"44.0","46.0","SD","SOUTH DAKOTA","d","d","d"
"44.0","38.0","ND","NORTH DAKOTA","d","d","d"
"d - Data has been suppressed to prevent disclosure.","","","","","",""
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
