"OREGON OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Oregon (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"41.0","96.0","OR","OR Total Mig - US & For","42161.0","76336.0","1620146.0"
"41.0","97.0","OR","OR Total Mig - US","41180.0","74673.0","1586013.0"
"41.0","98.0","OR","OR Total Mig - Foreign","981.0","1663.0","34133.0"
"41.0","41.0","OR","OR Non-Migrants","1342476.0","2848509.0","70187856.0"
"41.0","53.0","WA","WASHINGTON","10453.0","19600.0","465176.0"
"41.0","6.0","CA","CALIFORNIA","7982.0","14185.0","289654.0"
"41.0","4.0","AZ","ARIZONA","2108.0","3762.0","77378.0"
"41.0","48.0","TX","TEXAS","1958.0","3918.0","85803.0"
"41.0","16.0","ID","IDAHO","1808.0","3663.0","64133.0"
"41.0","8.0","CO","COLORADO","1247.0","2169.0","47109.0"
"41.0","32.0","NV","NEVADA","1105.0","1959.0","43677.0"
"41.0","12.0","FL","FLORIDA","1009.0","1687.0","35164.0"
"41.0","57.0","FR","Foreign","981.0","1663.0","34133.0"
"41.0","49.0","UT","UTAH","854.0","1734.0","29810.0"
"41.0","36.0","NY","NEW YORK","847.0","1227.0","31619.0"
"41.0","2.0","AK","ALASKA","846.0","1539.0","29731.0"
"41.0","15.0","HI","HAWAII","692.0","1116.0","21523.0"
"41.0","30.0","MT","MONTANA","690.0","1222.0","21466.0"
"41.0","17.0","IL","ILLINOIS","569.0","907.0","21222.0"
"41.0","51.0","VA","VIRGINIA","566.0","1002.0","23878.0"
"41.0","37.0","NC","NORTH CAROLINA","520.0","947.0","17256.0"
"41.0","29.0","MO","MISSOURI","455.0","822.0","13246.0"
"41.0","35.0","NM","NEW MEXICO","442.0","740.0","15091.0"
"41.0","27.0","MN","MINNESOTA","415.0","736.0","17550.0"
"41.0","25.0","MA","MASSACHUSETTS","400.0","586.0","17258.0"
"41.0","26.0","MI","MICHIGAN","397.0","688.0","12949.0"
"41.0","39.0","OH","OHIO","392.0","692.0","14582.0"
"41.0","42.0","PA","PENNSYLVANIA","383.0","667.0","13293.0"
"41.0","13.0","GA","GEORGIA","370.0","685.0","14753.0"
"41.0","40.0","OK","OKLAHOMA","362.0","763.0","9785.0"
"41.0","47.0","TN","TENNESSEE","336.0","626.0","10494.0"
"41.0","55.0","WI","WISCONSIN","319.0","566.0","11629.0"
"41.0","24.0","MD","MARYLAND","314.0","574.0","14453.0"
"41.0","20.0","KS","KANSAS","300.0","570.0","11298.0"
"41.0","22.0","LA","LOUISIANA","269.0","454.0","7736.0"
"41.0","56.0","WY","WYOMING","240.0","441.0","8495.0"
"41.0","18.0","IN","INDIANA","237.0","396.0","7718.0"
"41.0","19.0","IA","IOWA","217.0","400.0","6797.0"
"41.0","45.0","SC","SOUTH CAROLINA","199.0","340.0","6650.0"
"41.0","5.0","AR","ARKANSAS","193.0","380.0","6619.0"
"41.0","31.0","NE","NEBRASKA","185.0","348.0","5961.0"
"41.0","21.0","KY","KENTUCKY","174.0","346.0","5790.0"
"41.0","34.0","NJ","NEW JERSEY","171.0","288.0","6731.0"
"41.0","11.0","DC","DISTRICT OF COLUMBIA","152.0","181.0","7217.0"
"41.0","46.0","SD","SOUTH DAKOTA","150.0","260.0","4479.0"
"41.0","1.0","AL","ALABAMA","138.0","287.0","5870.0"
"41.0","9.0","CT","CONNECTICUT","136.0","228.0","4735.0"
"41.0","38.0","ND","NORTH DAKOTA","124.0","216.0","3488.0"
"41.0","28.0","MS","MISSISSIPPI","100.0","200.0","2985.0"
"41.0","33.0","NH","NEW HAMPSHIRE","98.0","166.0","4634.0"
"41.0","23.0","ME","MAINE","85.0","127.0","3168.0"
"41.0","50.0","VT","VERMONT","68.0","89.0","1708.0"
"41.0","54.0","WV","WEST VIRGINIA","44.0","88.0","1350.0"
"41.0","44.0","RI","RHODE ISLAND","37.0","54.0","1959.0"
"41.0","10.0","DE","DELAWARE","24.0","32.0","941.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
