"ALASKA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Alaska (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"2.0","96.0","AK","AK Total Mig - US & For","14409.0","28932.0","652250.0"
"2.0","97.0","AK","AK Total Mig - US","13864.0","27727.0","626303.0"
"2.0","98.0","AK","AK Total Mig - Foreign","545.0","1205.0","25946.0"
"2.0","2.0","AK","AK Non-Migrants","246182.0","518613.0","15662324.0"
"2.0","53.0","WA","WASHINGTON","1617.0","2841.0","74609.0"
"2.0","6.0","CA","CALIFORNIA","1236.0","2281.0","46362.0"
"2.0","48.0","TX","TEXAS","1124.0","2580.0","62079.0"
"2.0","41.0","OR","OREGON","777.0","1324.0","34506.0"
"2.0","4.0","AZ","ARIZONA","626.0","1233.0","31419.0"
"2.0","12.0","FL","FLORIDA","577.0","1118.0","25223.0"
"2.0","8.0","CO","COLORADO","571.0","1088.0","24717.0"
"2.0","57.0","FR","Foreign","545.0","1205.0","25946.0"
"2.0","51.0","VA","VIRGINIA","384.0","891.0","18699.0"
"2.0","13.0","GA","GEORGIA","382.0","899.0","15532.0"
"2.0","16.0","ID","IDAHO","357.0","718.0","19924.0"
"2.0","32.0","NV","NEVADA","355.0","687.0","17980.0"
"2.0","37.0","NC","NORTH CAROLINA","347.0","756.0","13660.0"
"2.0","15.0","HI","HAWAII","287.0","607.0","13517.0"
"2.0","36.0","NY","NEW YORK","280.0","538.0","9948.0"
"2.0","35.0","NM","NEW MEXICO","276.0","577.0","14506.0"
"2.0","30.0","MT","MONTANA","248.0","452.0","12465.0"
"2.0","29.0","MO","MISSOURI","226.0","491.0","9830.0"
"2.0","47.0","TN","TENNESSEE","225.0","473.0","10208.0"
"2.0","17.0","IL","ILLINOIS","224.0","440.0","9644.0"
"2.0","26.0","MI","MICHIGAN","218.0","411.0","7800.0"
"2.0","39.0","OH","OHIO","213.0","407.0","7489.0"
"2.0","40.0","OK","OKLAHOMA","213.0","477.0","10511.0"
"2.0","49.0","UT","UTAH","212.0","446.0","10414.0"
"2.0","1.0","AL","ALABAMA","209.0","528.0","9065.0"
"2.0","27.0","MN","MINNESOTA","197.0","322.0","8035.0"
"2.0","42.0","PA","PENNSYLVANIA","195.0","336.0","7943.0"
"2.0","45.0","SC","SOUTH CAROLINA","193.0","475.0","7737.0"
"2.0","22.0","LA","LOUISIANA","179.0","404.0","8706.0"
"2.0","20.0","KS","KANSAS","167.0","449.0","7258.0"
"2.0","55.0","WI","WISCONSIN","161.0","285.0","5975.0"
"2.0","21.0","KY","KENTUCKY","138.0","333.0","5657.0"
"2.0","24.0","MD","MARYLAND","131.0","296.0","6452.0"
"2.0","5.0","AR","ARKANSAS","129.0","278.0","5993.0"
"2.0","18.0","IN","INDIANA","114.0","226.0","4141.0"
"2.0","38.0","ND","NORTH DAKOTA","109.0","222.0","5634.0"
"2.0","46.0","SD","SOUTH DAKOTA","107.0","199.0","5704.0"
"2.0","25.0","MA","MASSACHUSETTS","102.0","173.0","3120.0"
"2.0","56.0","WY","WYOMING","102.0","195.0","5971.0"
"2.0","34.0","NJ","NEW JERSEY","93.0","187.0","3550.0"
"2.0","31.0","NE","NEBRASKA","84.0","191.0","4048.0"
"2.0","28.0","MS","MISSISSIPPI","80.0","178.0","3256.0"
"2.0","19.0","IA","IOWA","75.0","133.0","2601.0"
"2.0","23.0","ME","MAINE","74.0","137.0","2756.0"
"2.0","33.0","NH","NEW HAMPSHIRE","44.0","72.0","1913.0"
"2.0","9.0","CT","CONNECTICUT","42.0","65.0","1631.0"
"2.0","11.0","DC","DISTRICT OF COLUMBIA","42.0","58.0","3026.0"
"2.0","54.0","WV","WEST VIRGINIA","38.0","84.0","1839.0"
"2.0","10.0","DE","DELAWARE","35.0","84.0","1321.0"
"2.0","50.0","VT","VERMONT","32.0","52.0","1176.0"
"2.0","44.0","RI","RHODE ISLAND","17.0","30.0","754.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
