"TENNESSEE OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Tennessee (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"47.0","96.0","TN","TN Total Mig - US & For","65382.0","130477.0","2527236.0"
"47.0","97.0","TN","TN Total Mig - US","64116.0","127939.0","2479514.0"
"47.0","98.0","TN","TN Total Mig - Foreign","1266.0","2538.0","47721.0"
"47.0","47.0","TN","TN Non-Migrants","2212770.0","4851327.0","106968861.0"
"47.0","12.0","FL","FLORIDA","6060.0","11554.0","237179.0"
"47.0","13.0","GA","GEORGIA","5741.0","11655.0","208566.0"
"47.0","28.0","MS","MISSISSIPPI","4609.0","9692.0","153047.0"
"47.0","48.0","TX","TEXAS","4477.0","9385.0","190327.0"
"47.0","21.0","KY","KENTUCKY","4270.0","9109.0","156078.0"
"47.0","1.0","AL","ALABAMA","3336.0","6819.0","128374.0"
"47.0","51.0","VA","VIRGINIA","3156.0","6428.0","134665.0"
"47.0","37.0","NC","NORTH CAROLINA","3075.0","5948.0","122142.0"
"47.0","6.0","CA","CALIFORNIA","2656.0","5034.0","109879.0"
"47.0","17.0","IL","ILLINOIS","1923.0","3608.0","66610.0"
"47.0","39.0","OH","OHIO","1894.0","3770.0","72239.0"
"47.0","5.0","AR","ARKANSAS","1737.0","3450.0","59721.0"
"47.0","26.0","MI","MICHIGAN","1665.0","3277.0","63197.0"
"47.0","18.0","IN","INDIANA","1595.0","3159.0","54774.0"
"47.0","45.0","SC","SOUTH CAROLINA","1511.0","2999.0","70013.0"
"47.0","36.0","NY","NEW YORK","1450.0","2552.0","48234.0"
"47.0","29.0","MO","MISSOURI","1421.0","2793.0","56365.0"
"47.0","22.0","LA","LOUISIANA","1267.0","2596.0","46693.0"
"47.0","57.0","FR","Foreign","1266.0","2538.0","47721.0"
"47.0","8.0","CO","COLORADO","1091.0","2145.0","42813.0"
"47.0","42.0","PA","PENNSYLVANIA","981.0","1884.0","41516.0"
"47.0","4.0","AZ","ARIZONA","889.0","1707.0","40636.0"
"47.0","24.0","MD","MARYLAND","872.0","1714.0","42391.0"
"47.0","53.0","WA","WASHINGTON","856.0","1694.0","36730.0"
"47.0","40.0","OK","OKLAHOMA","765.0","1611.0","25533.0"
"47.0","20.0","KS","KANSAS","630.0","1473.0","26986.0"
"47.0","34.0","NJ","NEW JERSEY","513.0","957.0","21240.0"
"47.0","55.0","WI","WISCONSIN","509.0","1025.0","16925.0"
"47.0","25.0","MA","MASSACHUSETTS","459.0","756.0","18355.0"
"47.0","32.0","NV","NEVADA","444.0","798.0","17269.0"
"47.0","27.0","MN","MINNESOTA","420.0","862.0","17164.0"
"47.0","54.0","WV","WEST VIRGINIA","374.0","745.0","13538.0"
"47.0","19.0","IA","IOWA","343.0","726.0","14589.0"
"47.0","41.0","OR","OREGON","328.0","530.0","10975.0"
"47.0","35.0","NM","NEW MEXICO","312.0","602.0","13810.0"
"47.0","15.0","HI","HAWAII","298.0","619.0","11425.0"
"47.0","2.0","AK","ALASKA","247.0","564.0","9800.0"
"47.0","49.0","UT","UTAH","244.0","510.0","15045.0"
"47.0","31.0","NE","NEBRASKA","225.0","452.0","6106.0"
"47.0","9.0","CT","CONNECTICUT","216.0","419.0","10178.0"
"47.0","11.0","DC","DISTRICT OF COLUMBIA","215.0","265.0","9505.0"
"47.0","30.0","MT","MONTANA","144.0","287.0","5175.0"
"47.0","33.0","NH","NEW HAMPSHIRE","140.0","258.0","4630.0"
"47.0","16.0","ID","IDAHO","124.0","266.0","5058.0"
"47.0","23.0","ME","MAINE","119.0","248.0","5169.0"
"47.0","46.0","SD","SOUTH DAKOTA","106.0","207.0","3623.0"
"47.0","56.0","WY","WYOMING","106.0","198.0","4105.0"
"47.0","38.0","ND","NORTH DAKOTA","86.0","154.0","2318.0"
"47.0","10.0","DE","DELAWARE","84.0","158.0","3277.0"
"47.0","44.0","RI","RHODE ISLAND","69.0","153.0","2991.0"
"47.0","50.0","VT","VERMONT","64.0","124.0","2535.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
