"CALIFORNIA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from California (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"6.0","96.0","CA","CA Total Mig - US & For","231291.0","430067.0","11168105.0"
"6.0","97.0","CA","CA Total Mig - US","218531.0","406883.0","10470178.0"
"6.0","98.0","CA","CA Total Mig - Foreign","12760.0","23184.0","697927.0"
"6.0","6.0","CA","CA Non-Migrants","12588517.0","28448182.0","763874122.0"
"6.0","48.0","TX","TEXAS","23626.0","48877.0","1162082.0"
"6.0","4.0","AZ","ARIZONA","16057.0","30663.0","696341.0"
"6.0","53.0","WA","WASHINGTON","14977.0","29008.0","745601.0"
"6.0","32.0","NV","NEVADA","14947.0","28088.0","687852.0"
"6.0","57.0","FR","Foreign","12760.0","23184.0","697927.0"
"6.0","36.0","NY","NEW YORK","11752.0","16577.0","626666.0"
"6.0","41.0","OR","OREGON","11136.0","19893.0","486240.0"
"6.0","12.0","FL","FLORIDA","10305.0","17815.0","501979.0"
"6.0","8.0","CO","COLORADO","9300.0","17654.0","455221.0"
"6.0","51.0","VA","VIRGINIA","7111.0","14051.0","408834.0"
"6.0","17.0","IL","ILLINOIS","6827.0","11775.0","354212.0"
"6.0","37.0","NC","NORTH CAROLINA","5870.0","11838.0","284082.0"
"6.0","13.0","GA","GEORGIA","5266.0","10378.0","286230.0"
"6.0","15.0","HI","HAWAII","4959.0","8820.0","202097.0"
"6.0","49.0","UT","UTAH","4813.0","10432.0","192663.0"
"6.0","25.0","MA","MASSACHUSETTS","4692.0","6921.0","270277.0"
"6.0","42.0","PA","PENNSYLVANIA","4223.0","7031.0","227177.0"
"6.0","24.0","MD","MARYLAND","3640.0","6496.0","197047.0"
"6.0","34.0","NJ","NEW JERSEY","3625.0","6564.0","270968.0"
"6.0","39.0","OH","OHIO","3547.0","6215.0","159992.0"
"6.0","29.0","MO","MISSOURI","3291.0","6294.0","137034.0"
"6.0","16.0","ID","IDAHO","3265.0","6735.0","139570.0"
"6.0","26.0","MI","MICHIGAN","3243.0","5651.0","150892.0"
"6.0","35.0","NM","NEW MEXICO","3020.0","5700.0","126694.0"
"6.0","40.0","OK","OKLAHOMA","3006.0","6203.0","99066.0"
"6.0","47.0","TN","TENNESSEE","2983.0","5901.0","158488.0"
"6.0","27.0","MN","MINNESOTA","2518.0","4508.0","123211.0"
"6.0","18.0","IN","INDIANA","2325.0","4464.0","97470.0"
"6.0","22.0","LA","LOUISIANA","2309.0","4213.0","88606.0"
"6.0","55.0","WI","WISCONSIN","2057.0","3750.0","83455.0"
"6.0","20.0","KS","KANSAS","2050.0","4298.0","74906.0"
"6.0","45.0","SC","SOUTH CAROLINA","1874.0","3780.0","83594.0"
"6.0","5.0","AR","ARKANSAS","1822.0","3723.0","64041.0"
"6.0","11.0","DC","DISTRICT OF COLUMBIA","1705.0","2092.0","92224.0"
"6.0","19.0","IA","IOWA","1678.0","3298.0","64269.0"
"6.0","2.0","AK","ALASKA","1629.0","2959.0","57688.0"
"6.0","9.0","CT","CONNECTICUT","1616.0","2734.0","116880.0"
"6.0","1.0","AL","ALABAMA","1510.0","3107.0","65910.0"
"6.0","21.0","KY","KENTUCKY","1470.0","2961.0","62903.0"
"6.0","30.0","MT","MONTANA","1459.0","2511.0","62521.0"
"6.0","31.0","NE","NEBRASKA","1383.0","2844.0","49789.0"
"6.0","28.0","MS","MISSISSIPPI","959.0","1868.0","38123.0"
"6.0","56.0","WY","WYOMING","740.0","1341.0","42720.0"
"6.0","33.0","NH","NEW HAMPSHIRE","642.0","1056.0","33446.0"
"6.0","46.0","SD","SOUTH DAKOTA","640.0","1216.0","26390.0"
"6.0","23.0","ME","MAINE","597.0","1012.0","24919.0"
"6.0","44.0","RI","RHODE ISLAND","540.0","1005.0","30580.0"
"6.0","38.0","ND","NORTH DAKOTA","454.0","816.0","14254.0"
"6.0","50.0","VT","VERMONT","383.0","564.0","16607.0"
"6.0","54.0","WV","WEST VIRGINIA","359.0","615.0","12762.0"
"6.0","10.0","DE","DELAWARE","331.0","568.0","15607.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
