"FLORIDA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Florida (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"12.0","96.0","FL","FL Total Mig - US & For","205508.0","374108.0","7800750.0"
"12.0","97.0","FL","FL Total Mig - US","196942.0","359082.0","7526586.0"
"12.0","98.0","FL","FL Total Mig - Foreign","8566.0","15026.0","274164.0"
"12.0","12.0","FL","FL Non-Migrants","6810387.0","13786030.0","334846422.0"
"12.0","13.0","GA","GEORGIA","18295.0","35085.0","664522.0"
"12.0","36.0","NY","NEW YORK","17579.0","29204.0","555806.0"
"12.0","48.0","TX","TEXAS","14929.0","29981.0","590882.0"
"12.0","37.0","NC","NORTH CAROLINA","11581.0","22138.0","434316.0"
"12.0","6.0","CA","CALIFORNIA","10717.0","18266.0","443657.0"
"12.0","51.0","VA","VIRGINIA","9195.0","17548.0","424965.0"
"12.0","57.0","FR","Foreign","8566.0","15026.0","274164.0"
"12.0","42.0","PA","PENNSYLVANIA","7451.0","12953.0","260481.0"
"12.0","47.0","TN","TENNESSEE","7188.0","13864.0","285529.0"
"12.0","34.0","NJ","NEW JERSEY","6765.0","11828.0","264024.0"
"12.0","39.0","OH","OHIO","6637.0","11763.0","239478.0"
"12.0","1.0","AL","ALABAMA","6086.0","12305.0","240772.0"
"12.0","17.0","IL","ILLINOIS","5881.0","10041.0","234436.0"
"12.0","25.0","MA","MASSACHUSETTS","5714.0","9476.0","194367.0"
"12.0","45.0","SC","SOUTH CAROLINA","5384.0","10118.0","214208.0"
"12.0","26.0","MI","MICHIGAN","5091.0","8811.0","163950.0"
"12.0","24.0","MD","MARYLAND","4582.0","8134.0","207166.0"
"12.0","8.0","CO","COLORADO","4117.0","7435.0","266847.0"
"12.0","18.0","IN","INDIANA","3687.0","6632.0","125811.0"
"12.0","22.0","LA","LOUISIANA","3357.0","6283.0","117871.0"
"12.0","21.0","KY","KENTUCKY","3131.0","5980.0","108035.0"
"12.0","4.0","AZ","ARIZONA","2978.0","5305.0","129546.0"
"12.0","9.0","CT","CONNECTICUT","2850.0","4923.0","110567.0"
"12.0","53.0","WA","WASHINGTON","2827.0","5307.0","111980.0"
"12.0","29.0","MO","MISSOURI","2728.0","4905.0","93065.0"
"12.0","28.0","MS","MISSISSIPPI","2095.0","4111.0","69313.0"
"12.0","32.0","NV","NEVADA","1978.0","3467.0","74694.0"
"12.0","55.0","WI","WISCONSIN","1923.0","3348.0","77668.0"
"12.0","40.0","OK","OKLAHOMA","1772.0","3458.0","62242.0"
"12.0","27.0","MN","MINNESOTA","1588.0","2740.0","72619.0"
"12.0","35.0","NM","NEW MEXICO","1579.0","3013.0","60088.0"
"12.0","5.0","AR","ARKANSAS","1383.0","2734.0","49087.0"
"12.0","20.0","KS","KANSAS","1312.0","2586.0","44341.0"
"12.0","54.0","WV","WEST VIRGINIA","1270.0","2298.0","44620.0"
"12.0","15.0","HI","HAWAII","1255.0","2334.0","45814.0"
"12.0","33.0","NH","NEW HAMPSHIRE","1234.0","2051.0","46400.0"
"12.0","23.0","ME","MAINE","1153.0","1888.0","39190.0"
"12.0","41.0","OR","OREGON","1063.0","1741.0","37062.0"
"12.0","19.0","IA","IOWA","982.0","1811.0","34527.0"
"12.0","44.0","RI","RHODE ISLAND","978.0","1695.0","32888.0"
"12.0","49.0","UT","UTAH","899.0","1807.0","46283.0"
"12.0","11.0","DC","DISTRICT OF COLUMBIA","841.0","1071.0","37309.0"
"12.0","2.0","AK","ALASKA","832.0","1607.0","31784.0"
"12.0","31.0","NE","NEBRASKA","828.0","1490.0","24462.0"
"12.0","10.0","DE","DELAWARE","716.0","1254.0","24875.0"
"12.0","50.0","VT","VERMONT","566.0","928.0","20714.0"
"12.0","56.0","WY","WYOMING","449.0","679.0","18736.0"
"12.0","30.0","MT","MONTANA","404.0","710.0","15442.0"
"12.0","16.0","ID","IDAHO","396.0","770.0","12626.0"
"12.0","46.0","SD","SOUTH DAKOTA","377.0","629.0","11604.0"
"12.0","38.0","ND","NORTH DAKOTA","319.0","577.0","9917.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
