"PENNSYLVANIA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Pennsylvania (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"42.0","96.0","PA","PA Total Mig - US & For","98445.0","168555.0","4805152.0"
"42.0","97.0","PA","PA Total Mig - US","95645.0","163783.0","4684310.0"
"42.0","98.0","PA","PA Total Mig - Foreign","2800.0","4772.0","120842.0"
"42.0","42.0","PA","PA Non-Migrants","4910642.0","10166698.0","279465311.0"
"42.0","36.0","NY","NEW YORK","11276.0","18452.0","434227.0"
"42.0","34.0","NJ","NEW JERSEY","11080.0","18860.0","569637.0"
"42.0","12.0","FL","FLORIDA","9801.0","17026.0","556005.0"
"42.0","24.0","MD","MARYLAND","6724.0","10970.0","310865.0"
"42.0","51.0","VA","VIRGINIA","5792.0","9500.0","278326.0"
"42.0","6.0","CA","CALIFORNIA","4861.0","7560.0","260634.0"
"42.0","37.0","NC","NORTH CAROLINA","4595.0","8371.0","247352.0"
"42.0","39.0","OH","OHIO","4175.0","7232.0","179401.0"
"42.0","48.0","TX","TEXAS","3901.0","7258.0","200573.0"
"42.0","10.0","DE","DELAWARE","3351.0","5971.0","166856.0"
"42.0","57.0","FR","Foreign","2800.0","4772.0","120842.0"
"42.0","13.0","GA","GEORGIA","2572.0","4935.0","129072.0"
"42.0","25.0","MA","MASSACHUSETTS","2238.0","3386.0","130496.0"
"42.0","45.0","SC","SOUTH CAROLINA","2175.0","4015.0","112747.0"
"42.0","17.0","IL","ILLINOIS","1734.0","2988.0","102176.0"
"42.0","4.0","AZ","ARIZONA","1710.0","2981.0","90647.0"
"42.0","54.0","WV","WEST VIRGINIA","1639.0","2893.0","62745.0"
"42.0","8.0","CO","COLORADO","1488.0","2429.0","63660.0"
"42.0","47.0","TN","TENNESSEE","1286.0","2352.0","52670.0"
"42.0","9.0","CT","CONNECTICUT","1165.0","1913.0","64332.0"
"42.0","53.0","WA","WASHINGTON","1060.0","1792.0","58050.0"
"42.0","26.0","MI","MICHIGAN","1057.0","1964.0","59560.0"
"42.0","11.0","DC","DISTRICT OF COLUMBIA","944.0","1078.0","43638.0"
"42.0","18.0","IN","INDIANA","901.0","1663.0","40675.0"
"42.0","21.0","KY","KENTUCKY","786.0","1480.0","37083.0"
"42.0","29.0","MO","MISSOURI","747.0","1346.0","35317.0"
"42.0","32.0","NV","NEVADA","605.0","1013.0","25589.0"
"42.0","27.0","MN","MINNESOTA","573.0","1128.0","35771.0"
"42.0","41.0","OR","OREGON","569.0","890.0","23187.0"
"42.0","22.0","LA","LOUISIANA","555.0","945.0","24794.0"
"42.0","55.0","WI","WISCONSIN","519.0","981.0","28397.0"
"42.0","1.0","AL","ALABAMA","509.0","972.0","25728.0"
"42.0","40.0","OK","OKLAHOMA","432.0","796.0","14907.0"
"42.0","15.0","HI","HAWAII","411.0","652.0","15218.0"
"42.0","20.0","KS","KANSAS","361.0","745.0","18991.0"
"42.0","35.0","NM","NEW MEXICO","358.0","599.0","16406.0"
"42.0","49.0","UT","UTAH","354.0","679.0","15662.0"
"42.0","44.0","RI","RHODE ISLAND","351.0","564.0","14656.0"
"42.0","33.0","NH","NEW HAMPSHIRE","346.0","585.0","25578.0"
"42.0","23.0","ME","MAINE","338.0","615.0","17287.0"
"42.0","19.0","IA","IOWA","333.0","628.0","15937.0"
"42.0","28.0","MS","MISSISSIPPI","308.0","622.0","12040.0"
"42.0","5.0","AR","ARKANSAS","263.0","543.0","12902.0"
"42.0","50.0","VT","VERMONT","249.0","393.0","9269.0"
"42.0","2.0","AK","ALASKA","240.0","374.0","7193.0"
"42.0","30.0","MT","MONTANA","215.0","349.0","9584.0"
"42.0","31.0","NE","NEBRASKA","198.0","379.0","8366.0"
"42.0","16.0","ID","IDAHO","167.0","350.0","7996.0"
"42.0","56.0","WY","WYOMING","124.0","215.0","4891.0"
"42.0","38.0","ND","NORTH DAKOTA","105.0","170.0","3712.0"
"42.0","46.0","SD","SOUTH DAKOTA","104.0","181.0","3506.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
