"ILLINOIS OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Illinois (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"17.0","96.0","IL","IL Total Mig - US & For","112636.0","202582.0","5707032.0"
"17.0","97.0","IL","IL Total Mig - US","108985.0","196522.0","5543666.0"
"17.0","98.0","IL","IL Total Mig - Foreign","3651.0","6060.0","163366.0"
"17.0","17.0","IL","IL Non-Migrants","4826865.0","10626804.0","290425561.0"
"17.0","18.0","IN","INDIANA","9400.0","18847.0","401847.0"
"17.0","6.0","CA","CALIFORNIA","8746.0","14578.0","489615.0"
"17.0","48.0","TX","TEXAS","8288.0","16853.0","418569.0"
"17.0","12.0","FL","FLORIDA","8182.0","14174.0","528831.0"
"17.0","29.0","MO","MISSOURI","7617.0","12994.0","297473.0"
"17.0","55.0","WI","WISCONSIN","7349.0","13581.0","325619.0"
"17.0","19.0","IA","IOWA","4658.0","8549.0","183089.0"
"17.0","26.0","MI","MICHIGAN","3930.0","6730.0","187208.0"
"17.0","36.0","NY","NEW YORK","3748.0","5386.0","258979.0"
"17.0","4.0","AZ","ARIZONA","3674.0","6518.0","207347.0"
"17.0","57.0","FR","Foreign","3651.0","6060.0","163366.0"
"17.0","13.0","GA","GEORGIA","3130.0","6116.0","153528.0"
"17.0","39.0","OH","OHIO","2974.0","5219.0","153612.0"
"17.0","8.0","CO","COLORADO","2847.0","4628.0","144917.0"
"17.0","51.0","VA","VIRGINIA","2797.0","5125.0","152082.0"
"17.0","47.0","TN","TENNESSEE","2586.0","4897.0","123830.0"
"17.0","37.0","NC","NORTH CAROLINA","2459.0","4693.0","127128.0"
"17.0","27.0","MN","MINNESOTA","2245.0","4047.0","124014.0"
"17.0","21.0","KY","KENTUCKY","1868.0","3585.0","76377.0"
"17.0","42.0","PA","PENNSYLVANIA","1741.0","3020.0","108718.0"
"17.0","53.0","WA","WASHINGTON","1690.0","2989.0","104350.0"
"17.0","25.0","MA","MASSACHUSETTS","1432.0","2185.0","87815.0"
"17.0","24.0","MD","MARYLAND","1320.0","2252.0","76740.0"
"17.0","32.0","NV","NEVADA","1296.0","2306.0","63254.0"
"17.0","34.0","NJ","NEW JERSEY","1287.0","2386.0","103343.0"
"17.0","5.0","AR","ARKANSAS","1101.0","2216.0","46685.0"
"17.0","20.0","KS","KANSAS","1075.0","2049.0","45875.0"
"17.0","45.0","SC","SOUTH CAROLINA","1018.0","1876.0","56754.0"
"17.0","1.0","AL","ALABAMA","968.0","1942.0","39116.0"
"17.0","28.0","MS","MISSISSIPPI","941.0","1892.0","29383.0"
"17.0","40.0","OK","OKLAHOMA","911.0","1855.0","40552.0"
"17.0","22.0","LA","LOUISIANA","905.0","1569.0","38275.0"
"17.0","41.0","OR","OREGON","803.0","1305.0","38402.0"
"17.0","11.0","DC","DISTRICT OF COLUMBIA","771.0","894.0","44375.0"
"17.0","31.0","NE","NEBRASKA","692.0","1233.0","29811.0"
"17.0","9.0","CT","CONNECTICUT","598.0","1045.0","49686.0"
"17.0","35.0","NM","NEW MEXICO","576.0","990.0","26167.0"
"17.0","15.0","HI","HAWAII","507.0","825.0","17945.0"
"17.0","49.0","UT","UTAH","506.0","1002.0","25350.0"
"17.0","2.0","AK","ALASKA","307.0","552.0","10375.0"
"17.0","46.0","SD","SOUTH DAKOTA","231.0","422.0","10847.0"
"17.0","30.0","MT","MONTANA","227.0","337.0","11026.0"
"17.0","56.0","WY","WYOMING","217.0","388.0","10140.0"
"17.0","16.0","ID","IDAHO","208.0","393.0","12320.0"
"17.0","54.0","WV","WEST VIRGINIA","196.0","356.0","6782.0"
"17.0","38.0","ND","NORTH DAKOTA","195.0","365.0","7093.0"
"17.0","33.0","NH","NEW HAMPSHIRE","178.0","299.0","10978.0"
"17.0","44.0","RI","RHODE ISLAND","168.0","309.0","11423.0"
"17.0","10.0","DE","DELAWARE","167.0","311.0","10017.0"
"17.0","23.0","ME","MAINE","135.0","239.0","8270.0"
"17.0","50.0","VT","VERMONT","120.0","200.0","7736.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
