"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,40-Oklahoma,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,39741,,85947,"
"48,Tx,Texas,10412,26.2,22510,26.19"
"05,Ar,Arkansas,2690,6.77,5991,6.97"
"06,Ca,California,2672,6.72,5068,5.9"
"20,Ks,Kansas,2523,6.35,5697,6.63"
"57,FR,Foreign,1979,4.98,4460,5.19"
"29,Mo,Missouri,1961,4.93,4259,4.96"
"12,Fl,Florida,1440,3.62,3051,3.55"
"08,Co,Colorado,1385,3.49,2862,3.33"
"04,Az,Arizona,903,2.27,1907,2.22"
"13,Ga,Georgia,841,2.12,1882,2.19"
"17,Il,Illinois,823,2.07,1733,2.02"
"47,Tn,Tennessee,719,1.81,1554,1.81"
"22,La,Louisiana,703,1.77,1583,1.84"
"37,Nc,North Carolina,695,1.75,1496,1.74"
"53,Wa,Washington,686,1.73,1425,1.66"
"51,Va,Virginia,679,1.71,1439,1.67"
"35,Nm,New Mexico,657,1.65,1459,1.7"
"39,Oh,Ohio,580,1.46,1280,1.49"
"18,In,Indiana,468,1.18,1081,1.26"
"26,Mi,Michigan,441,1.11,950,1.11"
"36,Ny,New York,439,1.1,866,1.01"
"01,Al,Alabama,425,1.07,987,1.15"
"42,Pa,Pennsylvania,412,1.04,888,1.03"
"32,Nv,Nevada,401,1.01,820,0.95"
"21,Ky,Kentucky,355,0.89,804,0.94"
"19,Ia,Iowa,328,0.83,730,0.85"
"45,Sc,South Carolina,324,0.82,735,0.86"
"27,Mn,Minnesota,317,0.8,721,0.84"
"31,Ne,Nebraska,304,0.76,714,0.83"
"02,Ak,Alaska,301,0.76,694,0.81"
"55,Wi,Wisconsin,286,0.72,622,0.72"
"24,Md,Maryland,274,0.69,569,0.66"
"41,Or,Oregon,265,0.67,554,0.64"
"28,Ms,Mississippi,258,0.65,590,0.69"
"15,Hi,Hawaii,258,0.65,628,0.73"
"34,Nj,New Jersey,203,0.51,410,0.48"
"49,Ut,Utah,164,0.41,395,0.46"
"56,Wy,Wyoming,152,0.38,372,0.43"
"25,Ma,Massachusetts,145,0.36,277,0.32"
"46,Sd,South Dakota,133,0.33,311,0.36"
"30,Mt,Montana,131,0.33,293,0.34"
"16,Id,Idaho,118,0.3,259,0.3"
"09,Ct,Connecticut,94,0.24,167,0.19"
"54,Wv,West Virginia,90,0.23,228,0.27"
"38,Nd,North Dakota,72,0.18,168,0.2"
"11,Dc,District of Columbia,66,0.17,91,0.11"
"23,Me,Maine,48,0.12,94,0.11"
"33,Nh,New Hampshire,43,0.11,96,0.11"
"10,De,Delaware,35,0.09,94,0.11"
"44,Ri,Rhode Island,24,0.06,54,0.06"
"50,Vt,Vermont,19,0.05,29,0.03"
"40,,State Non-Migrant,1013822,,2349970,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
