"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,38-North Dakota,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,10454,,20934,"
"27,Mn,Minnesota,2908,27.82,5401,25.8"
"46,Sd,South Dakota,674,6.45,1449,6.92"
"06,Ca,California,518,4.96,942,4.5"
"57,FR,Foreign,502,4.8,1108,5.29"
"30,Mt,Montana,499,4.77,1113,5.32"
"08,Co,Colorado,474,4.53,813,3.88"
"53,Wa,Washington,400,3.83,672,3.21"
"48,Tx,Texas,394,3.77,824,3.94"
"04,Az,Arizona,334,3.19,605,2.89"
"55,Wi,Wisconsin,278,2.66,555,2.65"
"19,Ia,Iowa,210,2.01,489,2.34"
"56,Wy,Wyoming,196,1.87,438,2.09"
"12,Fl,Florida,194,1.86,416,1.99"
"31,Ne,Nebraska,187,1.79,455,2.17"
"17,Il,Illinois,182,1.74,375,1.79"
"32,Nv,Nevada,159,1.52,317,1.51"
"39,Oh,Ohio,141,1.35,339,1.62"
"20,Ks,Kansas,137,1.31,269,1.28"
"02,Ak,Alaska,131,1.25,312,1.49"
"41,Or,Oregon,128,1.22,252,1.2"
"37,Nc,North Carolina,124,1.19,255,1.22"
"51,Va,Virginia,121,1.16,265,1.27"
"29,Mo,Missouri,120,1.15,253,1.21"
"36,Ny,New York,112,1.07,243,1.16"
"16,Id,Idaho,105,1,217,1.04"
"26,Mi,Michigan,102,0.98,223,1.07"
"13,Ga,Georgia,95,0.91,218,1.04"
"18,In,Indiana,92,0.88,188,0.9"
"42,Pa,Pennsylvania,85,0.81,181,0.86"
"35,Nm,New Mexico,78,0.75,167,0.8"
"49,Ut,Utah,78,0.75,166,0.79"
"47,Tn,Tennessee,66,0.63,147,0.7"
"40,Ok,Oklahoma,65,0.62,140,0.67"
"22,La,Louisiana,54,0.52,111,0.53"
"45,Sc,South Carolina,52,0.5,122,0.58"
"24,Md,Maryland,50,0.48,92,0.44"
"21,Ky,Kentucky,50,0.48,102,0.49"
"34,Nj,New Jersey,45,0.43,73,0.35"
"15,Hi,Hawaii,44,0.42,92,0.44"
"05,Ar,Arkansas,42,0.4,96,0.46"
"28,Ms,Mississippi,41,0.39,86,0.41"
"01,Al,Alabama,40,0.38,96,0.46"
"25,Ma,Massachusetts,34,0.33,52,0.25"
"09,Ct,Connecticut,29,0.28,40,0.19"
"33,Nh,New Hampshire,18,0.17,28,0.13"
"54,Wv,West Virginia,18,0.17,35,0.17"
"10,De,Delaware,15,0.14,40,0.19"
"11,Dc,District of Columbia,10,0.1,14,0.07"
"44,Ri,Rhode Island,9,0.09,21,0.1"
"23,Me,Maine,8,0.08,18,0.09"
"50,Vt,Vermont,6,0.06,9,0.04"
"38,,State Non-Migrant,225052,,522626,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
