" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,56-Wyoming,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,WY,WY Total Mig - US & For,11084,20744,503760"
"97,WY,WY Total Mig - US,10851,20329,496073"
"98,WY,WY Total Mig - Foreign,233,415,7687"
"56,WY,WY Non-Migrants,187201,400793,11978850"
"08,CO,COLORADO,1872,3378,94260"
"49,UT,UTAH,803,1572,35201"
"30,MT,MONTANA,772,1394,28161"
"48,TX,TEXAS,713,1506,35541"
"06,CA,CALIFORNIA,615,1067,22489"
"16,ID,IDAHO,537,1089,22646"
"04,AZ,ARIZONA,482,898,20045"
"46,SD,SOUTH DAKOTA,390,732,17364"
"53,WA,WASHINGTON,389,690,13950"
"31,NE,NEBRASKA,378,707,13913"
"41,OR,OREGON,280,507,9675"
"32,NV,NEVADA,256,457,17478"
"12,FL,FLORIDA,247,417,33996"
"57,FR,Foreign,233,415,7687"
"35,NM,NEW MEXICO,181,378,7264"
"29,MO,MISSOURI,176,374,6461"
"40,OK,OKLAHOMA,173,374,8931"
"38,ND,NORTH DAKOTA,154,323,7778"
"17,IL,ILLINOIS,150,262,6324"
"27,MN,MINNESOTA,143,250,5690"
"51,VA,VIRGINIA,134,245,6415"
"37,NC,NORTH CAROLINA,125,221,4260"
"20,KS,KANSAS,114,222,4126"
"02,AK,ALASKA,112,217,6733"
"55,WI,WISCONSIN,111,209,4654"
"19,IA,IOWA,109,196,4316"
"42,PA,PENNSYLVANIA,105,177,5533"
"47,TN,TENNESSEE,103,166,4278"
"22,LA,LOUISIANA,99,221,4476"
"39,OH,OHIO,99,192,3577"
"36,NY,NEW YORK,95,141,3129"
"13,GA,GEORGIA,94,193,3387"
"26,MI,MICHIGAN,94,175,2868"
"18,IN,INDIANA,93,156,2837"
"05,AR,ARKANSAS,84,168,4041"
"45,SC,SOUTH CAROLINA,75,131,2927"
"01,AL,ALABAMA,55,112,2007"
"21,KY,KENTUCKY,55,128,1876"
"25,MA,MASSACHUSETTS,53,85,2261"
"28,MS,MISSISSIPPI,52,115,2252"
"24,MD,MARYLAND,47,81,1404"
"15,HI,HAWAII,43,79,2453"
"34,NJ,NEW JERSEY,39,71,910"
"33,NH,NEW HAMPSHIRE,26,42,1053"
"54,WV,WEST VIRGINIA,25,55,993"
"23,ME,MAINE,24,37,1423"
"50,VT,VERMONT,24,37,665"
"09,CT,CONNECTICUT,18,28,1086"
"11,DC,DISTRICT OF COLUMBIA,17,22,2495"
"10,DE,DELAWARE,10,23,189"
"44,RI,RHODE ISLAND,6,9,285"
