"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,11-DistrictofColumbia,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,District of Columbia,26708,47204,896609"
"24,Md,Maryland,11914,24060,374551"
"51,Va,Virginia,5526,8965,201749"
"06,Ca,California,1002,1381,34434"
"57,FR,Foreign,992,1837,42306"
"36,NY,New York,968,1212,32920"
"12,Fl,Florida,566,941,23336"
"37,NC,North Carolina,553,1018,12043"
"42,Pa,Pennsylvania,521,723,14477"
"48,Tx,Texas,454,743,17160"
"25,Ma,Massachusetts,424,529,15075"
"17,Il,Illinois,312,409,11043"
"13,Ga,Georgia,291,448,8954"
"34,NJ,New Jersey,290,399,9875"
"39,Oh,Ohio,231,356,6494"
"53,Wa,Washington,229,349,7910"
"08,Co,Colorado,197,280,6844"
"45,SC,South Carolina,194,381,3941"
"26,Mi,Michigan,150,208,3411"
"09,Ct,Connecticut,148,201,6500"
"27,Mn,Minnesota,118,179,5739"
"04,Az,Arizona,108,183,3707"
"22,La,Louisiana,105,177,3633"
"47,Tn,Tennessee,97,142,2857"
"41,Or,Oregon,88,149,3196"
"18,In,Indiana,86,122,2610"
"54,WV,West Virginia,81,117,2249"
"55,Wi,Wisconsin,81,94,1724"
"29,Mo,Missouri,79,125,2851"
"35,NM,New Mexico,76,121,3289"
"10,De,Delaware,76,107,6814"
"01,Al,Alabama,73,128,2115"
"28,Ms,Mississippi,73,129,1405"
"15,Hi,Hawaii,53,90,1379"
"20,Ks,Kansas,50,97,1367"
"23,Me,Maine,45,76,2007"
"21,Ky,Kentucky,44,69,1497"
"40,Ok,Oklahoma,43,73,1169"
"33,NH,New Hampshire,41,65,1978"
"44,RI,Rhode Island,39,54,1629"
"32,Nv,Nevada,37,64,1651"
"50,Vt,Vermont,37,51,1333"
"31,Ne,Nebraska,32,46,1330"
"19,Ia,Iowa,30,50,969"
"05,Ar,Arkansas,29,49,961"
"02,Ak,Alaska,26,48,939"
"49,Ut,Utah,24,42,597"
"30,Mt,Montana,24,33,930"
"16,Id,Idaho,17,29,573"
"56,Wy,Wyoming,14,23,505"
"46,SD,South Dakota,11,12,379"
"38,ND,North Dakota,9,20,204"
"11,DC S,tate Non-Migrant,216308,401167,7813084"
