"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,54-WestVirginia,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,West Virginia,16961,33469,410442"
"39,Oh,Ohio,2737,5465,57449"
"51,Va,Virginia,2348,4574,53930"
"37,NC,North Carolina,1857,3597,36695"
"12,Fl,Florida,1293,2463,33534"
"42,Pa,Pennsylvania,1192,2391,36737"
"24,Md,Maryland,1058,1989,24466"
"21,Ky,Kentucky,706,1617,19784"
"45,SC,South Carolina,517,996,11222"
"48,Tx,Texas,499,1017,14248"
"13,Ga,Georgia,468,893,11116"
"47,Tn,Tennessee,453,941,11788"
"57,FR,Foreign,394,688,6821"
"06,Ca,California,358,628,7423"
"36,NY,New York,268,508,7252"
"18,In,Indiana,232,488,6410"
"26,Mi,Michigan,220,431,5653"
"17,Il,Illinois,209,420,6353"
"01,Al,Alabama,182,426,5611"
"08,Co,Colorado,166,304,3083"
"34,NJ,New Jersey,134,283,3841"
"04,Az,Arizona,126,253,2768"
"22,La,Louisiana,114,251,3704"
"53,Wa,Washington,108,211,2925"
"29,Mo,Missouri,107,254,3705"
"25,Ma,Massachusetts,89,147,2922"
"40,Ok,Oklahoma,86,156,1755"
"20,Ks,Kansas,81,171,2278"
"28,Ms,Mississippi,76,155,1397"
"10,De,Delaware,72,139,2389"
"05,Ar,Arkansas,64,131,1785"
"55,Wi,Wisconsin,59,138,2880"
"09,Ct,Connecticut,59,122,2415"
"32,Nv,Nevada,56,106,1309"
"15,Hi,Hawaii,49,97,1179"
"11,DC,District of Columbia,45,52,1169"
"02,Ak,Alaska,45,86,913"
"35,NM,New Mexico,44,93,867"
"19,Ia,Iowa,43,95,1594"
"27,Mn,Minnesota,41,79,1426"
"30,Mt,Montana,35,81,855"
"49,Ut,Utah,33,63,665"
"23,Me,Maine,31,62,578"
"33,NH,New Hampshire,29,58,710"
"41,Or,Oregon,28,48,654"
"31,Ne,Nebraska,26,48,534"
"56,Wy,Wyoming,25,54,724"
"16,Id,Idaho,24,46,1167"
"44,RI,Rhode Island,22,45,555"
"50,Vt,Vermont,19,37,379"
"38,ND,North Dakota,18,31,414"
"46,SD,South Dakota,16,41,411"
"54,WV S,tate Non-Migrant,568702,1314615,16533184"
