"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,50-Vermont,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Vermont,8614,14684,218284"
"33,NH,New Hampshire,1209,2153,33083"
"36,NY,New York,983,1685,24949"
"25,Ma,Massachusetts,949,1476,22278"
"12,Fl,Florida,856,1503,22167"
"06,Ca,California,366,518,8305"
"09,Ct,Connecticut,341,561,9205"
"08,Co,Colorado,317,468,6642"
"23,Me,Maine,263,489,6699"
"37,NC,North Carolina,248,486,6614"
"51,Va,Virginia,235,430,5689"
"42,Pa,Pennsylvania,229,432,6722"
"48,Tx,Texas,198,361,7068"
"34,NJ,New Jersey,191,305,4337"
"57,FR,Foreign,187,313,4537"
"04,Az,Arizona,143,241,3272"
"53,Wa,Washington,139,212,3105"
"24,Md,Maryland,127,195,3295"
"13,Ga,Georgia,110,194,2577"
"45,SC,South Carolina,101,207,2240"
"39,Oh,Ohio,101,165,2852"
"17,Il,Illinois,97,180,2945"
"44,RI,Rhode Island,94,134,1956"
"47,Tn,Tennessee,82,145,1677"
"35,NM,New Mexico,72,112,1333"
"30,Mt,Montana,67,105,1071"
"26,Mi,Michigan,67,129,2169"
"27,Mn,Minnesota,62,111,1972"
"41,Or,Oregon,60,88,1038"
"02,Ak,Alaska,59,103,1223"
"21,Ky,Kentucky,56,98,1244"
"29,Mo,Missouri,55,96,1708"
"11,DC,District of Columbia,51,73,1431"
"49,Ut,Utah,51,76,1109"
"18,In,Indiana,46,91,1308"
"55,Wi,Wisconsin,44,93,1134"
"15,Hi,Hawaii,39,54,820"
"56,Wy,Wyoming,36,57,741"
"32,Nv,Nevada,34,61,913"
"20,Ks,Kansas,32,59,567"
"19,Ia,Iowa,31,69,1083"
"01,Al,Alabama,30,58,661"
"22,La,Louisiana,27,58,722"
"40,Ok,Oklahoma,26,50,564"
"16,Id,Idaho,21,29,463"
"54,WV,West Virginia,18,40,808"
"10,De,Delaware,18,35,784"
"05,Ar,Arkansas,15,24,345"
"28,Ms,Mississippi,11,18,262"
"31,Ne,Nebraska,9,17,215"
"46,SD,South Dakota,8,14,216"
"38,ND,North Dakota,3,13,166"
"50,Vt S,tate Non-Migrant,208557,456188,6614998"
