"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,16-Idaho,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Idaho,15946,34465,365018"
"53,Wa,Washington,3350,6629,78518"
"49,Ut,Utah,1745,3926,35863"
"06,Ca,California,1558,3341,30988"
"41,Or,Oregon,1534,3389,34168"
"30,Mt,Montana,759,1667,15155"
"04,Az,Arizona,656,1493,12939"
"32,Nv,Nevada,623,1331,14157"
"48,Tx,Texas,589,1489,11891"
"08,Co,Colorado,516,1069,14028"
"57,FR,Foreign,484,872,8955"
"56,Wy,Wyoming,295,684,7383"
"02,Ak,Alaska,283,594,6898"
"12,Fl,Florida,272,625,6020"
"35,NM,New Mexico,241,586,6627"
"17,Il,Illinois,173,387,4143"
"51,Va,Virginia,154,324,4474"
"37,NC,North Carolina,149,333,3202"
"27,Mn,Minnesota,147,321,4290"
"29,Mo,Missouri,138,347,3056"
"15,Hi,Hawaii,135,244,3413"
"36,NY,New York,133,267,3295"
"39,Oh,Ohio,132,291,4128"
"13,Ga,Georgia,128,284,2781"
"31,Ne,Nebraska,117,256,4700"
"42,Pa,Pennsylvania,113,248,3407"
"55,Wi,Wisconsin,112,257,2776"
"40,Ok,Oklahoma,107,254,2061"
"26,Mi,Michigan,103,261,2577"
"47,Tn,Tennessee,101,263,2707"
"20,Ks,Kansas,97,218,2060"
"19,Ia,Iowa,86,217,3705"
"05,Ar,Arkansas,83,186,1460"
"18,In,Indiana,80,176,1707"
"46,SD,South Dakota,72,153,1824"
"38,ND,North Dakota,71,161,1321"
"24,Md,Maryland,67,150,2239"
"45,SC,South Carolina,66,148,2665"
"01,Al,Alabama,63,154,1794"
"22,La,Louisiana,59,123,2421"
"25,Ma,Massachusetts,55,103,1379"
"09,Ct,Connecticut,52,97,1216"
"21,Ky,Kentucky,52,113,1211"
"28,Ms,Mississippi,38,95,741"
"34,NJ,New Jersey,37,82,1340"
"23,Me,Maine,25,44,536"
"33,NH,New Hampshire,23,53,866"
"54,WV,West Virginia,22,52,541"
"11,DC,District of Columbia,16,23,241"
"50,Vt,Vermont,15,34,498"
"44,RI,Rhode Island,12,26,505"
"10,De,Delaware,8,25,148"
"16,Id S,tate Non-Migrant,340027,858690,10507719"
